,NPA,year,schoolage_proximate_units,high_school_diploma,library_card_prevalence,bachelors_degree_moe,library_card_holders,neighborhood_school_attendance,highschool_graduation_rate,high_school_diploma_moe,early_care_proximity,proficiency_elementary_school,proficiency_middle_school,schoolage_proximity,bachelors_degree,early_care_proximate_units,proficiency_high_school,student_absenteeism
264,46,2017,641.0,89.0,,9.0,,74.0,89.0,8.0,67.0,37.3,28.0,67.0,34.0,641.0,21.1,16.0
265,46,2015,956.0,,15.0,,381.0,78.17,90.0,,100.0,35.8208955223881,32.14,100.0,,956.0,58.33,15.6118143459916
266,46,2013,956.0,,10.0,,256.0,79.68,72.0,,100.0,,,100.0,,956.0,,7.741935483870968
267,46,2011,957.0,,,,,78.73,,,100.0,,,100.0,,957.0,,
268,46,2016,,,,,,76.0,87.0,,,37.93,37.2,,,,45.0,12.0
269,46,2014,,,,,,74.01,83.0,,,43.47826086956522,30.303030303030305,,,,25.0,18.75
270,47,2017,529.0,93.0,,14.0,,67.0,,11.0,90.0,,,90.0,62.0,529.0,,7.0
271,47,2015,277.0,,20.0,,230.0,56.25,,,43.0,90.9090909090909,,43.0,,277.0,,0.0
272,47,2013,271.0,,17.0,,195.0,67.5,,,43.0,,,42.0,,277.0,,5.0
273,47,2011,270.0,,,,,84.85,,,43.0,,,42.0,,278.0,,
274,47,2016,,,,,,51.4,,,,92.86,50.0,,,,,10.0
275,47,2014,,,,,,55.56,,,,77.77777777777779,,,,,,0.0
276,48,2017,512.0,80.0,,9.0,,69.0,100.0,10.0,81.0,54.4,41.6,84.0,29.0,493.0,38.9,11.0
277,48,2015,514.0,,18.0,,327.0,71.38,87.0,,80.0,52.0833333333333,31.58,84.0,,495.0,56.52,7.69230769230769
278,48,2013,516.0,,12.0,,210.0,78.38,93.0,,80.0,,,83.0,,497.0,,8.551068883610451
279,48,2011,515.0,,,,,78.63,,,82.0,,,82.0,,515.0,,
280,48,2016,,,,,,70.5,97.0,,,63.22,46.3,,,,47.1,12.0
281,48,2014,,,,,,73.35,93.0,,,45.05494505494506,35.38461538461539,,,,56.666666666666664,9.47075208913649
282,49,2017,564.0,83.0,,5.0,,54.0,88.0,38.0,62.0,41.1,32.3,58.0,28.0,602.0,50.0,10.0
283,49,2015,708.0,,17.0,,449.0,62.59,81.0,,74.0,34.2857142857143,31.67,74.0,,708.0,25.0,13.588850174216
284,49,2013,651.0,,11.0,,287.0,69.12,79.0,,70.0,,,68.0,,671.0,,6.79886685552408
285,49,2011,648.0,,,,,63.81,,,71.0,,,68.0,,669.0,,
286,49,2016,,,,,,60.9,81.0,,,39.47,37.3,,,,22.2,11.0
287,49,2014,,,,,,63.29,77.0,,,42.028985507246375,39.62264150943396,,,,18.75,14.886731391585762
288,50,2017,1054.0,56.0,,4.0,,78.0,73.0,20.0,100.0,33.5,16.9,100.0,9.0,1054.0,6.7,14.0
289,50,2015,1054.0,,15.0,,467.0,80.35,83.0,,100.0,24.0875912408759,19.01,100.0,,1054.0,38.46,13.7291280148423
290,50,2013,1053.0,,10.0,,309.0,85.54,63.0,,100.0,,,100.0,,1053.0,,10.945945945945947
291,50,2011,1053.0,,,,,69.5,,,100.0,,,100.0,,1053.0,,
292,50,2016,,,,,,79.7,71.0,,,27.01,25.6,,,,33.3,12.0
293,50,2014,,,,,,80.74,87.0,,,23.741007194244602,19.090909090909093,,,,40.625,12.371134020618557
294,51,2017,674.0,98.0,,10.0,,20.0,,5.0,96.0,45.5,,89.0,65.0,731.0,,5.0
295,51,2015,702.0,,13.0,,181.0,45.71,,,96.0,57.1428571428571,11.11,96.0,,702.0,,11.1111111111111
296,51,2013,737.0,,12.0,,170.0,47.06,100.0,,100.0,,,100.0,,737.0,,7.8431372549019605
297,51,2011,737.0,,,,,48.84,,,100.0,,,100.0,,737.0,,
298,51,2016,,,,,,41.0,80.0,,,62.5,50.0,,,,,10.0
299,51,2014,,,,,,45.24,,,,33.33333333333333,23.076923076923077,,,,,8.88888888888889
300,52,2017,331.0,64.0,,8.0,,83.0,93.0,12.0,56.0,15.3,10.3,56.0,16.0,331.0,35.7,17.0
301,52,2015,286.0,,29.0,,427.0,83.84,67.0,,52.0,20.6349206349206,18.0,52.0,,286.0,18.18,14.6443514644351
302,52,2013,624.0,,18.0,,420.0,90.56,62.0,,70.0,,,70.0,,624.0,,12.650602409638553
303,52,2011,577.0,,,,,85.74,,,65.0,,,65.0,,577.0,,
304,52,2016,,,,,,80.7,65.0,,,25.37,7.7,,,,,19.0
305,52,2014,,,,,,86.67,59.0,,,22.857142857142858,21.428571428571427,,,,23.076923076923077,16.55480984340045
306,53,2017,1060.0,72.0,,5.0,,75.0,83.0,9.0,100.0,30.7,14.8,100.0,14.0,1060.0,,14.0
307,53,2015,1222.0,,12.0,,425.0,78.3,90.0,,100.0,27.7372262773723,12.26,100.0,,1222.0,22.58,15.4142581888247
308,53,2013,1060.0,,9.0,,262.0,80.76,59.0,,100.0,,,100.0,,1060.0,,12.949640287769784
309,53,2011,1057.0,,,,,76.02,,,100.0,,,100.0,,1057.0,,
310,53,2016,,,,,,74.2,62.0,,,24.05,12.7,,,,60.0,16.0
311,53,2014,,,,,,82.12,64.0,,,28.799999999999997,19.444444444444446,,,,13.636363636363635,15.236427320490368
312,54,2017,416.0,69.0,,6.0,,70.0,89.0,45.0,55.0,40.4,26.2,73.0,10.0,311.0,,12.0
313,54,2015,472.0,,10.0,,184.0,66.88,81.0,,60.0,30.1204819277108,26.83,84.0,,333.0,41.67,12.1661721068249
314,54,2013,537.0,,7.0,,115.0,67.47,63.0,,95.0,,,96.0,,534.0,,9.333333333333334
315,54,2011,537.0,,,,,66.77,,,95.0,,,96.0,,534.0,,
316,54,2016,,,,,,66.7,79.0,,,30.69,30.5,,,,53.3,9.0
317,54,2014,,,,,,68.29,78.0,,,40.625,25.0,,,,38.095238095238095,13.583815028901732
318,55,2017,159.0,92.0,,5.0,,78.0,94.0,29.0,33.0,64.4,63.2,20.0,42.0,263.0,66.7,15.0
319,55,2015,262.0,,17.0,,353.0,83.22,72.0,,33.0,69.6969696969697,50.0,33.0,,262.0,50.0,12.3376623376623
320,55,2013,159.0,,14.0,,284.0,82.46,83.0,,33.0,,,20.0,,262.0,,15.165876777251185
321,55,2011,159.0,,,,,83.26,,,32.0,,,20.0,,261.0,,
322,55,2016,,,,,,79.4,100.0,,,57.78,56.3,,,,69.2,9.0
323,55,2014,,,,,,81.99,88.0,,,60.0,50.0,,,,50.0,10.240963855421686
324,56,2017,0.0,98.0,,12.0,,91.0,,6.0,0.0,68.2,56.0,0.0,46.0,0.0,,6.0
325,56,2015,0.0,,21.0,,165.0,86.32,100.0,,0.0,44.4444444444444,60.0,0.0,,0.0,80.0,7.21649484536082
326,56,2013,0.0,,18.0,,136.0,92.37,100.0,,0.0,,,0.0,,0.0,,5.084745762711865
327,56,2011,0.0,,,,,93.27,,,0.0,,,0.0,,0.0,,
328,56,2016,,,,,,94.2,100.0,,,59.09,44.0,,,,92.3,8.0
329,56,2014,,,,,,92.08,78.0,,,65.0,68.96551724137932,,,,83.33333333333334,5.714285714285714
330,57,2017,669.0,70.0,,7.0,,86.0,67.0,10.0,100.0,29.5,12.3,100.0,19.0,669.0,19.1,6.0
331,57,2015,566.0,,22.0,,354.0,87.8,88.0,,85.0,29.6296296296296,15.79,85.0,,566.0,22.22,8.36501901140684
332,57,2013,669.0,,14.0,,225.0,86.89,60.0,,100.0,,,100.0,,669.0,,7.865168539325842
333,57,2011,683.0,,,,,79.79,,,100.0,,,100.0,,683.0,,
334,57,2016,,,,,,82.1,83.0,,,40.3,16.4,,,,34.8,9.0
335,57,2014,,,,,,91.06,70.0,,,34.78260869565217,10.526315789473683,,,,25.0,7.894736842105263
336,58,2017,485.0,57.0,,6.0,,78.0,88.0,5.0,100.0,34.4,20.3,100.0,10.0,485.0,26.7,14.0
337,58,2015,485.0,,15.0,,228.0,80.59,93.0,,100.0,28.7671232876712,24.07,100.0,,485.0,30.77,13.7795275590551
338,58,2013,485.0,,10.0,,155.0,72.16,54.0,,100.0,,,100.0,,485.0,,9.090909090909092
339,58,2011,485.0,,,,,73.23,,,100.0,,,100.0,,485.0,,
340,58,2016,,,,,,76.7,87.0,,,39.39,15.5,,,,23.1,14.0
341,58,2014,,,,,,77.69,78.0,,,35.08771929824561,22.58064516129032,,,,50.0,15.32567049808429
342,59,2017,1007.0,87.0,,4.0,,60.0,82.0,7.0,91.0,40.6,20.5,91.0,14.0,1010.0,21.7,15.0
343,59,2015,1110.0,,20.0,,506.0,57.55,79.0,,100.0,29.4117647058824,23.08,100.0,,1110.0,26.09,11.9186046511628
344,59,2013,1065.0,,16.0,,391.0,68.88,55.0,,99.0,,,96.0,,1101.0,,11.73469387755102
345,59,2011,1065.0,,,,,56.06,,,99.0,,,96.0,,1096.0,,
346,59,2016,,,,,,58.9,89.0,,,34.07,24.6,,,,18.8,16.0
347,59,2014,,,,,,64.76,67.0,,,29.48717948717949,24.324324324324326,,,,35.714285714285715,14.084507042253522
348,60,2017,1416.0,89.0,,20.0,,85.0,100.0,9.0,43.0,34.4,25.0,84.0,50.0,729.0,,13.0
349,60,2015,860.0,,12.0,,410.0,86.11,83.0,,38.0,35.0,16.67,76.0,,429.0,50.0,21.8085106382979
350,60,2013,763.0,,10.0,,313.0,86.26,55.0,,22.0,,,68.0,,249.0,,12.796208530805686
351,60,2011,656.0,,,,,84.23,,,66.0,,,66.0,,656.0,,
352,60,2016,,,,,,82.1,93.0,,,34.78,27.9,,,,28.6,14.0
353,60,2014,,,,,,89.55,75.0,,,34.78260869565217,24.390243902439025,,,,57.14285714285714,21.17117117117117
354,61,2017,434.0,91.0,,14.0,,77.0,91.0,41.0,100.0,37.0,22.7,100.0,44.0,434.0,,22.0
355,61,2015,434.0,,15.0,,181.0,76.79,89.0,,100.0,16.6666666666667,16.0,100.0,,434.0,66.67,5.26315789473684
356,61,2013,433.0,,11.0,,127.0,80.74,63.0,,100.0,,,100.0,,433.0,,5.9259259259259265
357,61,2011,433.0,,,,,77.62,,,100.0,,,100.0,,433.0,,
358,61,2016,,,,,,78.1,90.0,,,28.57,17.4,,,,,12.0
359,61,2014,,,,,,74.14,100.0,,,43.333333333333336,24.137931034482758,,,,42.857142857142854,15.702479338842975
360,62,2017,0.0,100.0,,34.0,,,,20.0,0.0,,,0.0,27.0,0.0,,
361,62,2015,0.0,,1.0,,46.0,,,,0.0,,,0.0,,0.0,,
362,62,2013,0.0,,1.0,,58.0,,,,0.0,,,0.0,,0.0,,
363,62,2011,0.0,,,,,,,,0.0,,,0.0,,0.0,,
364,62,2016,,,,,,,,,,,,,,,,
365,62,2014,,,,,,,,,,,,,,,,
366,64,2017,2014.0,96.0,,5.0,,71.0,82.0,39.0,79.0,44.1,20.6,79.0,34.0,2014.0,38.9,17.0
367,64,2015,1887.0,,14.0,,630.0,68.21,94.0,,91.0,27.7777777777778,13.16,91.0,,1887.0,41.67,11.4285714285714
368,64,2013,1974.0,,11.0,,483.0,75.96,75.0,,87.0,,,100.0,,1713.0,,14.982578397212542
369,64,2011,1971.0,,,,,67.58,,,100.0,,,100.0,,1971.0,,
370,64,2016,,,,,,69.9,81.0,,,39.13,25.0,,,,25.0,16.0
371,64,2014,,,,,,68.93,62.0,,,32.075471698113205,22.5,,,,16.666666666666664,10.743801652892563
372,65,2017,663.0,94.0,,16.0,,63.0,,14.0,54.0,37.5,23.5,54.0,78.0,663.0,,12.0
373,65,2015,663.0,,14.0,,304.0,68.0,,,54.0,34.7826086956522,11.11,54.0,,663.0,,5.17241379310345
374,65,2013,663.0,,12.0,,221.0,80.23,,,61.0,,,61.0,,663.0,,5.813953488372093
375,65,2011,809.0,,,,,83.87,,,83.0,,,83.0,,809.0,,
376,65,2016,,,,,,62.1,100.0,,,51.85,30.0,,,,,6.0
377,65,2014,,,,,,67.21,,,,50.0,33.33333333333333,,,,,5.555555555555555
378,66,2017,0.0,95.0,,11.0,,69.0,,11.0,0.0,50.0,14.3,0.0,58.0,0.0,,14.0
379,66,2015,0.0,,14.0,,376.0,59.7,80.0,,0.0,50.0,38.46,0.0,,0.0,50.0,2.89855072463768
380,66,2013,0.0,,14.0,,349.0,74.05,100.0,,0.0,,,0.0,,0.0,,8.396946564885496
381,66,2011,0.0,,,,,69.44,,,0.0,,,0.0,,0.0,,
382,66,2016,,,,,,53.6,,,,56.0,33.3,,,,,7.0
383,66,2014,,,,,,58.14,89.0,,,41.17647058823529,36.84210526315789,,,,,14.285714285714285
384,67,2017,629.0,83.0,,37.0,,75.0,,55.0,100.0,35.7,,100.0,51.0,629.0,,11.0
385,67,2015,629.0,,10.0,,122.0,61.54,,,98.0,,16.67,98.0,,629.0,,24.1379310344828
386,67,2013,629.0,,16.0,,90.0,82.76,,,100.0,,,100.0,,629.0,,13.793103448275861
387,67,2011,321.0,,,,,73.81,,,99.0,,,99.0,,321.0,,
388,67,2016,,,,,,80.5,,,,16.67,28.6,,,,,10.0
389,67,2014,,,,,,72.41,,,,50.0,,,,,,24.242424242424242
390,68,2017,1093.0,89.0,,8.0,,58.0,96.0,9.0,95.0,51.3,37.0,97.0,34.0,1073.0,23.3,13.0
391,68,2015,1093.0,,22.0,,552.0,53.37,97.0,,95.0,40.0,36.84,96.0,,1073.0,68.18,9.6045197740113
392,68,2013,1005.0,,17.0,,415.0,87.2,86.0,,95.0,,,89.0,,1073.0,,5.739514348785872
393,68,2011,1005.0,,,,,68.58,,,96.0,,,89.0,,1093.0,,
394,68,2016,,,,,,56.4,96.0,,,50.54,43.2,,,,59.3,13.0
395,68,2014,,,,,,62.28,88.0,,,45.88235294117647,40.77669902912621,,,,58.620689655172406,10.526315789473683
396,69,2017,189.0,100.0,,11.0,,96.0,100.0,9.0,0.0,90.0,88.4,26.0,79.0,0.0,80.0,7.0
397,69,2015,208.0,,21.0,,232.0,91.43,86.0,,0.0,94.7368421052632,100.0,33.0,,0.0,,0.943396226415094
398,69,2013,328.0,,13.0,,194.0,94.74,80.0,,0.0,,,43.0,,0.0,,4.385964912280701
399,69,2011,327.0,,,,,93.41,,,62.0,,,43.0,,469.0,,
400,69,2016,,,,,,92.4,100.0,,,81.08,85.3,,,,100.0,7.0
401,69,2014,,,,,,89.92,100.0,,,95.0,86.36363636363636,,,,60.0,1.6666666666666667
402,70,2017,517.0,74.0,,5.0,,57.0,62.0,13.0,99.0,21.6,12.8,99.0,9.0,517.0,63.6,20.0
403,70,2015,518.0,,26.0,,338.0,62.32,72.0,,99.0,10.3448275862069,17.65,99.0,,518.0,42.86,15.3846153846154
404,70,2013,520.0,,19.0,,239.0,64.89,82.0,,99.0,,,99.0,,520.0,,9.333333333333334
405,70,2011,519.0,,,,,57.44,,,100.0,,,99.0,,522.0,,
406,70,2016,,,,,,60.7,100.0,,,17.14,17.9,,,,,17.0
407,70,2014,,,,,,59.74,77.0,,,26.47058823529412,17.857142857142858,,,,22.22222222222222,14.102564102564102
408,71,2017,1383.0,62.0,,4.0,,79.0,78.0,8.0,100.0,32.5,17.3,97.0,14.0,1425.0,23.1,16.0
409,71,2015,1399.0,,9.0,,372.0,79.83,75.0,,100.0,19.4444444444444,20.34,98.0,,1425.0,8.33,13.9344262295082
410,71,2013,1391.0,,7.0,,272.0,81.12,60.0,,100.0,,,98.0,,1417.0,,11.71875
411,71,2011,1374.0,,,,,77.41,,,100.0,,,98.0,,1408.0,,
412,71,2016,,,,,,79.5,69.0,,,27.36,19.6,,,,33.3,10.0
413,71,2014,,,,,,79.71,80.0,,,29.34131736526946,23.972602739726025,,,,40.0,17.177097203728362
414,72,2017,0.0,99.0,,12.0,,74.0,84.0,13.0,0.0,50.9,47.3,0.0,52.0,0.0,36.4,15.0
415,72,2015,0.0,,12.0,,321.0,72.84,100.0,,0.0,55.1724137931034,50.0,0.0,,0.0,20.0,7.14285714285714
416,72,2013,0.0,,16.0,,213.0,80.69,100.0,,0.0,,,0.0,,0.0,,5.9405940594059405
417,72,2011,0.0,,,,,82.74,,,0.0,,,0.0,,0.0,,
418,72,2016,,,,,,73.4,100.0,,,51.72,54.2,,,,40.9,8.0
419,72,2014,,,,,,76.33,100.0,,,58.06451612903226,35.0,,,,46.15384615384615,5.82010582010582
420,73,2017,579.0,89.0,,6.0,,74.0,77.0,8.0,49.0,54.6,38.6,53.0,22.0,537.0,33.3,12.0
421,73,2015,564.0,,15.0,,439.0,77.17,84.0,,50.0,39.1304347826087,33.98,53.0,,535.0,52.94,11.1111111111111
422,73,2013,545.0,,9.0,,255.0,83.69,88.0,,52.0,,,52.0,,537.0,,6.796116504854369
423,73,2011,549.0,,,,,80.75,,,53.0,,,54.0,,539.0,,
424,73,2016,,,,,,75.0,74.0,,,48.46,35.2,,,,26.9,13.0
425,73,2014,,,,,,79.09,86.0,,,48.148148148148145,29.411764705882355,,,,54.166666666666664,11.740041928721174
426,74,2017,304.0,98.0,,10.0,,82.0,,9.0,0.0,50.0,38.5,41.0,60.0,0.0,,17.0
427,74,2015,319.0,,18.0,,201.0,80.0,80.0,,2.0,63.6363636363636,50.0,43.0,,15.0,40.0,13.2352941176471
428,74,2013,319.0,,17.0,,194.0,78.05,,,2.0,,,43.0,,15.0,,4.878048780487805
429,74,2011,319.0,,,,,80.43,,,95.0,,,43.0,,704.0,,
430,74,2016,,,,,,73.0,100.0,,,50.0,70.0,,,,60.0,2.0
431,74,2014,,,,,,79.12,82.0,,,85.71428571428571,31.57894736842105,,,,60.0,9.090909090909092
432,75,2017,603.0,98.0,,13.0,,92.0,100.0,12.0,65.0,86.7,84.2,76.0,80.0,517.0,84.2,5.0
433,75,2015,587.0,,16.0,,334.0,93.33,100.0,,62.0,85.2459016393443,85.71,74.0,,492.0,84.62,3.08219178082192
434,75,2013,109.0,,12.0,,220.0,95.92,100.0,,0.0,,,15.0,,0.0,,4.664723032069971
435,75,2011,86.0,,,,,94.15,,,0.0,,,13.0,,0.0,,
436,75,2016,,,,,,91.5,100.0,,,90.0,75.8,,,,80.0,4.0
437,75,2014,,,,,,93.63,97.0,,,83.5820895522388,80.0,,,,70.58823529411765,3.7735849056603774
438,76,2017,365.0,95.0,,7.0,,62.0,100.0,5.0,33.0,57.9,43.1,31.0,32.0,386.0,26.1,6.0
439,76,2015,540.0,,17.0,,549.0,59.59,87.0,,49.0,58.1632653061224,41.84,49.0,,540.0,55.88,4.71464019851117
440,76,2013,71.0,,14.0,,339.0,88.97,79.0,,28.0,,,7.0,,269.0,,5.515587529976019
441,76,2011,64.0,,,,,68.45,,,29.0,,,8.0,,228.0,,
442,76,2016,,,,,,59.7,78.0,,,60.75,40.4,,,,64.9,4.0
443,76,2014,,,,,,62.22,97.0,,,55.91397849462365,51.515151515151516,,,,83.33333333333334,4.265402843601896
444,77,2017,2107.0,91.0,,6.0,,62.0,94.0,8.0,94.0,59.8,44.3,94.0,37.0,2119.0,35.9,7.0
445,77,2015,1890.0,,19.0,,1110.0,58.03,95.0,,84.0,55.3299492385787,39.13,84.0,,1890.0,56.0,6.26598465473146
446,77,2013,1778.0,,13.0,,737.0,89.24,92.0,,84.0,,,84.0,,1790.0,,4.641350210970464
447,77,2011,1740.0,,,,,68.02,,,98.0,,,85.0,,1999.0,,
448,77,2016,,,,,,61.7,88.0,,,57.8,40.6,,,,43.9,6.0
449,77,2014,,,,,,59.38,90.0,,,50.495049504950494,42.24598930481284,,,,53.57142857142857,8.049886621315192
450,78,2017,858.0,92.0,,10.0,,56.0,89.0,14.0,93.0,53.8,47.8,93.0,38.0,858.0,50.0,10.0
451,78,2015,595.0,,18.0,,366.0,56.23,100.0,,65.0,48.4375,40.0,65.0,,595.0,61.9,7.9136690647482
452,78,2013,596.0,,14.0,,276.0,88.99,87.0,,65.0,,,67.0,,584.0,,10.714285714285714
453,78,2011,596.0,,,,,66.67,,,71.0,,,71.0,,593.0,,
454,78,2016,,,,,,56.9,88.0,,,48.78,44.4,,,,55.6,8.0
455,78,2014,,,,,,57.0,68.0,,,49.23076923076923,45.0,,,,47.05882352941176,7.419354838709677
456,79,2017,679.0,45.0,,7.0,,83.0,78.0,9.0,100.0,28.5,22.2,100.0,11.0,679.0,,11.0
457,79,2015,518.0,,7.0,,117.0,84.07,53.0,,100.0,23.4567901234568,22.37,100.0,,518.0,7.69,11.731843575419
458,79,2013,679.0,,4.0,,100.0,87.22,75.0,,100.0,,,100.0,,679.0,,12.331838565022421
459,79,2011,679.0,,,,,81.76,,,100.0,,,100.0,,679.0,,
460,79,2016,,,,,,79.5,64.0,,,25.0,18.6,,,,42.9,10.0
461,79,2014,,,,,,86.6,54.0,,,21.839080459770116,15.384615384615385,,,,45.45454545454545,16.467780429594274
462,80,2017,1015.0,94.0,,12.0,,70.0,100.0,40.0,86.0,41.5,40.7,86.0,51.0,1015.0,,11.0
463,80,2015,1003.0,,15.0,,326.0,72.93,89.0,,86.0,43.2432432432432,44.44,86.0,,1003.0,66.67,7.14285714285714
464,80,2013,1016.0,,13.0,,284.0,89.71,94.0,,86.0,,,86.0,,1016.0,,6.2857142857142865
465,80,2011,1002.0,,,,,84.62,,,86.0,,,86.0,,1002.0,,
466,80,2016,,,,,,68.0,80.0,,,47.73,54.6,,,,83.3,11.0
467,80,2014,,,,,,77.18,100.0,,,51.28205128205128,23.076923076923077,,,,12.5,10.32258064516129
468,81,2017,466.0,91.0,,10.0,,48.0,100.0,40.0,97.0,51.5,32.3,100.0,41.0,450.0,16.7,8.0
469,81,2015,454.0,,18.0,,208.0,44.68,100.0,,96.0,56.4102564102564,44.12,100.0,,438.0,66.67,6.29370629370629
470,81,2013,452.0,,15.0,,171.0,85.56,90.0,,96.0,,,100.0,,438.0,,6.666666666666667
471,81,2011,452.0,,,,,60.56,,,100.0,,,100.0,,454.0,,
472,81,2016,,,,,,46.2,75.0,,,58.97,41.0,,,,25.0,9.0
473,81,2014,,,,,,56.05,100.0,,,55.26315789473685,44.73684210526316,,,,72.72727272727273,6.790123456790123
474,82,2017,617.0,99.0,,10.0,,49.0,100.0,6.0,53.0,60.0,46.8,53.0,56.0,617.0,48.2,10.0
475,82,2015,558.0,,18.0,,456.0,46.58,93.0,,62.0,59.2105263157895,44.71,62.0,,558.0,62.5,5.6782334384858
476,82,2013,433.0,,12.0,,312.0,80.71,100.0,,62.0,,,48.0,,558.0,,5.434782608695652
477,82,2011,432.0,,,,,62.92,,,62.0,,,48.0,,559.0,,
478,82,2016,,,,,,45.2,97.0,,,53.09,48.8,,,,62.5,6.0
479,82,2014,,,,,,51.18,81.0,,,52.38095238095239,53.03030303030303,,,,63.63636363636363,6.0
480,83,2017,7.0,67.0,,6.0,,81.0,68.0,11.0,25.0,27.9,30.6,2.0,13.0,73.0,25.0,12.0
481,83,2015,29.0,,16.0,,135.0,90.42,78.0,,32.0,29.7872340425532,40.0,10.0,,94.0,31.25,12.2015915119363
482,83,2013,90.0,,9.0,,78.0,92.39,67.0,,30.0,,,31.0,,88.0,,11.830985915492958
483,83,2011,90.0,,,,,79.55,,,30.0,,,31.0,,87.0,,
484,83,2016,,,,,,83.8,89.0,,,32.26,26.4,,,,42.1,13.0
485,83,2014,,,,,,89.1,79.0,,,32.22222222222222,31.57894736842105,,,,33.33333333333333,12.373737373737374
486,84,2017,31.0,96.0,,10.0,,72.0,,17.0,19.0,50.0,33.3,13.0,8.0,43.0,,19.0
487,84,2015,48.0,,6.0,,41.0,70.59,,,23.0,66.6666666666667,29.41,18.0,,62.0,,21.1538461538462
488,84,2013,70.0,,6.0,,46.0,88.24,80.0,,23.0,,,26.0,,63.0,,11.76470588235294
489,84,2011,70.0,,,,,60.49,,,25.0,,,26.0,,69.0,,
490,84,2016,,,,,,69.2,,,,58.33,40.0,,,,,19.0
491,84,2014,,,,,,62.3,100.0,,,38.46153846153847,33.33333333333333,,,,40.0,10.0
492,85,2017,767.0,80.0,,7.0,,63.0,95.0,6.0,100.0,15.7,5.6,100.0,10.0,767.0,28.6,21.0
493,85,2015,771.0,,31.0,,606.0,67.48,63.0,,100.0,6.57894736842105,4.48,100.0,,771.0,33.33,16.9871794871795
494,85,2013,776.0,,19.0,,379.0,63.98,74.0,,100.0,,,100.0,,776.0,,14.454976303317535
495,85,2011,781.0,,,,,62.94,,,100.0,,,100.0,,781.0,,
496,85,2016,,,,,,63.1,78.0,,,15.0,14.3,,,,23.5,18.0
497,85,2014,,,,,,69.25,64.0,,,12.82051282051282,8.974358974358974,,,,,16.43059490084986
498,86,2017,1116.0,64.0,,7.0,,79.0,65.0,10.0,96.0,34.6,21.9,100.0,21.0,1068.0,36.8,15.0
499,86,2015,1116.0,,13.0,,401.0,84.08,82.0,,96.0,26.8292682926829,27.69,100.0,,1068.0,16.67,16.7173252279635
500,86,2013,993.0,,9.0,,256.0,85.36,71.0,,98.0,,,100.0,,969.0,,12.40694789081886
501,86,2011,1050.0,,,,,75.61,,,100.0,,,100.0,,1050.0,,
502,86,2016,,,,,,78.4,83.0,,,29.09,17.3,,,,14.8,13.0
503,86,2014,,,,,,82.35,67.0,,,31.57894736842105,30.158730158730158,,,,25.0,14.40677966101695
504,87,2017,677.0,72.0,,11.0,,46.0,,30.0,99.0,36.0,22.2,99.0,28.0,677.0,,10.0
505,87,2015,677.0,,14.0,,233.0,80.11,80.0,,99.0,30.188679245283,29.17,99.0,,677.0,33.33,12.2340425531915
506,87,2013,679.0,,10.0,,174.0,82.13,44.0,,99.0,,,99.0,,677.0,,8.365019011406844
507,87,2011,685.0,,,,,57.98,,,100.0,,,99.0,,690.0,,
508,87,2016,,,,,,65.1,100.0,,,46.15,23.5,,,,42.9,9.0
509,87,2014,,,,,,81.78,47.0,,,35.714285714285715,16.27906976744186,,,,27.27272727272727,11.934156378600823
510,88,2017,475.0,71.0,,5.0,,62.0,86.0,11.0,100.0,30.0,22.2,100.0,6.0,475.0,28.6,13.0
511,88,2015,469.0,,20.0,,244.0,66.34,71.0,,100.0,13.2075471698113,29.55,100.0,,469.0,20.0,14.027149321267
512,88,2013,474.0,,11.0,,147.0,73.49,67.0,,100.0,,,100.0,,474.0,,11.627906976744185
513,88,2011,481.0,,,,,62.04,,,100.0,,,100.0,,481.0,,
514,88,2016,,,,,,66.1,73.0,,,17.46,34.6,,,,42.9,16.0
515,88,2014,,,,,,71.62,80.0,,,17.94871794871795,25.0,,,,27.27272727272727,17.94871794871795
516,89,2017,543.0,90.0,,8.0,,76.0,81.0,6.0,99.0,37.9,30.8,99.0,18.0,543.0,58.8,13.0
517,89,2015,543.0,,20.0,,308.0,78.73,86.0,,99.0,44.6428571428571,26.09,99.0,,543.0,60.0,11.7647058823529
518,89,2013,549.0,,14.0,,211.0,77.82,95.0,,100.0,,,100.0,,549.0,,9.022556390977442
519,89,2011,549.0,,,,,57.72,,,100.0,,,100.0,,549.0,,
520,89,2016,,,,,,77.7,83.0,,,40.98,25.0,,,,40.0,13.0
521,89,2014,,,,,,77.33,88.0,,,43.90243902439025,27.27272727272727,,,,33.33333333333333,12.133891213389122
522,90,2017,425.0,74.0,,7.0,,72.0,69.0,10.0,51.0,42.2,20.0,51.0,27.0,425.0,,17.0
523,90,2015,425.0,,14.0,,279.0,72.41,90.0,,100.0,33.3333333333333,22.5,51.0,,828.0,25.0,13.6150234741784
524,90,2013,420.0,,10.0,,204.0,77.04,60.0,,100.0,,,51.0,,828.0,,11.11111111111111
525,90,2011,418.0,,,,,48.09,,,100.0,,,51.0,,826.0,,
526,90,2016,,,,,,69.8,75.0,,,37.88,26.3,,,,61.5,10.0
527,90,2014,,,,,,75.45,50.0,,,30.76923076923077,22.727272727272727,,,,,12.068965517241379
528,91,2017,838.0,91.0,,6.0,,72.0,93.0,6.0,100.0,50.6,27.3,100.0,23.0,838.0,48.2,15.0
