,NPA,year,transit_proximate_units,transit_ridership,transit_ridership_total,sidewalk_availability,sidewalk_miles,street_connectivity,long_commute,long_commute_moe,bicycle_friendliness,transit_proximity
0,2,2017,1079.0,,,,,1.2,39.0,12.0,1.5,100.0
1,2,2018,1083.0,,,,,1.2,,,1.5,100.0
2,2,2016,1079.0,,,,,1.2,,,1.5,100.0
3,2,2015,1079.0,35.0,879.0,74.3,7.3,1.2,,,1.5,100.0
4,2,2013,1081.0,54.0,1348.0,,,1.15,,,1.5,100.0
5,2,2011,1082.0,,,,,1.17,,,1.6,100.0
6,2,2014,,43.0,1068.0,,,,,,,
7,3,2017,5283.0,,,,,1.48,32.0,5.0,2.1,100.0
8,3,2018,5931.0,,,,,1.48,,,2.1,100.0
9,3,2016,4730.0,,,,,1.48,,,2.2,100.0
10,3,2015,4752.0,34.0,2346.0,83.6,31.5,1.5,,,2.1,100.0
11,3,2013,4746.0,33.0,2697.0,,,1.55,,,2.3,100.0
12,3,2011,4468.0,,,,,1.55,,,2.2,100.0
13,3,2014,,35.0,2438.0,,,,,,,
14,4,2017,378.0,,,,,1.17,57.0,14.0,1.7,92.65
15,4,2018,361.0,,,,,1.17,,,1.7,86.16
16,4,2016,377.0,,,,,1.17,,,1.8,92.86
17,4,2015,381.0,8.0,59.0,32.8,2.3,1.17,,,1.7,94.31
18,4,2013,402.0,5.0,53.0,,,1.17,,,1.7,100.0
19,4,2011,401.0,,,,,1.17,,,1.6,100.0
20,4,2014,,9.0,60.0,,,,,,,
21,5,2017,322.0,,,,,1.16,27.0,18.0,1.6,100.0
22,5,2018,318.0,,,,,1.16,,,1.6,100.0
23,5,2016,326.0,,,,,1.16,,,1.6,100.0
24,5,2015,331.0,17.0,66.0,38.6,1.8,1.16,,,1.6,100.0
25,5,2013,329.0,17.0,67.0,,,1.19,,,1.7,100.0
26,5,2011,332.0,,,,,1.19,,,1.5,100.0
27,5,2014,,15.0,60.0,,,,,,,
28,6,2017,814.0,,,,,1.28,49.0,14.0,1.7,100.0
29,6,2018,808.0,,,,,1.28,,,1.7,100.0
30,6,2016,816.0,,,,,1.28,,,1.8,100.0
31,6,2015,817.0,74.0,1258.0,41.2,5.4,1.3,,,1.8,100.0
32,6,2013,820.0,86.0,1375.0,,,1.3,,,1.8,100.0
33,6,2011,825.0,,,,,1.3,,,1.7,100.0
34,6,2014,,77.0,1312.0,,,,,,,
35,7,2017,304.0,,,,,1.19,35.0,12.0,1.5,70.53
36,7,2018,187.0,,,,,1.19,,,1.5,43.29
37,7,2016,302.0,,,,,1.19,,,1.5,70.73
38,7,2015,314.0,30.0,178.0,53.2,6.5,1.19,,,1.5,73.71
39,7,2013,376.0,58.0,405.0,,,1.19,,,1.5,88.89
40,7,2011,375.0,,,,,1.19,,,1.5,89.29
41,7,2014,,31.0,220.0,,,,,,,
42,8,2017,1029.0,,,,,1.13,40.0,12.0,1.3,100.0
43,8,2018,1080.0,,,,,1.13,,,1.3,100.0
44,8,2016,1036.0,,,,,1.13,,,1.3,100.0
45,8,2015,1015.0,9.0,209.0,57.3,6.3,1.16,,,1.3,98.54
46,8,2013,1024.0,9.0,193.0,,,1.17,,,1.3,100.0
47,8,2011,901.0,,,,,1.17,,,1.3,100.0
48,8,2014,,11.0,242.0,,,,,,,
49,9,2017,294.0,,,,,1.38,37.0,14.0,1.7,100.0
50,9,2018,304.0,,,,,1.38,,,1.7,100.0
51,9,2016,305.0,,,,,1.38,,,1.7,100.0
52,9,2015,302.0,25.0,197.0,45.0,1.8,1.38,,,1.7,100.0
53,9,2013,305.0,31.0,251.0,,,1.38,,,1.7,100.0
54,9,2011,305.0,,,,,1.39,,,1.7,100.0
55,9,2014,,29.0,232.0,,,,,,,
56,10,2017,1586.0,,,,,1.36,59.0,8.0,1.7,100.0
57,10,2018,1527.0,,,,,1.36,,,1.7,95.62
58,10,2016,1592.0,,,,,1.35,,,1.7,100.0
59,10,2015,1592.0,42.0,1528.0,65.0,11.0,1.35,,,1.6,100.0
60,10,2013,1595.0,42.0,1453.0,,,1.35,,,1.6,100.0
61,10,2011,1599.0,,,,,1.35,,,1.6,100.0
62,10,2014,,42.0,1498.0,,,,,,,
63,11,2017,1231.0,,,,,1.2,41.0,9.0,1.7,100.0
64,11,2018,1253.0,,,,,1.2,,,1.7,100.0
65,11,2016,1225.0,,,,,1.2,,,1.7,100.0
66,11,2015,1225.0,67.0,734.0,63.0,7.5,1.2,,,1.7,100.0
67,11,2013,1212.0,65.0,843.0,,,1.25,,,1.8,100.0
68,11,2011,1209.0,,,,,1.26,,,1.8,100.0
69,11,2014,,76.0,839.0,,,,,,,
70,12,2017,1257.0,,,,,1.05,47.0,8.0,1.4,100.0
71,12,2018,1257.0,,,,,1.05,,,1.4,100.0
72,12,2016,1257.0,,,,,1.05,,,1.3,100.0
73,12,2015,1257.0,95.0,668.0,34.5,0.9,1.05,,,1.4,100.0
74,12,2013,1257.0,123.0,860.0,,,1.08,,,1.4,100.0
75,12,2011,1257.0,,,,,1.08,,,1.4,100.0
76,12,2014,,116.0,814.0,,,,,,,
77,13,2017,1831.0,,,,,1.24,49.0,7.0,1.6,100.0
78,13,2018,1832.0,,,,,1.24,,,1.6,100.0
79,13,2016,1830.0,,,,,1.24,,,1.6,100.0
80,13,2015,1827.0,13.0,249.0,46.5,5.0,1.24,,,1.6,100.0
81,13,2013,1810.0,21.0,406.0,,,1.24,,,1.6,100.0
82,13,2011,1812.0,,,,,1.24,,,1.6,100.0
83,13,2014,,17.0,319.0,,,,,,,
84,14,2017,1196.0,,,,,1.09,59.0,8.0,1.3,74.24
85,14,2018,1197.0,,,,,1.09,,,1.3,74.3
86,14,2016,1198.0,,,,,1.08,,,1.3,74.27
87,14,2015,1198.0,132.0,528.0,48.4,5.7,1.1,,,1.3,74.23
88,14,2013,1198.0,142.0,568.0,,,1.1,,,1.4,74.23
89,14,2011,1199.0,,,,,1.1,,,1.4,74.33
90,14,2014,,147.0,586.0,,,,,,,
91,15,2017,0.0,,,,,1.18,59.0,13.0,1.6,0.0
92,15,2018,0.0,,,,,1.18,,,1.6,0.0
93,15,2016,0.0,,,,,1.18,,,1.6,0.0
94,15,2015,0.0,,,25.7,3.4,1.17,,,1.5,0.0
95,15,2013,0.0,,,,,1.18,,,1.6,0.0
96,15,2011,0.0,,,,,1.19,,,1.6,0.0
97,15,2014,,,,,,,,,,
98,16,2017,1968.0,,,,,1.19,52.0,6.0,1.4,93.14
99,16,2018,1967.0,,,,,1.18,,,1.4,93.13
100,16,2016,2062.0,,,,,1.2,,,1.5,97.54
101,16,2015,2062.0,33.0,462.0,40.3,7.3,1.2,,,1.5,97.63
102,16,2013,2080.0,38.0,600.0,,,1.2,,,1.4,98.48
103,16,2011,2087.0,,,,,1.2,,,1.4,98.49
104,16,2014,,36.0,543.0,,,,,,,
105,17,2017,1253.0,,,,,1.18,64.0,9.0,1.4,100.0
106,17,2018,1250.0,,,,,1.18,,,1.4,100.0
107,17,2016,1253.0,,,,,1.18,,,1.4,100.0
108,17,2015,1256.0,62.0,1426.0,42.9,5.5,1.18,,,1.4,100.0
109,17,2013,1256.0,66.0,1511.0,,,1.19,,,1.4,100.0
110,17,2011,1256.0,,,,,1.18,,,1.4,100.0
111,17,2014,,64.0,1473.0,,,,,,,
112,18,2017,1666.0,,,,,1.16,46.0,17.0,1.6,100.0
113,18,2018,1684.0,,,,,1.16,,,1.6,100.0
114,18,2016,1693.0,,,,,1.16,,,1.6,100.0
115,18,2015,1695.0,87.0,958.0,48.2,7.6,1.17,,,1.6,100.0
116,18,2013,1691.0,112.0,1227.0,,,1.17,,,1.5,100.0
117,18,2011,1596.0,,,,,1.17,,,1.5,100.0
118,18,2014,,105.0,1155.0,,,,,,,
119,19,2017,1718.0,,,,,1.15,47.0,6.0,1.6,97.5
120,19,2018,1725.0,,,,,1.15,,,1.6,97.46
121,19,2016,1718.0,,,,,1.15,,,1.7,97.5
122,19,2015,1718.0,7.0,104.0,33.7,6.6,1.15,,,1.6,97.5
123,19,2013,1718.0,6.0,93.0,,,1.15,,,1.6,97.67
124,19,2011,1715.0,,,,,1.15,,,1.6,97.72
125,19,2014,,7.0,109.0,,,,,,,
126,20,2017,606.0,,,,,1.08,66.0,11.0,1.5,41.74
127,20,2018,606.0,,,,,1.09,,,1.5,41.74
128,20,2016,606.0,,,,,1.08,,,1.5,41.74
129,20,2015,606.0,,,54.4,6.2,1.08,,,1.5,41.74
130,20,2013,590.0,,,,,1.08,,,1.5,40.63
131,20,2011,420.0,,,,,1.08,,,1.4,28.91
132,20,2014,,,,,,,,,,
133,21,2017,1221.0,,,,,1.18,66.0,13.0,1.3,100.0
134,21,2018,1209.0,,,,,1.18,,,1.3,100.0
135,21,2016,1224.0,,,,,1.18,,,1.3,100.0
136,21,2015,1220.0,195.0,6035.0,47.1,6.6,1.18,,,1.3,100.0
137,21,2013,1216.0,191.0,5930.0,,,1.18,,,1.3,100.0
138,21,2011,1168.0,,,,,1.18,,,1.3,100.0
139,21,2014,,183.0,6054.0,,,,,,,
140,22,2017,696.0,,,,,1.22,57.0,9.0,1.4,100.0
141,22,2018,688.0,,,,,1.23,,,1.4,100.0
142,22,2016,508.0,,,,,1.22,,,1.4,100.0
143,22,2015,499.0,64.0,964.0,68.5,5.6,1.23,,,1.4,100.0
144,22,2013,364.0,81.0,1217.0,,,1.27,,,1.5,100.0
145,22,2011,467.0,,,,,1.26,,,1.4,100.0
146,22,2014,,75.0,1119.0,,,,,,,
147,23,2017,461.0,,,,,1.0,49.0,21.0,1.7,83.97
148,23,2018,461.0,,,,,1.0,,,1.7,83.82
149,23,2016,460.0,,,,,1.0,,,1.7,83.64
150,23,2015,460.0,,,50.7,1.9,1.0,,,1.7,83.64
151,23,2013,456.0,,,,,1.0,,,1.7,82.91
152,23,2011,453.0,,,,,1.0,,,1.7,82.51
153,23,2014,,,,,,,,,,
154,24,2017,446.0,,,,,1.25,50.0,9.0,1.7,100.0
155,24,2018,426.0,,,,,1.25,,,1.7,100.0
156,24,2016,446.0,,,,,1.25,,,1.8,100.0
157,24,2015,448.0,50.0,250.0,52.3,3.2,1.25,,,1.7,100.0
158,24,2013,473.0,62.0,312.0,,,1.25,,,1.7,100.0
159,24,2011,474.0,,,,,1.25,,,1.7,100.0
160,24,2014,,67.0,333.0,,,,,,,
161,25,2017,419.0,,,,,1.08,70.0,7.0,1.5,37.18
162,25,2018,430.0,,,,,1.08,,,1.5,37.79
163,25,2016,418.0,,,,,1.08,,,1.6,37.39
164,25,2015,417.0,0.0,0.0,21.0,2.9,1.08,,,1.5,37.5
165,25,2013,409.0,1.0,1.0,,,1.08,,,1.5,36.81
166,25,2011,408.0,,,,,1.08,,,1.5,36.72
167,25,2014,,1.0,1.0,,,,,,,
168,26,2017,134.0,,,,,1.03,81.0,7.0,1.4,12.54
169,26,2018,134.0,,,,,1.03,,,1.4,12.4
170,26,2016,134.0,,,,,1.03,,,1.3,12.55
171,26,2015,134.0,,,36.2,6.5,1.03,,,1.4,12.54
172,26,2013,133.0,,,,,1.06,,,1.5,12.48
173,26,2011,0.0,,,,,1.05,,,1.1,0.0
174,26,2014,,,,,,,,,,
175,27,2017,887.0,,,,,1.08,80.0,27.0,1.4,89.78
176,27,2018,886.0,,,,,1.08,,,1.4,89.77
177,27,2016,885.0,,,,,1.08,,,1.4,89.57
178,27,2015,887.0,47.0,95.0,62.8,4.9,1.08,,,1.4,89.78
179,27,2013,882.0,75.0,151.0,,,1.09,,,1.4,89.27
180,27,2011,740.0,,,,,1.09,,,1.3,74.75
181,27,2014,,88.0,176.0,,,,,,,
182,28,2017,553.0,,,,,1.3,58.0,15.0,1.9,100.0
183,28,2018,560.0,,,,,1.3,,,1.9,100.0
184,28,2016,550.0,,,,,1.31,,,1.9,100.0
185,28,2015,550.0,10.0,79.0,45.8,2.6,1.31,,,1.9,100.0
186,28,2013,548.0,11.0,100.0,,,1.31,,,1.8,100.0
187,28,2011,545.0,,,,,1.3,,,1.8,100.0
188,28,2014,,13.0,106.0,,,,,,,
189,29,2017,148.0,,,,,1.02,64.0,29.0,1.6,26.19
190,29,2018,149.0,,,,,1.02,,,1.6,26.33
191,29,2016,148.0,,,,,1.02,,,1.6,26.19
192,29,2015,45.0,,,37.2,2.3,1.02,,,1.6,7.96
193,29,2013,102.0,0.0,0.0,,,1.02,,,1.5,18.02
194,29,2011,101.0,,,,,1.02,,,1.5,17.84
195,29,2014,,,,,,,,,,
196,30,2017,1096.0,,,,,1.23,23.0,10.0,1.6,100.0
197,30,2018,1099.0,,,,,1.23,,,1.6,100.0
198,30,2016,987.0,,,,,1.25,,,1.7,100.0
199,30,2015,854.0,66.0,1654.0,60.0,6.4,1.28,,,1.7,100.0
200,30,2013,504.0,78.0,1957.0,,,1.3,,,1.8,100.0
201,30,2011,503.0,,,,,1.28,,,1.8,100.0
202,30,2014,,73.0,1814.0,,,,,,,
203,31,2017,425.0,,,,,1.21,54.0,18.0,1.7,62.41
204,31,2018,484.0,,,,,1.21,,,1.7,70.25
205,31,2016,421.0,,,,,1.21,,,1.7,62.19
206,31,2015,420.0,17.0,34.0,27.8,2.5,1.21,,,1.7,62.13
207,31,2013,410.0,34.0,34.0,,,1.21,,,1.6,60.47
208,31,2011,416.0,,,,,1.21,,,1.7,61.45
209,31,2014,,15.0,30.0,,,,,,,
210,32,2017,220.0,,,,,1.07,68.0,6.0,1.2,100.0
211,32,2018,220.0,,,,,1.07,,,1.2,100.0
212,32,2016,220.0,,,,,1.07,,,1.2,100.0
213,32,2015,220.0,14.0,111.0,75.7,2.0,1.08,,,1.2,100.0
214,32,2013,220.0,10.0,80.0,,,1.08,,,1.2,100.0
215,32,2011,220.0,,,,,1.08,,,1.2,100.0
216,32,2014,,15.0,123.0,,,,,,,
217,33,2017,628.0,,,,,1.17,51.0,20.0,1.3,100.0
218,33,2018,628.0,,,,,1.17,,,1.3,100.0
219,33,2016,628.0,,,,,1.17,,,1.3,100.0
220,33,2015,628.0,28.0,198.0,20.4,1.1,1.19,,,1.3,100.0
221,33,2013,623.0,39.0,275.0,,,1.19,,,1.3,100.0
222,33,2011,612.0,,,,,1.19,,,1.3,100.0
223,33,2014,,45.0,312.0,,,,,,,
224,34,2017,227.0,,,,,1.12,47.0,5.0,1.4,27.19
225,34,2018,227.0,,,,,1.12,,,1.4,24.92
226,34,2016,228.0,,,,,1.13,,,1.3,27.67
227,34,2015,230.0,,,26.7,4.5,1.13,,,1.4,28.29
228,34,2013,230.0,,,,,1.15,,,1.4,28.43
229,34,2011,233.0,,,,,1.15,,,1.4,29.53
230,34,2014,,,,,,,,,,
231,35,2017,93.0,,,,,1.27,63.0,8.0,1.4,10.03
232,35,2018,449.0,,,,,1.26,,,1.4,43.89
233,35,2016,0.0,,,,,1.27,,,1.4,0.0
234,35,2015,372.0,16.0,32.0,17.7,5.0,1.27,,,1.4,46.44
235,35,2013,369.0,25.0,76.0,,,1.29,,,1.4,49.07
236,35,2011,347.0,,,,,1.29,,,1.3,51.1
237,35,2014,,11.0,32.0,,,,,,,
238,36,2017,842.0,,,,,1.1,60.0,7.0,1.6,63.5
239,36,2018,842.0,,,,,1.1,,,1.6,63.26
240,36,2016,753.0,,,,,1.1,,,1.6,61.12
241,36,2015,753.0,9.0,45.0,37.7,4.5,1.1,,,1.6,61.17
242,36,2013,582.0,11.0,46.0,,,1.12,,,1.7,55.38
243,36,2011,583.0,,,,,1.12,,,1.7,56.6
244,36,2014,,11.0,45.0,,,,,,,
245,37,2017,776.0,,,,,1.42,35.0,8.0,2.2,100.0
246,37,2018,787.0,,,,,1.42,,,2.2,100.0
247,37,2016,774.0,,,,,1.42,,,2.2,100.0
248,37,2015,779.0,38.0,606.0,92.5,7.9,1.42,,,2.2,100.0
249,37,2013,780.0,47.0,756.0,,,1.44,,,2.3,100.0
250,37,2011,790.0,,,,,1.44,,,2.2,100.0
251,37,2014,,47.0,754.0,,,,,,,
252,38,2017,4.0,,,,,1.17,63.0,22.0,1.3,0.48
253,38,2018,4.0,,,,,1.17,,,1.3,0.48
254,38,2016,4.0,,,,,1.17,,,1.3,0.48
255,38,2015,4.0,3.0,34.0,24.0,7.6,1.17,,,1.3,0.48
256,38,2013,10.0,1.0,9.0,,,1.21,,,1.3,1.19
257,38,2011,10.0,,,,,1.22,,,1.4,1.19
258,38,2014,,2.0,26.0,,,,,,,
259,39,2017,47.0,,,,,1.05,77.0,11.0,1.6,4.75
260,39,2018,5.0,,,,,1.05,,,1.6,0.5
261,39,2016,44.0,,,,,1.05,,,1.5,4.56
262,39,2015,44.0,,,42.8,5.7,1.05,,,1.6,4.62
263,39,2013,44.0,,,,,1.05,,,1.6,4.68
264,39,2011,46.0,,,,,1.05,,,1.5,4.94
265,39,2014,,,,,,,,,,
266,40,2017,1193.0,,,,,1.22,49.0,10.0,1.3,100.0
267,40,2018,1223.0,,,,,1.22,,,1.3,99.92
268,40,2016,1191.0,,,,,1.22,,,1.3,100.0
269,40,2015,1183.0,28.0,223.0,55.0,5.2,1.22,,,1.3,100.0
270,40,2013,1183.0,32.0,318.0,,,1.22,,,1.3,100.0
271,40,2011,1183.0,,,,,1.22,,,1.3,100.0
272,40,2014,,30.0,301.0,,,,,,,
273,41,2017,774.0,,,,,1.1,61.0,4.0,1.5,100.0
274,41,2018,774.0,,,,,1.1,,,1.5,100.0
275,41,2016,773.0,,,,,1.1,,,1.5,100.0
276,41,2015,773.0,2.0,25.0,,,1.1,,,1.5,100.0
277,41,2013,773.0,1.0,12.0,,,1.13,,,1.6,100.0
278,41,2011,774.0,,,,,1.13,,,1.6,100.0
279,41,2014,,2.0,25.0,,,,,,,
280,42,2017,841.0,,,,,1.07,51.0,7.0,1.4,63.33
281,42,2018,841.0,,,,,1.07,,,1.4,63.33
282,42,2016,902.0,,,,,1.07,,,1.4,67.92
283,42,2015,901.0,23.0,46.0,45.1,3.8,1.07,,,1.4,67.85
284,42,2013,841.0,26.0,53.0,,,1.07,,,1.3,63.33
285,42,2011,843.0,,,,,1.07,,,1.3,63.53
286,42,2014,,34.0,67.0,,,,,,,
287,43,2017,624.0,,,,,1.15,35.0,5.0,1.5,95.41
288,43,2018,626.0,,,,,1.15,,,1.5,95.72
289,43,2016,625.0,,,,,1.15,,,1.4,95.42
290,43,2015,624.0,0.0,0.0,27.7,2.2,1.15,,,1.5,95.41
291,43,2013,621.0,0.0,0.0,,,1.15,,,1.4,95.39
292,43,2011,602.0,,,,,1.15,,,1.4,95.1
293,43,2014,,1.0,5.0,,,,,,,
294,44,2017,214.0,,,,,1.04,59.0,18.0,1.4,44.58
295,44,2018,220.0,,,,,1.04,,,1.4,45.08
296,44,2016,207.0,,,,,1.04,,,1.4,43.76
297,44,2015,197.0,19.0,19.0,53.1,2.8,1.04,,,1.4,42.73
298,44,2013,193.0,31.0,31.0,,,1.04,,,1.4,42.42
299,44,2011,192.0,,,,,1.04,,,1.4,42.95
300,44,2014,,25.0,25.0,,,,,,,
301,45,2017,159.0,,,,,1.28,70.0,7.0,1.4,12.38
302,45,2018,381.0,,,,,1.28,,,1.4,23.26
303,45,2016,99.0,,,,,1.27,,,1.4,8.39
304,45,2015,94.0,87.0,260.0,53.1,13.0,1.23,,,1.4,8.27
305,45,2013,0.0,,,,,1.31,,,1.5,0.0
306,45,2011,0.0,,,,,1.3,,,1.4,0.0
307,45,2014,,0.0,0.0,,,,,,,
308,46,2017,0.0,,,,,1.06,56.0,11.0,1.4,0.0
309,46,2018,0.0,,,,,1.06,,,1.4,0.0
310,46,2016,0.0,,,,,1.06,,,1.5,0.0
311,46,2015,0.0,,,13.5,1.1,1.06,,,1.4,0.0
312,46,2013,574.0,,,,,1.07,,,1.5,60.04
313,46,2011,433.0,,,,,1.07,,,1.5,45.25
314,46,2014,,,,,,,,,,
315,47,2017,591.0,,,,,1.08,73.0,4.0,2.0,100.0
316,47,2018,606.0,,,,,1.08,,,2.0,100.0
317,47,2016,639.0,,,,,1.08,,,2.0,100.0
318,47,2015,640.0,84.0,419.0,58.6,1.8,1.08,,,2.0,100.0
319,47,2013,640.0,99.0,496.0,,,1.08,,,1.5,100.0
320,47,2011,641.0,,,,,1.08,,,1.1,100.0
321,47,2014,,106.0,530.0,,,,,,,
322,48,2017,272.0,,,,,1.18,77.0,11.0,1.3,44.74
323,48,2018,270.0,,,,,1.18,,,1.3,44.55
324,48,2016,260.0,,,,,1.18,,,1.3,42.62
325,48,2015,274.0,27.0,135.0,45.4,6.3,1.18,,,1.3,44.55
326,48,2013,276.0,67.0,333.0,,,1.25,,,1.3,44.66
327,48,2011,262.0,,,,,1.27,,,1.3,41.85
328,48,2014,,59.0,297.0,,,,,,,
329,49,2017,0.0,,,,,1.08,56.0,33.0,1.2,0.0
330,49,2018,0.0,,,,,1.08,,,1.2,0.0
331,49,2016,0.0,,,,,1.08,,,1.3,0.0
332,49,2015,0.0,,,32.2,5.1,1.08,,,1.2,0.0
333,49,2013,0.0,,,,,1.12,,,1.2,0.0
334,49,2011,0.0,,,,,1.11,,,1.2,0.0
335,49,2014,,,,,,,,,,
336,50,2017,976.0,,,,,1.11,67.0,12.0,1.8,92.6
337,50,2018,975.0,,,,,1.11,,,1.8,92.59
338,50,2016,976.0,,,,,1.11,,,1.8,92.6
339,50,2015,976.0,529.0,1587.0,40.5,2.8,1.11,,,1.8,92.6
340,50,2013,975.0,455.0,1822.0,,,1.11,,,1.8,92.59
341,50,2011,975.0,,,,,1.11,,,1.7,92.59
342,50,2014,,435.0,1738.0,,,,,,,
343,51,2017,761.0,,,,,1.35,39.0,8.0,1.7,100.0
344,51,2018,1137.0,,,,,1.36,,,1.7,100.0
345,51,2016,765.0,,,,,1.35,,,1.8,100.0
346,51,2015,732.0,68.0,813.0,74.3,7.8,1.34,,,1.7,100.0
347,51,2013,737.0,110.0,987.0,,,1.38,,,1.8,100.0
348,51,2011,737.0,,,,,1.38,,,1.9,100.0
349,51,2014,,80.0,876.0,,,,,,,
350,52,2017,596.0,,,,,1.04,34.0,10.0,1.2,100.0
351,52,2018,744.0,,,,,1.05,,,1.2,100.0
352,52,2016,551.0,,,,,1.03,,,1.2,100.0
353,52,2015,551.0,62.0,986.0,72.6,5.8,1.03,,,1.2,100.0
354,52,2013,889.0,73.0,2178.0,,,1.05,,,1.2,100.0
355,52,2011,892.0,,,,,1.08,,,1.2,100.0
356,52,2014,,73.0,1456.0,,,,,,,
357,53,2017,1060.0,,,,,1.2,37.0,7.0,1.7,100.0
358,53,2018,1060.0,,,,,1.2,,,1.7,100.0
359,53,2016,1221.0,,,,,1.2,,,1.7,100.0
360,53,2015,1222.0,47.0,1125.0,49.2,5.3,1.2,,,1.7,100.0
361,53,2013,1060.0,46.0,1198.0,,,1.16,,,1.8,100.0
362,53,2011,1057.0,,,,,1.16,,,1.8,100.0
363,53,2014,,46.0,1195.0,,,,,,,
364,54,2017,542.0,,,,,1.19,18.0,17.0,1.5,95.09
365,54,2018,543.0,,,,,1.2,,,1.6,95.1
366,54,2016,530.0,,,,,1.19,,,1.6,94.81
367,54,2015,531.0,31.0,344.0,42.5,5.6,1.19,,,1.5,94.99
368,54,2013,533.0,34.0,373.0,,,1.13,,,1.6,94.84
369,54,2011,532.0,,,,,1.13,,,1.6,94.66
370,54,2014,,33.0,359.0,,,,,,,
371,55,2017,765.0,,,,,1.12,49.0,13.0,1.5,95.03
372,55,2018,767.0,,,,,1.12,,,1.5,94.81
373,55,2016,764.0,,,,,1.12,,,1.5,94.91
374,55,2015,762.0,2.0,25.0,34.0,4.2,1.12,,,1.5,94.89
375,55,2013,737.0,5.0,39.0,,,1.1,,,1.5,91.78
376,55,2011,724.0,,,,,1.1,,,1.5,90.05
377,55,2014,,4.0,40.0,,,,,,,
378,56,2017,326.0,,,,,1.08,53.0,14.0,1.5,89.56
379,56,2018,326.0,,,,,1.08,,,1.5,89.56
380,56,2016,324.0,,,,,1.08,,,1.5,89.01
381,56,2015,326.0,305.0,1222.0,49.6,2.7,1.08,,,1.5,89.56
382,56,2013,325.0,321.0,1285.0,,,1.08,,,1.5,90.53
383,56,2011,324.0,,,,,1.08,,,1.4,90.25
384,56,2014,,322.0,1287.0,,,,,,,
385,57,2017,669.0,,,,,1.0,66.0,27.0,1.3,100.0
386,57,2018,669.0,,,,,1.0,,,1.3,100.0
387,57,2016,669.0,,,,,1.03,,,1.4,100.0
388,57,2015,669.0,81.0,242.0,51.6,2.1,1.03,,,1.4,100.0
389,57,2013,669.0,36.0,180.0,,,1.09,,,1.5,100.0
390,57,2011,683.0,,,,,1.12,,,1.5,100.0
391,57,2014,,69.0,274.0,,,,,,,
392,58,2017,485.0,,,,,1.17,70.0,30.0,1.4,100.0
393,58,2018,486.0,,,,,1.17,,,1.4,100.0
394,58,2016,484.0,,,,,1.17,,,1.4,100.0
395,58,2015,485.0,78.0,859.0,60.3,3.6,1.17,,,1.4,100.0
396,58,2013,485.0,58.0,811.0,,,1.17,,,1.3,100.0
397,58,2011,485.0,,,,,1.17,,,1.4,100.0
398,58,2014,,75.0,825.0,,,,,,,
399,59,2017,1110.0,,,,,1.15,75.0,4.0,1.5,100.0
400,59,2018,1110.0,,,,,1.15,,,1.5,100.0
401,59,2016,1110.0,,,,,1.15,,,1.5,100.0
402,59,2015,1110.0,373.0,2614.0,26.4,2.6,1.15,,,1.5,100.0
403,59,2013,1111.0,163.0,1141.0,,,1.15,,,1.5,100.0
404,59,2011,1111.0,,,,,1.15,,,1.5,100.0
405,59,2014,,344.0,2407.0,,,,,,,
406,60,2017,1575.0,,,,,1.23,51.0,12.0,1.3,93.58
407,60,2018,1575.0,,,,,1.23,,,1.3,93.58
408,60,2016,1275.0,,,,,1.23,,,1.3,92.19
409,60,2015,1019.0,85.0,1103.0,15.0,2.3,1.23,,,1.3,90.42
410,60,2013,1128.0,109.0,1421.0,,,1.35,,,1.4,100.0
411,60,2011,997.0,,,,,1.36,,,1.4,99.9
412,60,2014,,71.0,920.0,,,,,,,
413,61,2017,0.0,,,,,1.12,65.0,5.0,1.4,0.0
414,61,2018,0.0,,,,,1.12,,,1.4,0.0
415,61,2016,0.0,,,,,1.12,,,1.4,0.0
416,61,2015,0.0,0.0,1.0,20.7,1.4,1.12,,,1.4,0.0
417,61,2013,429.0,44.0,175.0,,,1.14,,,1.5,99.08
418,61,2011,429.0,,,,,1.14,,,1.5,99.08
419,61,2014,,2.0,6.0,,,,,,,
420,62,2017,64.0,,,,,1.11,24.0,7.0,1.6,100.0
421,62,2018,64.0,,,,,1.11,,,1.6,100.0
422,62,2016,64.0,,,,,1.11,,,1.5,100.0
423,62,2015,64.0,151.0,4820.0,,,1.13,,,1.5,100.0
424,62,2013,138.0,198.0,6533.0,,,1.13,,,1.2,100.0
425,62,2011,199.0,,,,,1.05,,,0.0,100.0
426,62,2014,,197.0,6109.0,,,,,,,
427,64,2017,2560.0,,,,,1.21,68.0,15.0,1.2,99.88
428,64,2018,2554.0,,,,,1.21,,,1.2,99.84
429,64,2016,2042.0,,,,,1.21,,,1.2,99.85
430,64,2015,2064.0,6.0,12.0,18.1,2.2,1.23,,,1.3,99.85
431,64,2013,1965.0,9.0,19.0,,,1.26,,,1.3,99.54
432,64,2011,1889.0,,,,,1.21,,,0.0,95.84
433,64,2014,,11.0,22.0,,,,,,,
434,65,2017,860.0,,,,,1.27,37.0,20.0,1.3,70.09
435,65,2018,1225.0,,,,,1.27,,,1.3,100.0
436,65,2016,860.0,,,,,1.27,,,1.3,91.68
437,65,2015,860.0,,,,,1.27,,,1.3,70.2
438,65,2013,896.0,25.0,25.0,,,1.45,,,1.6,82.58
439,65,2011,716.0,,,,,1.43,,,1.6,73.14
440,65,2014,,,,,,,,,,
