,NPA,year,housing_size,housing_units,residential_demolition_permit_units,residential_occupancy,new_residential_permit_units,rental_houses_units,foreclosures,residential_renovation_permit_units,residential_demolitions,residential_occupancy_moe,home_ownership_moe,rental_costs_moe,residential_renovation,single_family_housing,new_residential,housing_violations_total,subsidized_housing_units,rental_houses,housing_density,single_family_units,housing_age,foreclosed_units,rental_costs,subsidized_housing,home_ownership,housing_violations,home_sales_price
2740,348,2013,1784.0,1283.0,0.0,,0,235.0,1.2,4,0.0,,,,0.25,97.0,0.0,1.0,0.0,19.0,0.8,1241.0,35.0,15.0,,0.0,,0.08,123439.0
2741,348,2011,1780.0,1285.0,0.0,,0,,1.4,11,0.0,,,,0.69,97.0,0.0,0.0,,,0.8,1243.0,33.0,18.0,,,,0.0,
2742,348,2014,,,,,2,,,11,,,,,0.69,,0.13,,,,,,,,,,,,
2743,348,2012,,,,,0,,,14,,,,,0.88,,0.0,,,,,,,,,,,,
2744,349,2018,3753.0,641.0,11.0,,231,12.0,,13,40.74,,,,4.37,42.0,77.68,0.0,,4.0,2.2,270.0,41.0,,,,,0.0,
2745,349,2017,3765.0,664.0,4.0,88.0,8,15.0,0.0,23,15.15,7.0,9.0,177.0,7.73,40.0,2.69,,0.0,6.0,2.2,264.0,41.0,0.0,1233.0,0.0,25.0,,
2746,349,2016,3682.0,790.0,2.0,,3,18.0,0.0,23,7.49,,,,7.73,34.0,1.01,1.0,,7.0,2.7,267.0,41.0,0.0,,,,0.13,
2747,349,2015,3671.0,789.0,1.0,,3,17.0,0.0,19,3.76,,,,6.39,34.0,1.01,0.0,,6.0,2.7,266.0,40.0,0.0,,,,0.0,797292.0
2748,349,2013,3643.0,789.0,1.0,,1,13.0,0.0,31,3.76,,,,10.42,34.0,0.34,4.0,0.0,5.0,2.7,266.0,38.0,0.0,,0.0,,0.51,780000.0
2749,349,2011,3589.0,789.0,0.0,,0,,0.0,14,0.0,,,,4.71,34.0,0.0,1.0,,,2.7,266.0,36.0,0.0,,,,0.13,
2750,349,2014,,,,,0,,,21,,,,,7.06,,0.0,,,,,,,,,,,,
2751,349,2012,,,,,0,,,19,,,,,6.39,,0.0,,,,,,,,,,,,
2752,350,2018,2527.0,743.0,0.0,,0,14.0,,27,0.0,,,,8.66,41.0,0.0,1.0,,5.0,2.4,307.0,48.0,,,,,0.13,
2753,350,2017,2533.0,757.0,0.0,94.0,0,23.0,0.0,25,0.0,22.0,7.0,145.0,8.02,40.0,0.0,,0.0,8.0,2.4,305.0,47.0,0.0,1203.0,0.0,60.0,,
2754,350,2016,2506.0,758.0,0.0,,1,20.0,0.6,22,0.0,,,,7.06,40.0,0.32,0.0,,7.0,2.4,306.0,46.0,3.0,,,,0.0,
2755,350,2015,2504.0,757.0,0.0,,0,18.0,0.4,27,0.0,,,,8.66,40.0,0.0,0.0,,6.0,2.4,305.0,45.0,2.0,,,,0.0,338333.0
2756,350,2013,2489.0,757.0,0.0,,0,25.0,0.6,18,0.0,,,,5.77,40.0,0.0,2.0,0.0,8.0,2.4,305.0,43.0,3.0,,0.0,,0.26,335238.0
2757,350,2011,2473.0,757.0,0.0,,0,,0.6,22,0.0,,,,7.06,40.0,0.0,0.0,,,2.4,305.0,41.0,3.0,,,,0.0,
2758,350,2014,,,,,1,,,27,,,,,8.66,,0.32,,,,,,,,,,,,
2759,350,2012,,,,,0,,,17,,,,,5.45,,0.0,,,,,,,,,,,,
2760,351,2018,2817.0,452.0,0.0,,10,28.0,,9,0.0,,,,4.45,79.0,4.94,2.0,,8.0,2.2,356.0,25.0,,,,,0.44,
2761,351,2017,2813.0,447.0,0.0,100.0,3,29.0,0.0,16,0.0,0.0,7.0,134.0,7.91,79.0,1.48,,102.0,8.0,2.2,351.0,24.0,0.0,954.0,23.0,73.0,,
2762,351,2016,2818.0,441.0,0.0,,4,26.0,0.0,12,0.0,,,,5.93,78.0,1.98,3.0,,8.0,2.2,345.0,23.0,0.0,,,,0.68,
2763,351,2015,2763.0,438.0,0.0,,15,21.0,1.2,16,0.0,,,,7.91,78.0,7.43,1.0,,6.0,2.2,342.0,23.0,4.0,,,,0.23,433222.0
2764,351,2013,2707.0,414.0,1.0,,25,23.0,0.0,13,3.14,,,,6.43,77.0,12.38,2.0,59.0,7.0,2.1,318.0,23.0,0.0,,14.0,,0.48,381846.0
2765,351,2011,2654.0,395.0,0.0,,2,,0.0,12,0.0,,,,5.93,76.0,0.99,1.0,,,2.0,299.0,22.0,0.0,,,,0.25,
2766,351,2014,,,,,8,,,10,,,,,4.94,,3.96,,,,,,,,,,,,
2767,351,2012,,,,,12,,,11,,,,,5.44,,5.94,,,,,,,,,,,,
2768,352,2018,2752.0,1142.0,0.0,,0,5.0,,5,0.0,,,,1.97,16.0,0.0,1.0,,3.0,4.5,177.0,23.0,,,,,0.09,
2769,352,2017,2749.0,1142.0,0.0,90.0,0,6.0,0.0,11,0.0,6.0,5.0,80.0,4.34,16.0,0.0,,0.0,3.0,4.5,177.0,22.0,0.0,1241.0,0.0,28.0,,
2770,352,2016,2746.0,1142.0,0.0,,0,4.0,0.0,4,0.0,,,,1.58,16.0,0.0,2.0,,2.0,4.5,177.0,21.0,0.0,,,,0.18,
2771,352,2015,2733.0,1142.0,0.0,,0,5.0,0.0,11,0.0,,,,4.34,15.0,0.0,0.0,,3.0,4.5,177.0,20.0,0.0,,,,0.0,276535.0
2772,352,2013,2727.0,1141.0,0.0,,0,5.0,0.2,4,0.0,,,,1.58,15.0,0.0,2.0,0.0,3.0,4.5,176.0,18.0,1.0,,0.0,,0.18,280482.0
2773,352,2011,2733.0,1142.0,0.0,,0,,0.2,11,0.0,,,,4.34,15.0,0.0,1.0,,,4.5,177.0,16.0,1.0,,,,0.09,
2774,352,2014,,,,,0,,,14,,,,,5.52,,0.0,,,,,,,,,,,,
2775,352,2012,,,,,1,,,7,,,,,2.76,,0.39,,,,,,,,,,,,
2776,353,2018,2418.0,1000.0,0.0,,4,77.0,,41,0.0,,,,5.98,100.0,0.58,0.0,,8.0,1.5,1000.0,41.0,,,,,0.0,
2777,353,2017,2431.0,1000.0,3.0,100.0,17,84.0,0.0,53,3.0,0.0,5.0,,7.73,100.0,2.48,,0.0,8.0,1.5,1000.0,40.0,0.0,,0.0,90.0,,
2778,353,2016,2418.0,1003.0,0.0,,0,85.0,0.0,46,0.0,,,,6.71,100.0,0.0,1.0,,8.0,1.5,1003.0,40.0,0.0,,,,0.1,
2779,353,2015,2419.0,1002.0,0.0,,3,77.0,0.1,38,0.0,,,,5.54,100.0,0.44,0.0,,8.0,1.5,1002.0,39.0,1.0,,,,0.0,350648.0
2780,353,2013,2407.0,994.0,0.0,,8,87.0,0.4,21,0.0,,,,3.06,100.0,1.17,1.0,0.0,9.0,1.5,994.0,37.0,4.0,,0.0,,0.1,332754.0
2781,353,2011,2370.0,968.0,0.0,,8,,0.8,29,0.0,,,,4.23,100.0,1.17,1.0,,,1.4,968.0,36.0,8.0,,,,0.1,
2782,353,2014,,,,,4,,,27,,,,,3.94,,0.58,,,,,,,,,,,,
2783,353,2012,,,,,16,,,29,,,,,4.23,,2.33,,,,,,,,,,,,
2784,354,2018,1675.0,1012.0,0.0,,1,22.0,,1,0.0,,,,0.39,10.0,0.39,0.0,,21.0,4.0,103.0,37.0,,,,,0.0,
2785,354,2017,1672.0,1012.0,0.0,96.0,0,22.0,0.4,1,0.0,4.0,5.0,112.0,0.39,10.0,0.0,,0.0,21.0,4.0,103.0,36.0,1.0,1127.0,0.0,14.0,,
2786,354,2016,1672.0,1012.0,0.0,,0,22.0,1.5,5,0.0,,,,1.95,10.0,0.0,0.0,,21.0,4.0,103.0,35.0,4.0,,,,0.0,
2787,354,2015,1671.0,1012.0,0.0,,0,15.0,0.0,1,0.0,,,,0.39,10.0,0.0,0.0,,15.0,4.0,103.0,34.0,0.0,,,,0.0,152450.0
2788,354,2013,1671.0,1012.0,0.0,,0,20.0,0.8,0,0.0,,,,0.0,10.0,0.0,0.0,0.0,19.0,4.0,103.0,32.0,2.0,,0.0,,0.0,123905.0
2789,354,2011,1671.0,1012.0,0.0,,0,,1.9,1,0.0,,,,0.39,10.0,0.0,1.0,,,4.0,103.0,30.0,5.0,,,,0.1,
2790,354,2014,,,,,0,,,3,,,,,1.17,,0.0,,,,,,,,,,,,
2791,354,2012,,,,,0,,,1,,,,,0.39,,0.0,,,,,,,,,,,,
2792,355,2018,2269.0,1049.0,0.0,,0,34.0,,4,0.0,,,,0.63,20.0,0.0,1.0,,16.0,1.7,213.0,19.0,,,,,0.1,
2793,355,2017,2268.0,1049.0,0.0,100.0,0,34.0,0.0,4,0.0,0.0,7.0,134.0,0.63,20.0,0.0,,0.0,16.0,1.7,213.0,18.0,0.0,1284.0,0.0,23.0,,
2794,355,2016,2266.0,1049.0,0.0,,0,32.0,0.0,5,0.0,,,,0.78,20.0,0.0,3.0,,15.0,1.7,213.0,17.0,0.0,,,,0.29,
2795,355,2015,2265.0,1049.0,0.0,,0,31.0,1.6,1,0.0,,,,0.16,20.0,0.0,1.0,,15.0,1.7,213.0,16.0,4.0,,,,0.1,271182.0
2796,355,2013,2254.0,1049.0,0.0,,0,25.0,0.4,2,0.0,,,,0.32,20.0,0.0,0.0,0.0,12.0,1.7,213.0,14.0,1.0,,0.0,,0.0,248617.0
2797,355,2011,2254.0,1049.0,0.0,,0,,0.4,2,0.0,,,,0.32,20.0,0.0,0.0,,,1.7,213.0,12.0,1.0,,,,0.0,
2798,355,2014,,,,,0,,,3,,,,,0.47,,0.0,,,,,,,,,,,,
2799,355,2012,,,,,0,,,6,,,,,0.95,,0.0,,,,,,,,,,,,
2800,356,2018,4396.0,1926.0,6.0,,7,53.0,,32,6.17,,,,3.28,51.0,0.72,0.0,,5.0,2.0,973.0,19.0,,,,,0.0,
2801,356,2017,4409.0,1895.0,2.0,97.0,28,60.0,0.1,37,2.12,16.0,7.0,,3.79,50.0,2.87,,0.0,6.0,1.9,942.0,18.0,1.0,1451.0,0.0,79.0,,
2802,356,2016,4410.0,1893.0,0.0,,30,61.0,0.3,43,0.0,,,,4.41,50.0,3.07,0.0,,6.0,1.9,940.0,17.0,5.0,,,,0.0,
2803,356,2015,4386.0,1885.0,2.0,,3,71.0,0.6,48,2.15,,,,4.91,49.0,0.31,2.0,,8.0,1.9,932.0,17.0,9.0,,,,0.11,504105.0
2804,356,2013,4383.0,1883.0,0.0,,5,66.0,0.7,32,0.0,,,,3.27,49.0,0.51,2.0,0.0,7.0,1.9,930.0,15.0,11.0,,0.0,,0.11,477796.0
2805,356,2011,4371.0,1876.0,0.0,,1,,0.5,26,0.0,,,,2.66,49.0,0.1,1.0,,,1.9,923.0,13.0,8.0,,,,0.05,
2806,356,2014,,,,,11,,,39,,,,,3.99,,1.13,,,,,,,,,,,,
2807,356,2012,,,,,3,,,64,,,,,6.55,,0.31,,,,,,,,,,,,
2808,357,2018,1781.0,1454.0,5.0,,3,141.0,,16,7.76,,,,4.63,44.0,0.87,1.0,,22.0,4.2,644.0,46.0,,,,,0.07,
2809,357,2017,1736.0,1446.0,2.0,97.0,1,139.0,0.0,31,3.15,3.0,6.0,,8.97,44.0,0.29,,114.0,22.0,4.2,635.0,46.0,0.0,1124.0,8.0,61.0,,
2810,357,2016,1719.0,1439.0,0.0,,2,142.0,0.2,30,0.0,,,,8.68,44.0,0.58,3.0,,23.0,4.2,629.0,46.0,2.0,,,,0.21,
2811,357,2015,1712.0,1440.0,1.0,,11,105.0,0.0,20,1.59,,,,5.78,44.0,3.18,6.0,,17.0,4.2,630.0,45.0,0.0,,,,0.42,301760.0
2812,357,2013,1704.0,1401.0,0.0,,43,145.0,0.1,18,0.0,,,,5.21,45.0,12.43,2.0,114.0,23.0,4.1,633.0,43.0,1.0,,8.0,,0.14,238608.0
2813,357,2011,1702.0,1402.0,0.0,,107,,0.2,45,0.0,,,,13.02,45.0,30.92,3.0,,,4.1,634.0,41.0,2.0,,,,0.21,
2814,357,2014,,,,,1,,,16,,,,,4.63,,0.29,,,,,,,,,,,,
2815,357,2012,,,,,0,,,14,,,,,4.05,,0.0,,,,,,,,,,,,
2816,358,2018,2716.0,1949.0,6.0,,1,48.0,,45,9.43,,,,5.47,33.0,0.12,0.0,,8.0,2.4,636.0,52.0,,,,,0.0,
2817,358,2017,2704.0,1404.0,2.0,91.0,3,50.0,0.0,50,3.16,3.0,5.0,,6.07,45.0,0.36,,0.0,8.0,1.7,632.0,51.0,0.0,1299.0,0.0,53.0,,
2818,358,2016,2656.0,1665.0,0.0,,4,52.0,0.0,55,0.0,,,,6.68,38.0,0.49,0.0,,8.0,2.0,634.0,50.0,0.0,,,,0.0,
2819,358,2015,2630.0,1497.0,0.0,,104,52.0,0.1,64,0.0,,,,7.77,42.0,12.64,0.0,,8.0,1.8,636.0,49.0,1.0,,,,0.0,460923.0
2820,358,2013,2616.0,1497.0,1.0,,325,62.0,0.3,32,1.57,,,,3.89,42.0,39.49,1.0,0.0,10.0,1.8,636.0,47.0,3.0,,0.0,,0.07,374418.0
2821,358,2011,2584.0,1168.0,1.0,,5,,1.2,38,1.57,,,,4.62,54.0,0.61,6.0,,,1.4,636.0,45.0,12.0,,,,0.51,
2822,358,2014,,,,,358,,,51,,,,,6.19,,43.5,,,,,,,,,,,,
2823,358,2012,,,,,324,,,37,,,,,4.49,,39.37,,,,,,,,,,,,
2824,359,2018,2365.0,1070.0,0.0,,2,68.0,,39,0.0,,,,9.39,71.0,0.48,0.0,,9.0,2.6,760.0,46.0,,,,,0.0,
2825,359,2017,2364.0,1065.0,1.0,95.0,18,69.0,0.0,51,1.32,8.0,5.0,,12.27,71.0,4.33,,0.0,9.0,2.6,755.0,45.0,0.0,1206.0,0.0,97.0,,
2826,359,2016,2347.0,1064.0,1.0,,2,74.0,0.0,57,1.33,,,,13.72,71.0,0.48,1.0,,10.0,2.6,754.0,45.0,0.0,,,,0.09,
2827,359,2015,2336.0,1060.0,1.0,,3,79.0,0.3,43,1.33,,,,10.35,71.0,0.72,0.0,,11.0,2.6,750.0,44.0,3.0,,,,0.0,394158.0
2828,359,2013,2329.0,1061.0,1.0,,2,82.0,0.1,22,1.33,,,,5.29,71.0,0.48,3.0,0.0,11.0,2.6,751.0,42.0,1.0,,0.0,,0.28,401371.0
2829,359,2011,2309.0,1055.0,0.0,,2,,0.5,24,0.0,,,,5.78,71.0,0.48,0.0,,,2.5,745.0,40.0,5.0,,,,0.0,
2830,359,2014,,,,,4,,,25,,,,,6.02,,0.96,,,,,,,,,,,,
2831,359,2012,,,,,5,,,27,,,,,6.5,,1.2,,,,,,,,,,,,
2832,360,2018,1771.0,1539.0,10.0,,82,322.0,,15,6.6,,,,1.06,99.0,5.78,2.0,,21.0,1.1,1516.0,22.0,,,,,0.13,
2833,360,2017,1781.0,1506.0,1.0,97.0,39,307.0,0.4,27,0.66,3.0,7.0,,1.9,100.0,2.75,,0.0,20.0,1.1,1506.0,21.0,6.0,1383.0,0.0,74.0,,
2834,360,2016,1771.0,1499.0,1.0,,30,305.0,0.9,14,0.67,,,,0.99,100.0,2.11,4.0,,20.0,1.1,1499.0,20.0,13.0,,,,0.27,
2835,360,2015,1769.0,1494.0,0.0,,8,274.0,2.7,5,0.0,,,,0.35,100.0,0.56,5.0,,18.0,1.1,1494.0,20.0,40.0,,,,0.33,132950.0
2836,360,2013,1757.0,1465.0,1.0,,27,243.0,2.7,13,0.68,,,,0.92,100.0,1.9,8.0,0.0,17.0,1.0,1465.0,18.0,39.0,,0.0,,0.55,126470.0
2837,360,2011,1745.0,1431.0,0.0,,3,,2.5,6,0.0,,,,0.42,100.0,0.21,3.0,,,1.0,1431.0,16.0,36.0,,,,0.21,
2838,360,2014,,,,,14,,,8,,,,,0.56,,0.99,,,,,,,,,,,,
2839,360,2012,,,,,27,,,10,,,,,0.7,,1.9,,,,,,,,,,,,
2840,361,2018,1094.0,861.0,6.0,,283,291.0,,22,12.12,,,,4.44,57.0,57.11,11.0,,59.0,1.7,495.0,63.0,,,,,1.28,
2841,361,2017,1069.0,754.0,0.0,83.0,733,293.0,0.0,21,0.0,7.0,11.0,,4.24,62.0,147.91,,0.0,63.0,1.5,466.0,65.0,0.0,900.0,0.0,29.0,,
2842,361,2016,1021.0,596.0,2.0,,94,308.0,0.9,10,4.36,,,,2.02,77.0,18.97,27.0,,67.0,1.2,459.0,66.0,3.0,,,,4.53,
2843,361,2015,986.0,451.0,2.0,,53,246.0,1.6,15,4.47,,,,3.03,99.0,10.69,31.0,,55.0,0.9,447.0,68.0,5.0,,,,6.87,68500.0
2844,361,2013,986.0,451.0,2.0,,0,300.0,1.6,9,4.47,,,,1.82,99.0,0.0,30.0,0.0,67.0,0.9,447.0,65.0,5.0,,0.0,,6.65,76500.0
2845,361,2011,987.0,456.0,0.0,,0,,1.9,4,0.0,,,,0.81,99.0,0.0,15.0,,,0.9,452.0,63.0,6.0,,,,3.29,
2846,361,2014,,,,,213,,,15,,,,,3.03,,42.94,,,,,,,,,,,,
2847,361,2012,,,,,0,,,7,,,,,1.41,,0.0,,,,,,,,,,,,
2848,362,2018,1213.0,1298.0,0.0,,1,287.0,,11,0.0,,,,1.35,61.0,0.12,20.0,,36.0,1.6,794.0,55.0,,,,,1.91,
2849,362,2017,1213.0,1299.0,0.0,84.0,0,275.0,0.4,16,0.0,6.0,8.0,,1.97,61.0,0.0,,504.0,35.0,1.6,795.0,54.0,3.0,741.0,39.0,41.0,,
2850,362,2016,1212.0,1303.0,3.0,,1,273.0,0.3,16,3.75,,,,1.97,61.0,0.12,32.0,,34.0,1.6,799.0,53.0,2.0,,,,2.46,
2851,362,2015,1211.0,1309.0,8.0,,0,270.0,2.2,16,9.94,,,,1.97,61.0,0.0,32.0,,34.0,1.6,805.0,52.0,18.0,,,,2.44,62212.0
2852,362,2013,1210.0,1311.0,2.0,,0,251.0,1.2,5,2.48,,,,0.61,62.0,0.0,15.0,504.0,31.0,1.6,807.0,50.0,10.0,,38.0,,1.14,78364.0
2853,362,2011,1208.0,1314.0,0.0,,0,,1.6,5,0.0,,,,0.61,62.0,0.0,14.0,,,1.6,810.0,48.0,13.0,,,,1.07,
2854,362,2014,,,,,0,,,17,,,,,2.09,,0.0,,,,,,,,,,,,
2855,362,2012,,,,,0,,,10,,,,,1.23,,0.0,,,,,,,,,,,,
2856,363,2018,936.0,1220.0,1.0,,6,665.0,,20,1.11,,,,1.47,74.0,0.44,34.0,,74.0,0.9,904.0,58.0,,,,,2.79,
2857,363,2017,932.0,1199.0,5.0,92.0,4,638.0,0.0,11,5.51,4.0,8.0,,0.81,76.0,0.29,,305.0,70.0,0.9,907.0,57.0,0.0,746.0,25.0,33.0,,
2858,363,2016,935.0,1205.0,8.0,,4,646.0,0.1,26,8.77,,,,1.91,76.0,0.29,66.0,,71.0,0.9,912.0,56.0,1.0,,,,5.48,
2859,363,2015,930.0,1207.0,0.0,,4,570.0,1.1,17,0.0,,,,1.25,76.0,0.29,79.0,,62.0,0.9,915.0,56.0,8.0,,,,6.55,40344.0
2860,363,2013,929.0,1208.0,1.0,,0,666.0,1.1,11,1.09,,,,0.81,76.0,0.0,85.0,271.0,73.0,0.9,916.0,54.0,8.0,,22.0,,7.04,43393.0
2861,363,2011,928.0,1120.0,0.0,,0,,0.7,16,0.0,,,,1.18,82.0,0.0,34.0,,,0.8,914.0,52.0,5.0,,,,3.04,
2862,363,2014,,,,,0,,,34,,,,,2.5,,0.0,,,,,,,,,,,,
2863,363,2012,,,,,1,,,12,,,,,0.88,,0.07,,,,,,,,,,,,
2864,364,2018,3515.0,1179.0,17.0,,13,65.0,,70,19.86,,,,14.48,73.0,2.69,0.0,,8.0,2.4,856.0,53.0,,,,,0.0,
2865,364,2017,3588.0,1153.0,6.0,91.0,12,61.0,0.0,87,7.25,5.0,5.0,,18.0,72.0,2.48,,0.0,7.0,2.4,828.0,54.0,0.0,910.0,0.0,91.0,,
2866,364,2016,3569.0,1149.0,4.0,,11,63.0,0.1,62,4.84,,,,12.82,72.0,2.28,0.0,,8.0,2.4,826.0,53.0,1.0,,,,0.0,
2867,364,2015,3526.0,1143.0,7.0,,5,59.0,0.3,72,8.52,,,,14.89,72.0,1.04,1.0,,7.0,2.4,822.0,53.0,3.0,,,,0.09,1084050.0
2868,364,2013,3578.0,1122.0,2.0,,4,63.0,0.0,50,2.49,,,,10.34,71.0,0.83,1.0,0.0,8.0,2.3,802.0,52.0,0.0,,0.0,,0.09,857745.0
2869,364,2011,3503.0,1120.0,0.0,,3,,0.1,48,0.0,,,,9.93,71.0,0.62,0.0,,,2.3,799.0,51.0,1.0,,,,0.0,
2870,364,2014,,,,,10,,,71,,,,,14.69,,2.07,,,,,,,,,,,,
2871,364,2012,,,,,1,,,51,,,,,10.55,,0.21,,,,,,,,,,,,
2872,365,2018,1215.0,819.0,0.0,,0,235.0,,12,0.0,,,,4.45,71.0,0.0,2.0,,40.0,3.0,581.0,62.0,,,,,0.24,
2873,365,2017,1211.0,823.0,4.0,93.0,0,237.0,0.2,15,6.84,6.0,5.0,,5.56,71.0,0.0,,0.0,41.0,3.1,585.0,61.0,1.0,894.0,0.0,51.0,,
2874,365,2016,1210.0,826.0,4.0,,0,244.0,0.2,91,6.8,,,,33.75,71.0,0.0,6.0,,41.0,3.1,588.0,60.0,1.0,,,,0.73,
2875,365,2015,1209.0,826.0,0.0,,0,177.0,0.4,3,0.0,,,,1.12,71.0,0.0,8.0,,30.0,3.1,588.0,59.0,2.0,,,,0.97,125812.0
2876,365,2013,1204.0,825.0,0.0,,0,246.0,1.3,3,0.0,,,,1.12,71.0,0.0,14.0,0.0,42.0,3.1,587.0,56.0,6.0,,0.0,,1.7,124094.0
2877,365,2011,1202.0,649.0,0.0,,0,,0.9,6,0.0,,,,2.23,90.0,0.0,7.0,,,2.4,587.0,54.0,4.0,,,,1.08,
2878,365,2014,,,,,0,,,12,,,,,4.47,,0.0,,,,,,,,,,,,
2879,365,2012,,,,,0,,,7,,,,,2.61,,0.0,,,,,,,,,,,,
2880,366,2018,1219.0,440.0,3.0,,0,105.0,,5,13.1,,,,1.44,52.0,0.0,2.0,,46.0,1.3,229.0,65.0,,,,,0.45,
2881,366,2017,1218.0,440.0,0.0,87.0,1,111.0,0.0,0,0.0,6.0,10.0,,0.0,52.0,0.29,,0.0,48.0,1.3,229.0,64.0,0.0,829.0,0.0,29.0,,
2882,366,2016,1217.0,441.0,0.0,,0,107.0,0.0,5,0.0,,,,1.44,52.0,0.0,4.0,,47.0,1.3,230.0,63.0,0.0,,,,0.91,
2883,366,2015,1219.0,459.0,0.0,,0,98.0,1.3,3,0.0,,,,0.86,52.0,0.0,6.0,,41.0,1.3,238.0,62.0,3.0,,,,1.31,139500.0
2884,366,2013,1218.0,442.0,1.0,,0,108.0,2.1,1,4.17,,,,0.29,54.0,0.0,4.0,0.0,45.0,1.3,240.0,60.0,5.0,,0.0,,0.9,155333.0
2885,366,2011,1222.0,583.0,1.0,,0,,0.0,4,4.15,,,,1.15,41.0,0.0,1.0,,,1.7,241.0,58.0,0.0,,,,0.17,
2886,366,2014,,,,,0,,,2,,,,,0.57,,0.0,,,,,,,,,,,,
2887,366,2012,,,,,0,,,3,,,,,0.86,,0.0,,,,,,,,,,,,
2888,367,2018,1915.0,3127.0,44.0,,49,295.0,,54,48.46,,,,7.38,29.0,6.7,3.0,,32.0,4.3,908.0,80.0,,,,,0.1,
2889,367,2017,1904.0,3097.0,6.0,92.0,20,296.0,0.1,62,6.62,2.0,4.0,,8.48,29.0,2.73,,0.0,33.0,4.2,906.0,80.0,2.0,1175.0,0.0,35.0,,
2890,367,2016,1863.0,3094.0,4.0,,122,303.0,0.1,53,4.4,,,,7.25,29.0,16.68,5.0,,33.0,4.2,909.0,79.0,1.0,,,,0.16,
2891,367,2015,1826.0,2724.0,4.0,,260,209.0,0.2,57,4.35,,,,7.79,34.0,35.57,3.0,,23.0,3.7,919.0,79.0,3.0,,,,0.11,382511.0
2892,367,2013,1795.0,2735.0,33.0,,581,327.0,0.4,35,35.64,,,,4.79,34.0,79.48,10.0,0.0,35.0,3.7,926.0,77.0,6.0,,0.0,,0.37,366966.0
2893,367,2011,1725.0,2546.0,1.0,,34,,1.0,31,1.01,,,,4.24,39.0,4.65,1.0,,,3.5,991.0,75.0,14.0,,,,0.04,
2894,367,2014,,,,,5,,,43,,,,,5.88,,0.68,,,,,,,,,,,,
2895,367,2012,,,,,3,,,33,,,,,4.51,,0.41,,,,,,,,,,,,
2896,368,2018,1550.0,1184.0,0.0,,0,197.0,,14,0.0,,,,1.26,79.0,0.0,,,21.0,1.1,932.0,39.0,,,,,,
2897,368,2017,1587.0,1184.0,0.0,93.0,0,161.0,0.1,15,0.0,5.0,7.0,,1.35,69.0,0.0,,0.0,20.0,1.1,822.0,39.0,1.0,1179.0,0.0,69.0,,
2898,368,2016,1548.0,1184.0,0.0,,0,194.0,0.7,11,0.0,,,,0.99,79.0,0.0,,,21.0,1.1,932.0,37.0,8.0,,,,,
2899,368,2015,1547.0,1184.0,0.0,,0,181.0,1.0,18,0.0,,,,1.62,79.0,0.0,,,19.0,1.1,932.0,36.0,12.0,,,,,139353.0
2900,368,2013,1546.0,1184.0,1.0,,1,172.0,1.2,8,1.07,,,,0.72,79.0,0.09,,0.0,18.0,1.1,932.0,34.0,14.0,,0.0,,,124991.0
2901,368,2011,1544.0,1184.0,0.0,,0,,1.5,23,0.0,,,,2.07,79.0,0.0,,,,1.1,932.0,32.0,17.0,,,,,
2902,368,2014,,,,,0,,,13,,,,,1.17,,0.0,,,,,,,,,,,,
2903,368,2012,,,,,0,,,19,,,,,1.71,,0.0,,,,,,,,,,,,
2904,369,2018,979.0,449.0,1.0,,0,229.0,,8,2.62,,,,2.43,85.0,0.0,8.0,,60.0,1.4,381.0,68.0,,,,,1.78,
2905,369,2017,979.0,450.0,1.0,88.0,0,234.0,0.0,6,2.62,5.0,9.0,,1.82,85.0,0.0,,0.0,61.0,1.4,382.0,67.0,0.0,828.0,0.0,46.0,,
2906,369,2016,974.0,465.0,13.0,,0,243.0,0.3,5,32.75,,,,1.52,85.0,0.0,15.0,,61.0,1.4,397.0,66.0,1.0,,,,3.23,
2907,369,2015,974.0,469.0,4.0,,0,237.0,3.1,8,9.98,,,,2.43,86.0,0.0,22.0,,59.0,1.4,401.0,65.0,12.0,,,,4.69,50750.0
2908,369,2013,931.0,509.0,6.0,,0,274.0,0.5,1,13.61,,,,0.3,87.0,0.0,24.0,0.0,62.0,1.6,441.0,63.0,2.0,,0.0,,4.72,
2909,369,2011,966.0,527.0,0.0,,0,,0.0,7,0.0,,,,2.13,76.0,0.0,9.0,,,1.6,402.0,61.0,0.0,,,,1.71,
2910,369,2014,,,,,0,,,9,,,,,2.74,,0.0,,,,,,,,,,,,
2911,369,2012,,,,,0,,,5,,,,,1.52,,0.0,,,,,,,,,,,,
2912,370,2018,941.0,1237.0,5.0,,74,375.0,,8,9.17,,,,1.7,44.0,15.69,18.0,,69.0,2.6,545.0,52.0,,,,,1.46,
2913,370,2017,954.0,1219.0,2.0,89.0,9,375.0,0.5,10,3.8,4.0,4.0,,2.12,43.0,1.91,,467.0,71.0,2.6,527.0,52.0,2.0,779.0,38.0,15.0,,
2914,370,2016,936.0,1219.0,1.0,,8,374.0,0.8,11,1.9,,,,2.33,43.0,1.7,55.0,,71.0,2.6,527.0,52.0,3.0,,,,4.51,
2915,370,2015,928.0,1217.0,0.0,,1,303.0,1.1,9,0.0,,,,1.91,43.0,0.21,51.0,,58.0,2.6,525.0,51.0,4.0,,,,4.19,74000.0
2916,370,2013,922.0,1236.0,3.0,,9,397.0,1.0,11,5.61,,,,2.33,43.0,1.91,106.0,511.0,74.0,2.6,535.0,50.0,4.0,,41.0,,8.58,27885.0
