,NPA,year,violent_crimes,violent_crime_rate,animal_control_calls,animal_control_call_rate,fire_calls,property_crimes,nuisance_violations_total,property_crime_rate,disorder_calls,nuisance_violations,fire_call_rate,disorder_call_rate
277,48,2017,7.0,3.9,89.0,49.3,50.0,60.0,,33.2,155.0,,27.7,85.9
278,48,2016,6.0,3.3,81.0,44.5,51.0,81.0,32.0,44.5,173.0,5.3,28.0,95.0
279,48,2015,9.0,4.9,84.0,44.5,42.0,77.0,16.0,42.0,136.0,2.6,22.9,74.2
280,48,2013,5.0,2.8,120.0,66.1,33.0,78.0,13.0,43.0,147.0,2.1,18.2,81.0
281,48,2011,3.0,1.7,88.0,50.0,,73.0,,41.45,,,,
282,49,2018,9.0,3.4,132.0,49.2,64.0,45.0,,16.8,146.0,,23.9,54.4
283,49,2017,7.0,2.6,106.0,39.7,66.0,54.0,,20.2,148.0,,24.7,55.4
284,49,2016,6.0,2.3,132.0,49.6,64.0,84.0,21.0,31.5,215.0,2.2,24.0,80.7
285,49,2015,5.0,1.9,117.0,49.6,51.0,55.0,35.0,20.9,241.0,3.6,19.4,91.7
286,49,2013,7.0,2.7,140.0,54.4,48.0,46.0,24.0,17.9,225.0,2.5,18.7,87.5
287,49,2011,6.0,2.5,134.0,55.7,,59.0,,24.53,,,,
288,50,2018,26.0,8.4,117.0,37.9,110.0,95.0,,30.8,314.0,,35.6,101.8
289,50,2017,32.0,10.4,105.0,34.0,89.0,96.0,,31.1,445.0,,28.8,144.0
290,50,2016,24.0,7.8,110.0,35.8,80.0,88.0,98.0,28.7,379.0,9.3,26.1,123.4
291,50,2015,33.0,10.7,107.0,35.8,78.0,115.0,140.0,37.4,516.0,13.3,25.3,167.6
292,50,2013,16.0,5.3,148.0,49.1,50.0,90.0,100.0,29.8,421.0,9.5,16.6,139.6
293,50,2011,24.0,8.5,176.0,62.4,,93.0,,32.94,,,,
294,51,2018,7.0,3.2,41.0,18.9,65.0,165.0,,76.0,344.0,,29.9,158.4
295,51,2017,12.0,8.3,55.0,38.0,74.0,133.0,,91.9,304.0,,51.1,210.1
296,51,2016,11.0,7.6,74.0,50.8,63.0,173.0,21.0,118.7,439.0,2.8,43.2,301.3
297,51,2015,18.0,13.0,78.0,50.8,66.0,160.0,135.0,115.6,392.0,18.4,47.7,283.2
298,51,2013,12.0,8.8,62.0,45.3,46.0,83.0,63.0,60.7,427.0,8.6,33.6,312.1
299,51,2011,7.0,5.8,73.0,60.3,,65.0,,53.67,,,,
300,52,2018,31.0,15.3,74.0,36.4,99.0,126.0,,62.0,559.0,,48.7,275.0
301,52,2017,27.0,16.7,90.0,55.6,81.0,155.0,,95.7,561.0,,50.0,346.3
302,52,2016,27.0,18.5,54.0,37.0,67.0,130.0,89.0,89.2,683.0,16.2,46.0,468.5
303,52,2015,21.0,14.4,95.0,37.0,75.0,145.0,122.0,99.5,868.0,22.1,51.5,595.7
304,52,2013,38.0,16.1,133.0,56.2,84.0,229.0,25.0,96.8,1035.0,2.8,35.5,437.6
305,52,2011,34.0,16.9,168.0,83.3,,210.0,,104.12,,,,
306,53,2018,42.0,13.7,178.0,58.0,116.0,126.0,,41.0,856.0,,37.8,278.8
307,53,2017,51.0,16.8,148.0,48.8,126.0,131.0,,43.2,1177.0,,41.5,387.8
308,53,2016,60.0,17.1,164.0,46.7,89.0,154.0,278.0,43.9,1094.0,22.8,25.4,311.6
309,53,2015,48.0,13.8,134.0,46.7,79.0,130.0,374.0,37.2,1032.0,30.6,22.6,295.6
310,53,2013,37.0,12.4,219.0,73.5,81.0,114.0,236.0,38.3,1121.0,22.3,27.2,376.2
311,53,2011,36.0,13.2,178.0,65.3,,123.0,,45.1,,,,
312,54,2018,7.0,3.8,112.0,61.4,69.0,61.0,,33.4,381.0,,37.8,208.9
313,54,2017,6.0,3.3,129.0,71.2,93.0,58.0,,32.0,380.0,,51.3,209.6
314,54,2016,16.0,9.0,137.0,77.0,65.0,50.0,481.0,28.1,419.0,86.1,36.5,235.4
315,54,2015,7.0,4.0,87.0,77.0,69.0,43.0,318.0,24.3,506.0,56.9,39.0,285.7
316,54,2013,10.0,5.7,213.0,120.8,60.0,42.0,368.0,23.8,374.0,65.5,34.0,212.0
317,54,2011,6.0,3.8,186.0,117.2,,59.0,,37.18,,,,
318,55,2018,1.0,0.5,37.0,18.3,170.0,15.0,,7.4,59.0,,83.9,29.1
319,55,2017,3.0,1.5,53.0,26.1,154.0,11.0,,5.4,105.0,,75.9,51.8
320,55,2016,1.0,0.5,72.0,35.5,130.0,11.0,44.0,5.4,96.0,5.5,64.1,47.3
321,55,2015,0.0,0.0,79.0,35.5,112.0,10.0,106.0,5.0,68.0,13.2,55.5,33.7
322,55,2013,0.0,0.0,92.0,46.0,41.0,17.0,49.0,8.5,66.0,6.1,20.5,33.0
323,55,2011,3.0,1.6,92.0,47.5,,22.0,,11.36,,,,
324,56,2018,3.0,3.9,38.0,49.0,35.0,139.0,,179.4,341.0,,45.2,440.0
325,56,2017,5.0,6.5,48.0,61.9,37.0,101.0,,130.3,357.0,,47.7,460.7
326,56,2016,6.0,7.7,30.0,38.7,48.0,144.0,2.0,185.8,347.0,0.6,61.9,447.7
327,56,2015,10.0,12.9,60.0,38.7,37.0,87.0,17.0,112.3,328.0,4.7,47.7,423.2
328,56,2013,6.0,7.8,72.0,94.1,39.0,107.0,4.0,139.9,293.0,1.1,51.0,383.0
329,56,2011,0.0,0.0,52.0,74.9,,77.0,,110.95,,,,
330,57,2018,10.0,6.1,20.0,12.3,42.0,57.0,,34.9,222.0,,25.7,136.0
331,57,2017,7.0,4.3,59.0,36.0,42.0,63.0,,38.5,219.0,,25.6,133.7
332,57,2016,4.0,2.5,32.0,19.6,39.0,60.0,7.0,36.7,199.0,1.1,23.9,121.7
333,57,2015,5.0,3.1,25.0,19.6,32.0,30.0,27.0,18.6,192.0,4.0,19.9,119.2
334,57,2013,13.0,8.1,62.0,38.8,20.0,58.0,27.0,36.3,201.0,4.0,12.5,125.9
335,57,2011,10.0,9.3,46.0,43.0,,56.0,,52.29,,,,
336,58,2018,19.0,12.4,78.0,51.0,53.0,64.0,,41.8,312.0,,34.6,203.9
337,58,2017,15.0,9.9,28.0,18.4,39.0,70.0,,46.0,303.0,,25.6,199.0
338,58,2016,15.0,9.9,50.0,32.9,43.0,64.0,10.0,42.1,285.0,2.1,28.3,187.6
339,58,2015,11.0,7.3,60.0,32.9,35.0,50.0,37.0,33.2,240.0,7.6,23.2,159.2
340,58,2013,24.0,15.8,56.0,36.8,47.0,88.0,58.0,57.9,336.0,12.0,30.9,220.9
341,58,2011,23.0,17.4,82.0,61.9,,66.0,,49.85,,,,
342,59,2018,18.0,6.8,115.0,43.5,59.0,100.0,,37.8,442.0,,22.3,167.2
343,59,2017,19.0,7.2,83.0,31.4,64.0,102.0,,38.6,362.0,,24.2,136.8
344,59,2016,10.0,3.9,94.0,36.6,52.0,90.0,54.0,35.1,421.0,4.9,20.3,163.9
345,59,2015,16.0,6.4,99.0,36.6,53.0,112.0,152.0,44.5,486.0,13.7,21.1,193.2
346,59,2013,22.0,9.2,129.0,54.1,42.0,97.0,84.0,40.7,449.0,7.6,17.6,188.4
347,59,2011,10.0,4.2,177.0,74.1,,104.0,,43.55,,,,
348,60,2018,28.0,5.3,73.0,13.7,98.0,263.0,,49.5,542.0,,18.4,102.0
349,60,2017,46.0,8.7,46.0,8.7,103.0,234.0,,44.0,621.0,,19.4,116.9
350,60,2016,42.0,9.7,53.0,12.2,71.0,336.0,19.0,77.2,870.0,1.4,16.3,199.9
351,60,2015,17.0,4.8,70.0,12.2,78.0,191.0,30.0,53.9,756.0,2.7,22.0,213.3
352,60,2013,16.0,5.0,82.0,25.4,61.0,168.0,8.0,52.1,642.0,0.7,18.9,199.1
353,60,2011,19.0,5.7,65.0,19.5,,171.0,,51.29,,,,
354,61,2018,14.0,11.7,48.0,39.9,37.0,47.0,,39.1,108.0,,30.8,89.9
355,61,2017,5.0,4.2,37.0,30.8,45.0,63.0,,52.4,141.0,,37.4,117.3
356,61,2016,10.0,8.3,50.0,41.6,37.0,78.0,102.0,64.9,166.0,23.5,30.8,138.1
357,61,2015,6.0,5.0,36.0,41.6,24.0,45.0,79.0,37.5,154.0,18.2,20.0,128.3
358,61,2013,8.0,6.7,45.0,37.5,27.0,57.0,48.0,47.5,153.0,11.1,22.5,127.6
359,61,2011,4.0,3.5,70.0,60.6,,65.0,,56.23,,,,
360,62,2018,0.0,0.0,8.0,1.4,160.0,4.0,,0.7,6.0,,27.9,1.1
361,62,2017,0.0,0.0,14.0,5.0,191.0,1.0,,0.4,5.0,,68.0,1.8
362,62,2016,0.0,0.0,26.0,4.7,241.0,4.0,0.0,0.7,4.0,0.0,302.4,0.7
363,62,2015,0.0,0.0,10.0,4.7,218.0,1.0,0.0,0.2,6.0,0.0,40.3,1.1
364,62,2013,0.0,0.0,15.0,2.9,194.0,1.0,0.0,0.2,5.0,0.0,37.8,1.0
365,62,2011,1.0,0.4,10.0,3.6,,3.0,,1.07,,,,
366,64,2018,21.0,3.9,104.0,19.1,105.0,236.0,,43.3,467.0,,19.2,85.6
367,64,2017,19.0,3.5,68.0,12.5,156.0,209.0,,38.3,567.0,,28.6,103.8
368,64,2016,34.0,7.5,122.0,27.0,138.0,209.0,137.0,46.2,674.0,6.7,30.5,149.0
369,64,2015,19.0,4.2,80.0,27.0,185.0,139.0,164.0,31.0,607.0,7.9,41.2,135.2
370,64,2013,13.0,3.0,92.0,21.2,88.0,152.0,97.0,35.1,550.0,4.9,20.3,126.9
371,64,2011,10.0,2.6,134.0,35.0,,136.0,,35.54,,,,
372,65,2018,3.0,1.4,31.0,13.9,44.0,77.0,,34.5,88.0,,19.7,39.5
373,65,2017,5.0,2.3,25.0,11.2,49.0,60.0,,27.0,101.0,,22.0,45.4
374,65,2016,7.0,4.1,33.0,19.4,56.0,62.0,5.0,36.5,94.0,0.5,32.9,55.3
375,65,2015,3.0,1.4,17.0,19.4,41.0,44.0,3.0,19.9,159.0,0.2,18.5,71.9
376,65,2013,3.0,1.7,18.0,10.1,34.0,40.0,2.0,22.5,134.0,0.2,19.1,75.4
377,65,2011,3.0,1.8,25.0,15.3,,33.0,,20.15,,,,
378,66,2018,22.0,8.0,54.0,19.7,98.0,201.0,,73.2,427.0,,35.7,155.5
379,66,2017,26.0,9.5,46.0,16.8,94.0,246.0,,89.9,436.0,,34.4,159.4
380,66,2016,12.0,4.4,57.0,20.8,92.0,247.0,0.0,90.2,460.0,0.0,33.6,168.1
381,66,2015,11.0,4.0,44.0,20.8,68.0,209.0,20.0,76.7,441.0,1.5,25.0,161.8
382,66,2013,11.0,4.3,59.0,23.1,79.0,192.0,3.0,75.1,459.0,0.2,30.9,179.5
383,66,2011,9.0,3.5,39.0,15.1,,229.0,,88.52,,,,
384,67,2018,5.0,4.4,65.0,56.6,13.0,56.0,,48.8,64.0,,11.3,55.8
385,67,2017,3.0,2.6,65.0,56.6,14.0,43.0,,37.5,65.0,,12.2,56.6
386,67,2016,6.0,5.1,30.0,25.6,16.0,55.0,3.0,47.0,102.0,0.5,13.7,87.2
387,67,2015,7.0,6.0,17.0,25.6,13.0,41.0,7.0,35.1,113.0,1.1,11.1,96.7
388,67,2013,4.0,7.1,20.0,35.4,19.0,31.0,0.0,54.9,104.0,0.0,33.6,184.1
389,67,2011,2.0,3.6,18.0,32.7,,23.0,,41.74,,,,
390,68,2018,13.0,5.2,71.0,28.6,108.0,92.0,,37.1,236.0,,43.6,95.2
391,68,2017,9.0,3.6,89.0,35.9,113.0,76.0,,30.7,215.0,,45.6,86.7
392,68,2016,8.0,3.2,74.0,29.9,102.0,82.0,120.0,33.1,261.0,10.6,41.2,105.3
393,68,2015,3.0,1.2,81.0,29.9,90.0,88.0,158.0,35.5,213.0,14.0,36.3,85.9
394,68,2013,6.0,2.4,109.0,44.0,65.0,75.0,79.0,30.3,290.0,7.0,26.2,117.0
395,68,2011,4.0,1.5,80.0,30.0,,77.0,,28.87,,,,
396,69,2018,1.0,0.7,26.0,18.7,48.0,22.0,,15.8,86.0,,34.5,61.8
397,69,2017,2.0,1.4,39.0,28.1,50.0,25.0,,18.0,82.0,,36.0,59.0
398,69,2016,2.0,1.6,12.0,9.4,26.0,20.0,6.0,15.7,71.0,0.8,20.4,55.6
399,69,2015,0.0,0.0,10.0,9.4,38.0,17.0,3.0,15.2,59.0,0.5,34.0,52.8
400,69,2013,0.0,0.0,17.0,11.7,39.0,19.0,11.0,13.1,81.0,1.5,26.8,55.7
401,69,2011,1.0,0.9,30.0,25.4,,33.0,,27.94,,,,
402,70,2018,23.0,17.9,81.0,63.1,100.0,114.0,,88.8,562.0,,77.9,437.7
403,70,2017,33.0,25.6,89.0,69.2,104.0,145.0,,112.7,561.0,,80.8,435.9
404,70,2016,34.0,26.4,110.0,85.4,122.0,135.0,175.0,104.8,677.0,33.6,94.7,525.6
405,70,2015,27.0,21.1,79.0,85.4,88.0,106.0,99.0,83.0,571.0,19.0,68.9,447.1
406,70,2013,22.0,17.5,89.0,70.8,80.0,155.0,126.0,123.2,551.0,24.1,63.6,438.0
407,70,2011,23.0,18.4,143.0,114.5,,173.0,,138.51,,,,
408,71,2018,42.0,10.0,82.0,19.6,64.0,107.0,,25.5,489.0,,15.3,116.6
409,71,2017,34.0,8.2,102.0,24.5,88.0,151.0,,36.2,401.0,,21.1,96.2
410,71,2016,38.0,9.1,67.0,16.0,57.0,111.0,76.0,26.6,512.0,5.3,13.6,122.6
411,71,2015,28.0,6.7,76.0,16.0,61.0,85.0,133.0,20.4,507.0,9.3,14.7,121.9
412,71,2013,32.0,7.8,136.0,33.0,60.0,103.0,53.0,25.0,675.0,3.7,14.6,163.8
413,71,2011,33.0,10.1,86.0,26.3,,105.0,,32.16,,,,
414,72,2018,18.0,4.2,74.0,17.1,158.0,784.0,,181.5,690.0,,36.6,159.7
415,72,2017,33.0,9.6,84.0,24.5,139.0,731.0,,213.1,745.0,,40.5,217.1
416,72,2016,17.0,6.4,52.0,19.5,125.0,807.0,6.0,303.3,606.0,0.5,47.0,227.7
417,72,2015,11.0,4.0,77.0,19.5,114.0,666.0,23.0,240.8,530.0,2.0,41.2,191.6
418,72,2013,10.0,7.7,84.0,64.4,82.0,590.0,9.0,452.1,476.0,0.8,62.8,364.8
419,72,2011,7.0,5.5,83.0,65.0,,473.0,,370.11,,,,
420,73,2018,9.0,3.0,159.0,52.0,136.0,129.0,,42.2,268.0,,44.5,87.7
421,73,2017,8.0,2.7,179.0,60.7,98.0,79.0,,26.8,302.0,,33.2,102.3
422,73,2016,13.0,4.4,175.0,59.6,92.0,122.0,23.0,41.5,349.0,2.1,31.3,118.8
423,73,2015,13.0,4.6,173.0,59.6,98.0,92.0,83.0,32.2,333.0,7.8,34.3,116.6
424,73,2013,5.0,1.8,217.0,78.1,68.0,111.0,50.0,39.9,315.0,4.8,24.5,113.3
425,73,2011,7.0,2.5,166.0,58.2,,88.0,,30.83,,,,
426,74,2018,2.0,1.8,44.0,38.7,26.0,42.0,,37.0,231.0,,22.9,203.4
427,74,2017,7.0,6.2,24.0,21.1,26.0,42.0,,36.9,256.0,,22.9,225.2
428,74,2016,8.0,7.0,37.0,32.5,17.0,65.0,5.0,57.0,219.0,0.7,14.9,192.1
429,74,2015,1.0,0.9,42.0,32.5,23.0,64.0,32.0,56.2,237.0,4.3,20.2,208.1
430,74,2013,3.0,2.7,38.0,34.0,52.0,72.0,2.0,64.5,185.0,0.3,46.6,165.6
431,74,2011,4.0,3.7,46.0,42.2,,62.0,,56.93,,,,
432,75,2018,0.0,0.0,10.0,4.8,58.0,21.0,,10.2,57.0,,28.1,27.6
433,75,2017,3.0,1.5,9.0,4.4,50.0,14.0,,6.8,62.0,,24.4,30.3
434,75,2016,0.0,0.0,34.0,16.5,55.0,13.0,1.0,6.3,73.0,0.1,26.7,35.5
435,75,2015,2.0,1.0,23.0,16.5,34.0,13.0,5.0,6.3,74.0,0.6,16.5,35.9
436,75,2013,0.0,0.0,25.0,14.0,42.0,8.0,1.0,4.5,53.0,0.1,23.5,29.7
437,75,2011,0.0,0.0,17.0,10.4,,11.0,,6.71,,,,
438,76,2018,6.0,1.8,60.0,17.7,69.0,26.0,,7.7,135.0,,20.4,39.8
439,76,2017,1.0,0.3,57.0,16.8,56.0,40.0,,11.8,152.0,,16.5,44.8
440,76,2016,3.0,0.9,42.0,12.6,49.0,37.0,2.0,11.1,120.0,0.2,14.7,36.0
441,76,2015,3.0,0.9,56.0,12.6,41.0,27.0,20.0,8.5,125.0,1.8,12.8,39.2
442,76,2013,5.0,2.0,79.0,32.1,51.0,22.0,32.0,8.9,93.0,3.3,20.7,37.7
443,76,2011,2.0,1.0,81.0,41.9,,22.0,,11.37,,,,
444,77,2018,5.0,0.8,128.0,21.4,85.0,88.0,,14.7,280.0,,14.2,46.9
445,77,2017,14.0,2.4,85.0,14.2,106.0,91.0,,15.3,381.0,,17.8,63.8
446,77,2016,8.0,1.3,118.0,19.8,76.0,118.0,43.0,19.8,370.0,1.9,12.7,62.0
447,77,2015,5.0,0.8,117.0,19.8,51.0,77.0,82.0,12.9,388.0,3.7,8.5,65.0
448,77,2013,6.0,1.1,120.0,21.7,79.0,73.0,209.0,13.2,311.0,9.8,14.3,56.2
449,77,2011,5.0,1.2,140.0,33.1,,87.0,,20.6,,,,
450,78,2018,2.0,1.0,61.0,29.5,75.0,62.0,,30.0,161.0,,36.3,77.9
451,78,2017,3.0,1.5,70.0,33.9,68.0,57.0,,27.6,174.0,,32.9,84.1
452,78,2016,7.0,3.4,60.0,29.0,56.0,45.0,10.0,21.8,160.0,1.1,27.1,77.4
453,78,2015,7.0,3.4,56.0,29.0,49.0,43.0,45.0,21.0,186.0,4.9,23.9,90.6
454,78,2013,3.0,1.5,63.0,32.2,68.0,50.0,69.0,25.5,151.0,7.7,34.7,77.1
455,78,2011,4.0,2.4,58.0,34.5,,57.0,,33.95,,,,
456,79,2018,26.0,11.3,20.0,8.7,38.0,53.0,,23.1,418.0,,16.6,182.4
457,79,2017,35.0,15.4,22.0,9.7,35.0,58.0,,25.4,376.0,,15.4,164.9
458,79,2016,24.0,13.8,23.0,13.2,20.0,60.0,4.0,34.4,313.0,0.8,11.5,179.5
459,79,2015,18.0,10.4,23.0,13.2,21.0,54.0,8.0,31.1,275.0,1.5,12.1,158.3
460,79,2013,24.0,10.5,28.0,12.3,14.0,43.0,2.0,18.8,368.0,0.3,6.1,161.3
461,79,2011,17.0,11.0,42.0,27.2,,46.0,,29.75,,,,
462,80,2018,8.0,3.6,43.0,19.5,64.0,90.0,,40.7,136.0,,29.0,61.5
463,80,2017,3.0,1.4,33.0,14.9,53.0,82.0,,37.0,131.0,,23.9,59.1
464,80,2016,6.0,2.7,46.0,20.9,37.0,45.0,1.0,20.5,150.0,0.1,16.8,68.3
465,80,2015,1.0,0.5,49.0,20.9,32.0,56.0,0.0,25.5,154.0,0.0,14.6,70.1
466,80,2013,2.0,0.9,21.0,9.5,31.0,51.0,1.0,23.0,143.0,0.1,14.0,64.6
467,80,2011,3.0,1.5,38.0,18.5,,43.0,,20.98,,,,
468,81,2018,2.0,1.7,23.0,19.1,15.0,12.0,,9.9,44.0,,12.4,36.5
469,81,2017,4.0,3.3,25.0,20.7,21.0,17.0,,14.1,42.0,,17.4,34.8
470,81,2016,0.0,0.0,29.0,24.7,25.0,7.0,92.0,6.0,56.0,20.3,21.3,47.6
471,81,2015,0.0,0.0,18.0,24.7,14.0,9.0,99.0,7.7,51.0,21.8,11.9,43.4
472,81,2013,2.0,1.7,26.0,22.1,16.0,16.0,17.0,13.6,74.0,3.7,13.6,62.9
473,81,2011,1.0,0.9,39.0,34.6,,15.0,,13.3,,,,
474,82,2018,5.0,1.5,38.0,11.4,56.0,86.0,,25.9,220.0,,16.9,66.3
475,82,2017,9.0,2.8,45.0,13.8,59.0,64.0,,19.7,224.0,,18.2,68.9
476,82,2016,9.0,2.8,34.0,10.7,39.0,50.0,11.0,15.8,232.0,1.0,12.3,73.1
477,82,2015,4.0,1.6,36.0,10.7,45.0,52.0,86.0,20.6,196.0,9.5,17.8,77.6
478,82,2013,2.0,0.8,50.0,19.8,37.0,30.0,23.0,11.9,238.0,2.6,14.7,94.2
479,82,2011,3.0,1.7,56.0,31.7,,29.0,,16.4,,,,
480,83,2018,10.0,11.3,102.0,115.7,26.0,25.0,,28.3,144.0,,29.5,163.3
481,83,2017,4.0,4.6,109.0,124.2,23.0,48.0,,54.7,162.0,,26.2,184.5
482,83,2016,8.0,9.4,108.0,126.8,22.0,31.0,0.0,36.4,103.0,0.0,25.8,120.9
483,83,2015,0.0,0.0,93.0,126.8,26.0,28.0,11.0,33.0,125.0,3.8,30.7,147.4
484,83,2013,3.0,3.5,129.0,151.8,28.0,41.0,0.0,48.2,142.0,0.0,32.9,167.1
485,83,2011,5.0,3.3,135.0,90.3,,32.0,,21.4,,,,
486,84,2018,3.0,4.3,69.0,98.2,38.0,35.0,,49.8,76.0,,54.1,108.1
487,84,2017,2.0,3.2,50.0,80.9,30.0,31.0,,50.2,94.0,,48.5,152.1
488,84,2016,1.0,1.6,42.0,66.1,34.0,34.0,5.0,53.5,81.0,2.1,53.5,127.6
489,84,2015,3.0,4.3,37.0,66.1,33.0,29.0,6.0,41.7,83.0,2.3,47.5,119.4
490,84,2013,1.0,1.4,68.0,93.4,24.0,22.0,0.0,30.2,97.0,0.0,33.0,133.2
491,84,2011,0.0,0.0,46.0,73.3,,14.0,,22.29,,,,
492,85,2018,38.0,19.2,122.0,61.7,102.0,89.0,,45.0,477.0,,51.6,241.2
493,85,2017,26.0,13.1,198.0,99.6,109.0,74.0,,37.2,612.0,,54.8,307.7
494,85,2016,28.0,14.1,237.0,118.9,95.0,112.0,226.0,56.2,729.0,29.4,47.7,365.8
495,85,2015,38.0,19.2,200.0,118.9,86.0,121.0,408.0,61.1,709.0,52.9,43.4,358.1
496,85,2013,35.0,17.8,271.0,137.9,93.0,125.0,362.0,63.6,766.0,46.7,47.3,389.8
497,85,2011,26.0,14.5,151.0,84.3,,141.0,,78.73,,,,
498,86,2018,21.0,6.7,105.0,33.5,62.0,89.0,,28.4,378.0,,19.8,120.5
499,86,2017,28.0,8.9,86.0,27.4,37.0,100.0,,31.8,341.0,,11.8,108.5
500,86,2016,21.0,6.7,89.0,28.3,31.0,85.0,13.0,27.0,412.0,1.2,9.9,131.0
501,86,2015,16.0,5.1,66.0,28.3,43.0,73.0,115.0,23.3,487.0,10.3,13.7,155.6
502,86,2013,25.0,8.6,65.0,22.4,61.0,55.0,9.0,19.0,535.0,0.9,21.1,184.7
503,86,2011,29.0,12.6,78.0,34.0,,64.0,,27.86,,,,
504,87,2018,15.0,8.8,42.0,24.7,30.0,84.0,,49.5,265.0,,17.7,156.1
505,87,2017,14.0,8.4,48.0,28.9,46.0,75.0,,45.1,257.0,,27.6,154.5
506,87,2016,10.0,6.0,26.0,15.7,24.0,48.0,62.0,29.0,233.0,9.1,14.5,140.5
507,87,2015,10.0,6.0,48.0,15.7,33.0,42.0,62.0,25.4,254.0,9.1,19.9,153.5
508,87,2013,10.0,6.0,61.0,36.6,29.0,51.0,43.0,30.6,190.0,6.3,17.4,113.9
509,87,2011,11.0,7.1,75.0,48.3,,42.0,,27.03,,,,
510,88,2018,19.0,15.0,88.0,69.4,85.0,81.0,,63.9,556.0,,67.0,438.5
511,88,2017,24.0,19.2,115.0,91.8,77.0,44.0,,35.1,523.0,,61.5,417.4
512,88,2016,27.0,22.2,125.0,103.0,54.0,62.0,256.0,51.1,533.0,54.9,44.5,439.0
513,88,2015,25.0,20.6,123.0,103.0,65.0,60.0,185.0,49.5,748.0,39.5,53.6,616.7
514,88,2013,20.0,15.6,187.0,146.2,46.0,44.0,150.0,34.4,678.0,31.7,36.0,530.1
515,88,2011,17.0,14.4,166.0,140.4,,79.0,,66.84,,,,
516,89,2018,4.0,2.6,102.0,66.0,30.0,20.0,,12.9,67.0,,19.4,43.3
517,89,2017,6.0,3.9,54.0,35.0,31.0,42.0,,27.2,72.0,,20.1,46.7
518,89,2016,5.0,3.3,118.0,77.2,24.0,22.0,80.0,14.4,86.0,14.6,15.7,56.3
519,89,2015,4.0,2.6,120.0,77.2,27.0,18.0,173.0,11.8,103.0,31.5,17.6,67.3
520,89,2013,6.0,4.0,68.0,45.3,21.0,26.0,190.0,17.3,118.0,34.6,14.0,78.6
521,89,2011,3.0,2.1,94.0,64.6,,39.0,,26.79,,,,
522,90,2018,20.0,9.9,66.0,32.7,47.0,68.0,,33.7,285.0,,23.3,141.4
523,90,2017,20.0,10.0,75.0,37.4,61.0,83.0,,41.4,339.0,,30.4,169.2
524,90,2016,23.0,11.5,78.0,39.0,43.0,61.0,70.0,30.5,345.0,8.5,21.5,172.3
525,90,2015,34.0,17.0,94.0,39.0,18.0,70.0,108.0,35.1,396.0,13.0,9.0,198.3
526,90,2013,20.0,10.2,124.0,63.0,24.0,63.0,54.0,32.0,379.0,6.5,12.2,192.5
527,90,2011,19.0,10.7,136.0,76.6,,89.0,,50.11,,,,
528,91,2018,6.0,2.5,121.0,49.8,41.0,47.0,,19.3,122.0,,16.9,50.2
529,91,2017,4.0,1.7,117.0,48.3,42.0,31.0,,12.8,145.0,,17.3,59.8
530,91,2016,10.0,4.2,146.0,60.6,46.0,45.0,136.0,18.7,141.0,16.2,19.1,58.5
531,91,2015,2.0,0.8,88.0,60.6,44.0,34.0,203.0,14.1,142.0,24.2,18.3,58.9
532,91,2013,3.0,1.3,125.0,52.8,30.0,29.0,257.0,12.2,121.0,30.6,12.7,51.1
533,91,2011,8.0,3.6,152.0,67.6,,50.0,,22.22,,,,
534,92,2018,7.0,2.7,48.0,18.2,146.0,110.0,,41.6,216.0,,55.3,81.8
535,92,2017,2.0,0.8,30.0,12.5,119.0,93.0,,38.7,230.0,,49.5,95.6
536,92,2016,4.0,1.7,44.0,18.3,97.0,78.0,3.0,32.4,258.0,0.2,40.3,107.2
537,92,2015,3.0,1.3,40.0,18.3,82.0,59.0,63.0,24.8,262.0,4.7,34.4,110.0
538,92,2013,5.0,2.6,41.0,21.7,52.0,58.0,8.0,30.6,272.0,0.8,27.5,143.6
539,92,2011,5.0,3.3,26.0,17.4,,63.0,,42.14,,,,
540,93,2018,8.0,6.0,32.0,23.8,68.0,59.0,,43.9,133.0,,50.6,99.0
541,93,2017,8.0,5.8,18.0,13.1,70.0,45.0,,32.7,192.0,,50.9,139.5
542,93,2016,6.0,4.4,29.0,21.1,56.0,48.0,3.0,35.0,149.0,0.5,40.8,108.5
543,93,2015,5.0,3.7,25.0,21.1,48.0,47.0,12.0,34.4,199.0,1.9,35.2,145.8
544,93,2013,4.0,3.0,33.0,24.4,52.0,44.0,2.0,32.5,168.0,0.3,38.4,124.2
545,93,2011,5.0,4.1,29.0,23.5,,50.0,,40.45,,,,
546,94,2018,17.0,15.8,72.0,67.0,109.0,79.0,,73.5,253.0,,101.4,235.4
547,94,2017,16.0,14.5,85.0,77.0,109.0,97.0,,87.9,304.0,,98.7,275.4
548,94,2016,8.0,7.3,93.0,84.5,91.0,71.0,354.0,64.5,308.0,93.7,82.7,279.8
549,94,2015,9.0,8.2,98.0,84.5,86.0,63.0,111.0,57.4,312.0,29.3,78.3,284.2
550,94,2013,4.0,3.7,102.0,93.7,89.0,62.0,122.0,56.9,305.0,32.2,81.7,280.1
551,94,2011,7.0,6.8,106.0,102.4,,85.0,,82.13,,,,
552,95,2018,4.0,2.4,69.0,41.2,69.0,57.0,,34.1,133.0,,41.2,79.5
553,95,2017,3.0,1.8,57.0,34.1,66.0,70.0,,41.8,120.0,,39.5,71.7
