,NPA,year,commercial_size,fincancial_services_proximity,financial_services_proximate_units,job_density,commercial_construction,household_income,employment_rate,employment_rate_moe,household_income_moe,commercial_building_age,commercial_construction_permitted_units,jobs,commercial_size_total,public_nutrition_assistance
2091,267,2015,104723.0,0.0,0.0,1.9,0.2,,,,,20.0,4,3799.0,3246419.0,6.52
2092,267,2013,111477.0,,,1.5,0.55,,,,,19.0,11,3055.0,3232841.0,7.25
2093,267,2011,95985.0,,,1.2,2.41,,,,,17.0,48,2456.0,2783553.0,8.68
2094,267,2014,,0.0,0.0,1.8,0.75,,,,,,15,3520.0,,
2095,267,2012,,,,1.4,1.46,,,,,,29,2742.0,,
2096,268,2017,2906.0,0.0,0.0,,0.0,45229.0,94.0,8.0,8824.0,13.0,0,,2906.0,25.0
2097,268,2018,2906.0,0.0,0.0,,0.39,,,,,14.0,1,,2906.0,19.0
2098,268,2016,2906.0,0.0,0.0,,0.0,,,,,12.0,0,,2906.0,26.48
2099,268,2015,2906.0,0.0,0.0,0.1,0.39,,,,,11.0,1,15.0,2906.0,25.73
2100,268,2013,2906.0,,,0.1,0.0,,,,,9.0,0,14.0,2906.0,22.59
2101,268,2011,2906.0,,,0.1,0.0,,,,,7.0,0,21.0,2906.0,23.8
2102,268,2014,,0.0,0.0,0.2,0.0,,,,,,0,45.0,,
2103,268,2012,,,,0.1,0.78,,,,,,2,22.0,,
2104,269,2017,22151.0,58.0,699.0,,1.53,90677.0,96.0,3.0,15396.0,17.0,7,,243661.0,4.0
2105,269,2018,22151.0,54.0,654.0,,0.22,,,,,18.0,1,,243662.0,4.0
2106,269,2016,22151.0,58.0,699.0,,0.66,,,,,16.0,3,,243662.0,3.01
2107,269,2015,22151.0,58.0,699.0,1.9,1.09,,,,,15.0,5,881.0,243662.0,2.87
2108,269,2013,22151.0,,,1.6,0.44,,,,,13.0,2,713.0,243662.0,4.33
2109,269,2011,22151.0,,,1.4,0.87,,,,,11.0,4,634.0,243662.0,6.39
2110,269,2014,,58.0,692.0,1.7,0.66,,,,,,3,763.0,,
2111,269,2012,,,,1.4,0.66,,,,,,3,650.0,,
2112,270,2017,34116.0,100.0,598.0,,1.11,41379.0,93.0,15.0,17641.0,35.0,1,,307044.0,27.0
2113,270,2018,34116.0,100.0,598.0,,0.0,,,,,36.0,0,,307042.0,22.0
2114,270,2016,34116.0,100.0,598.0,,0.0,,,,,34.0,0,,307042.0,26.84
2115,270,2015,34201.0,100.0,598.0,5.0,2.22,,,,,33.0,2,453.0,307808.0,26.54
2116,270,2013,34201.0,,,6.8,1.11,,,,,31.0,1,610.0,307808.0,35.66
2117,270,2011,34485.0,,,6.2,4.45,,,,,29.0,4,557.0,310363.0,35.96
2118,270,2014,,100.0,598.0,6.0,1.11,,,,,,1,541.0,,
2119,270,2012,,,,6.4,1.11,,,,,,1,573.0,,
2120,271,2017,,0.0,0.0,,0.0,43986.0,92.0,6.0,11935.0,,0,,,30.0
2121,271,2018,,0.0,0.0,,0.59,,,,,,1,,,27.0
2122,271,2016,,0.0,0.0,,0.0,,,,,,0,,,38.55
2123,271,2015,,0.0,0.0,0.0,0.0,,,,,,0,3.0,,36.71
2124,271,2013,,,,0.0,0.0,,,,,,0,6.0,,37.08
2125,271,2011,,,,0.0,0.0,,,,,,0,4.0,,37.66
2126,271,2014,,0.0,0.0,0.0,0.59,,,,,,1,2.0,,
2127,271,2012,,,,0.0,0.0,,,,,,0,4.0,,
2128,272,2017,36239.0,41.0,320.0,,1.9,40536.0,90.0,4.0,3557.0,26.0,10,,2065623.0,21.0
2129,272,2018,36146.0,41.0,320.0,,0.19,,,,,27.0,1,,2060346.0,13.0
2130,272,2016,35830.0,41.0,320.0,,3.6,,,,,25.0,19,,2042330.0,20.0
2131,272,2015,33937.0,41.0,320.0,5.7,3.41,,,,,24.0,18,2981.0,1968333.0,19.1
2132,272,2013,33925.0,,,3.9,1.52,,,,,22.0,8,2078.0,1967641.0,21.25
2133,272,2011,34114.0,,,4.9,0.38,,,,,20.0,2,2577.0,1910409.0,22.91
2134,272,2014,,41.0,320.0,4.7,1.9,,,,,,10,2473.0,,
2135,272,2012,,,,4.3,0.76,,,,,,4,2267.0,,
2136,273,2017,4039.0,0.0,0.0,,0.5,68864.0,99.0,4.0,24809.0,25.0,3,,12117.0,13.0
2137,273,2018,4039.0,0.0,0.0,,0.0,,,,,26.0,0,,12116.0,10.0
2138,273,2016,4039.0,0.0,0.0,,0.17,,,,,24.0,1,,12116.0,12.01
2139,273,2015,4039.0,0.0,0.0,0.1,0.0,,,,,23.0,0,51.0,12116.0,11.8
2140,273,2013,4039.0,,,0.2,0.0,,,,,21.0,0,96.0,12116.0,17.03
2141,273,2011,4039.0,,,0.0,0.0,,,,,19.0,0,11.0,12116.0,15.33
2142,273,2014,,0.0,0.0,0.1,0.17,,,,,,1,53.0,,
2143,273,2012,,,,0.1,0.17,,,,,,1,45.0,,
2144,274,2017,36633.0,100.0,554.0,,0.83,53286.0,92.0,4.0,10576.0,22.0,1,,329697.0,8.0
2145,274,2018,36633.0,100.0,554.0,,2.49,,,,,23.0,3,,329695.0,8.0
2146,274,2016,38081.0,100.0,554.0,,3.32,,,,,22.0,4,,380805.0,11.8
2147,274,2015,36561.0,100.0,554.0,22.0,9.12,,,,,20.0,11,2659.0,365606.0,10.84
2148,274,2013,36561.0,,,8.2,0.83,,,,,19.0,1,987.0,365606.0,11.26
2149,274,2011,33471.0,,,9.2,0.83,,,,,17.0,1,1109.0,334706.0,11.02
2150,274,2014,,100.0,554.0,8.1,1.66,,,,,,2,972.0,,
2151,274,2012,,,,8.7,3.32,,,,,,4,1055.0,,
2152,275,2017,9985.0,0.0,0.0,,0.77,51597.0,90.0,6.0,29333.0,20.0,3,,169745.0,8.0
2153,275,2018,9985.0,0.0,0.0,,0.51,,,,,21.0,2,,169743.0,6.0
2154,275,2016,9985.0,0.0,0.0,,1.54,,,,,19.0,6,,169743.0,9.76
2155,275,2015,9985.0,0.0,0.0,1.1,0.51,,,,,18.0,2,444.0,169743.0,9.25
2156,275,2013,9985.0,,,1.1,0.26,,,,,16.0,1,415.0,169743.0,9.66
2157,275,2011,9985.0,,,1.0,0.0,,,,,14.0,0,372.0,169743.0,8.79
2158,275,2014,,0.0,0.0,1.0,0.77,,,,,,3,402.0,,
2159,275,2012,,,,1.1,0.0,,,,,,0,437.0,,
2160,276,2017,17144.0,0.0,0.0,,0.24,83676.0,96.0,24.0,14490.0,48.0,1,,102864.0,8.0
2161,276,2018,22569.0,0.0,0.0,,0.97,,,,,46.0,4,,135412.0,7.0
2162,276,2016,17144.0,0.0,0.0,,1.46,,,,,48.0,6,,102864.0,7.97
2163,276,2015,17144.0,0.0,0.0,0.5,0.73,,,,,47.0,3,199.0,102864.0,7.56
2164,276,2013,17144.0,,,0.3,0.24,,,,,45.0,1,141.0,102864.0,7.61
2165,276,2011,15803.0,,,0.1,0.0,,,,,29.0,0,61.0,79016.0,9.19
2166,276,2014,,0.0,0.0,0.5,0.49,,,,,,2,212.0,,
2167,276,2012,,,,0.2,0.49,,,,,,2,98.0,,
2168,277,2017,2192.0,0.0,0.0,,0.33,85000.0,99.0,3.0,9647.0,40.0,3,,2192.0,7.0
2169,277,2018,2192.0,0.0,0.0,,0.11,,,,,41.0,1,,2192.0,6.0
2170,277,2016,2192.0,0.0,0.0,,0.11,,,,,39.0,1,,2192.0,7.98
2171,277,2015,2192.0,0.0,0.0,0.1,0.11,,,,,38.0,1,99.0,2192.0,8.55
2172,277,2013,2192.0,,,0.1,0.0,,,,,36.0,0,98.0,2192.0,8.45
2173,277,2011,2192.0,,,0.0,0.22,,,,,34.0,2,42.0,2192.0,8.95
2174,277,2014,,0.0,0.0,0.1,0.0,,,,,,0,130.0,,
2175,277,2012,,,,0.1,0.98,,,,,,9,82.0,,
2176,278,2017,11395.0,0.0,0.0,,0.58,57449.0,90.0,5.0,5187.0,18.0,1,,79765.0,10.0
2177,278,2018,11395.0,0.0,0.0,,1.73,,,,,19.0,3,,79768.0,10.0
2178,278,2016,11395.0,0.0,0.0,,0.58,,,,,17.0,1,,79768.0,11.67
2179,278,2015,11395.0,0.0,0.0,1.8,1.15,,,,,16.0,2,316.0,79768.0,11.18
2180,278,2013,11387.0,,,1.1,0.58,,,,,14.0,1,196.0,79711.0,11.19
2181,278,2011,11692.0,,,0.5,0.58,,,,,12.0,1,93.0,81846.0,13.01
2182,278,2014,,0.0,0.0,1.6,0.58,,,,,,1,283.0,,
2183,278,2012,,,,1.1,0.58,,,,,,1,190.0,,
2184,279,2017,5704.0,0.0,0.0,,0.0,53552.0,94.0,25.0,4956.0,17.0,0,,5704.0,8.0
2185,279,2018,5704.0,0.0,0.0,,0.0,,,,,18.0,0,,5704.0,10.0
2186,279,2016,5704.0,0.0,0.0,,0.0,,,,,16.0,0,,5704.0,8.11
2187,279,2015,5704.0,0.0,0.0,0.7,0.0,,,,,15.0,0,77.0,5704.0,8.04
2188,279,2013,5704.0,,,0.2,0.0,,,,,13.0,0,27.0,5704.0,5.91
2189,279,2011,5704.0,,,4.7,0.0,,,,,11.0,0,558.0,5704.0,6.71
2190,279,2014,,0.0,0.0,0.4,0.85,,,,,,1,53.0,,
2191,279,2012,,,,0.2,0.0,,,,,,0,20.0,,
2192,280,2017,44467.0,0.0,2.0,,2.07,35089.0,81.0,7.0,4433.0,31.0,19,,3246091.0,49.0
2193,280,2018,45783.0,0.0,2.0,,2.95,,,,,31.0,27,,3342133.0,39.0
2194,280,2016,46631.0,0.0,2.0,,1.64,,,,,29.0,15,,3404056.0,60.15
2195,280,2015,46849.0,0.0,2.0,3.1,1.42,,,,,30.0,13,2801.0,3373141.0,58.13
2196,280,2013,47241.0,,,3.3,1.09,,,,,28.0,10,2990.0,3354090.0,48.14
2197,280,2011,48444.0,,,3.0,2.18,,,,,26.0,20,2772.0,3342670.0,31.28
2198,280,2014,,1.0,2.0,3.1,1.53,,,,,,14,2867.0,,
2199,280,2012,,,,3.2,0.33,,,,,,3,2968.0,,
2200,281,2017,51582.0,0.0,0.0,,1.07,53631.0,90.0,3.0,9712.0,19.0,2,,980058.0,17.0
2201,281,2018,49614.0,0.0,0.0,,1.07,,,,,19.0,2,,992277.0,16.0
2202,281,2016,51582.0,0.0,0.0,,1.6,,,,,18.0,3,,980056.0,15.74
2203,281,2015,55188.0,0.0,0.0,4.3,2.67,,,,,17.0,5,812.0,993392.0,15.08
2204,281,2013,54729.0,,,4.1,2.67,,,,,15.0,5,775.0,985113.0,17.52
2205,281,2011,54801.0,,,5.5,2.14,,,,,14.0,4,1031.0,986422.0,18.8
2206,281,2014,,0.0,0.0,5.4,1.6,,,,,,3,1014.0,,
2207,281,2012,,,,3.6,4.28,,,,,,8,679.0,,
2208,282,2017,625.0,0.0,0.0,,0.0,47009.0,100.0,0.0,7877.0,44.0,0,,625.0,18.0
2209,282,2018,625.0,0.0,0.0,,0.57,,,,,45.0,2,,625.0,15.0
2210,282,2016,625.0,0.0,0.0,,0.0,,,,,43.0,0,,625.0,18.11
2211,282,2015,625.0,0.0,0.0,0.3,0.0,,,,,42.0,0,105.0,625.0,17.98
2212,282,2013,625.0,,,0.2,0.29,,,,,40.0,1,53.0,625.0,16.46
2213,282,2011,625.0,,,0.1,0.29,,,,,38.0,1,37.0,625.0,17.03
2214,282,2014,,0.0,0.0,0.2,0.0,,,,,,0,87.0,,
2215,282,2012,,,,0.2,0.57,,,,,,2,54.0,,
2216,283,2017,52976.0,15.0,161.0,,0.0,48208.0,91.0,1.0,11270.0,31.0,0,,52976.0,18.0
2217,283,2018,52976.0,15.0,159.0,,0.23,,,,,32.0,1,,52976.0,14.0
2218,283,2016,52976.0,15.0,161.0,,0.23,,,,,30.0,1,,52976.0,20.25
2219,283,2015,32680.0,15.0,161.0,0.2,0.69,,,,,29.0,3,82.0,32680.0,19.58
2220,283,2013,32680.0,,,0.2,0.0,,,,,27.0,0,72.0,32680.0,20.1
2221,283,2011,54599.0,,,0.1,0.0,,,,,25.0,0,49.0,54599.0,18.46
2222,283,2014,,15.0,161.0,0.2,0.0,,,,,,0,80.0,,
2223,283,2012,,,,0.1,0.46,,,,,,2,34.0,,
2224,284,2017,15903.0,1.0,3.0,,5.57,123269.0,96.0,3.0,39560.0,9.0,53,,47709.0,0.0
2225,284,2018,29498.0,55.0,388.0,,5.04,,,,,5.0,48,,265485.0,0.0
2226,284,2016,5846.0,0.0,0.0,,3.05,,,,,12.0,29,,11692.0,0.83
2227,284,2015,5846.0,0.0,0.0,0.2,0.32,,,,,10.0,3,185.0,11692.0,0.83
2228,284,2013,5846.0,,,0.2,0.63,,,,,9.0,6,149.0,11692.0,0.62
2229,284,2011,5846.0,,,0.1,0.21,,,,,7.0,2,116.0,11692.0,0.73
2230,284,2014,,1.0,2.0,0.2,0.11,,,,,,1,149.0,,
2231,284,2012,,,,0.1,0.0,,,,,,0,136.0,,
2232,285,2017,99518.0,0.0,0.0,,1.74,,,,,33.0,48,,17216614.0,
2233,285,2018,100693.0,0.0,0.0,,2.13,,,,,33.0,59,,17721930.0,
2234,285,2016,97838.0,0.0,0.0,,2.13,,,,,32.0,59,,17023792.0,
2235,285,2015,97565.0,0.0,0.0,4.9,1.74,,,,,31.0,48,13561.0,16781244.0,
2236,285,2013,96276.0,,,4.8,1.27,,,,,29.0,35,13344.0,16752108.0,
2237,285,2011,95623.0,,,4.2,1.2,,,,,27.0,33,11595.0,16447073.0,
2238,285,2014,,0.0,0.0,5.1,1.27,,,,,,35,13990.0,,
2239,285,2012,,,,4.5,2.25,,,,,,62,12374.0,,
2240,286,2017,36873.0,0.0,0.0,,0.98,37434.0,95.0,7.0,11532.0,34.0,16,,1438047.0,
2241,286,2018,42625.0,0.0,0.0,,1.04,,,,,33.0,17,,1449249.0,
2242,286,2016,31361.0,0.0,0.0,,0.06,,,,,34.0,1,,1223072.0,
2243,286,2015,30421.0,0.0,0.0,0.9,0.91,,,,,33.0,15,1526.0,1186437.0,
2244,286,2013,28660.0,,,0.8,0.37,,,,,32.0,6,1386.0,1232398.0,
2245,286,2011,25199.0,,,1.0,0.37,,,,,32.0,6,1604.0,1033163.0,
2246,286,2014,,0.0,0.0,0.8,0.67,,,,,,11,1265.0,,
2247,286,2012,,,,0.9,0.55,,,,,,9,1413.0,,
2248,287,2017,27257.0,99.0,1203.0,,3.7,50516.0,99.0,2.0,11341.0,27.0,57,,6650708.0,11.0
2249,287,2018,27051.0,99.0,1224.0,,2.34,,,,,28.0,36,,6735814.0,11.0
2250,287,2016,27822.0,99.0,1204.0,,4.29,,,,,27.0,66,,6844223.0,11.06
2251,287,2015,27024.0,99.0,1221.0,8.6,4.55,,,,,26.0,70,13272.0,6566716.0,10.87
2252,287,2013,27204.0,,,7.7,2.66,,,,,24.0,41,11806.0,6583343.0,9.58
2253,287,2011,27010.0,,,7.1,2.47,,,,,23.0,38,10955.0,6563416.0,10.85
2254,287,2014,,99.0,1221.0,7.6,3.96,,,,,,61,11724.0,,
2255,287,2012,,,,7.6,3.57,,,,,,55,11779.0,,
2256,288,2017,9953.0,12.0,118.0,,0.35,72071.0,99.0,24.0,5702.0,38.0,2,,218966.0,2.0
2257,288,2018,9686.0,16.0,160.0,,0.7,,,,,37.0,4,,222776.0,3.0
2258,288,2016,9953.0,12.0,117.0,,0.0,,,,,37.0,0,,218968.0,3.14
2259,288,2015,9452.0,12.0,116.0,0.6,0.17,,,,,40.0,1,325.0,198488.0,3.15
2260,288,2013,9031.0,,,0.4,0.0,,,,,40.0,0,243.0,189648.0,3.34
2261,288,2011,9282.0,,,3.9,1.74,,,,,40.0,10,2217.0,185639.0,5.15
2262,288,2014,,11.0,110.0,0.5,0.52,,,,,,3,280.0,,
2263,288,2012,,,,0.4,0.7,,,,,,4,240.0,,
2264,289,2017,53520.0,16.0,206.0,,0.4,74158.0,89.0,3.0,14733.0,10.0,5,,695760.0,7.0
2265,289,2018,49830.0,17.0,227.0,,1.51,,,,,10.0,19,,697618.0,7.0
2266,289,2016,53520.0,16.0,206.0,,1.03,,,,,9.0,13,,695758.0,8.43
2267,289,2015,46179.0,16.0,206.0,1.1,0.64,,,,,9.0,8,1351.0,554148.0,8.16
2268,289,2013,46179.0,,,1.0,0.32,,,,,7.0,4,1291.0,554148.0,6.62
2269,289,2011,50929.0,,,0.6,0.24,,,,,7.0,3,695.0,611151.0,6.43
2270,289,2014,,11.0,147.0,1.1,1.19,,,,,,15,1350.0,,
2271,289,2012,,,,0.8,0.32,,,,,,4,990.0,,
2272,290,2017,19120.0,40.0,163.0,,3.09,21705.0,97.0,17.0,6330.0,42.0,26,,5162400.0,21.0
2273,290,2018,19115.0,58.0,148.0,,6.17,,,,,42.0,52,,5141965.0,27.0
2274,290,2016,17981.0,39.0,162.0,,7.12,,,,,41.0,60,,4890882.0,33.63
2275,290,2015,18796.0,40.0,167.0,10.9,5.22,,,,,40.0,44,9197.0,5112604.0,31.94
2276,290,2013,18956.0,,,10.2,2.85,,,,,39.0,24,8570.0,5137118.0,56.56
2277,290,2011,18860.0,,,9.0,4.39,,,,,37.0,37,7551.0,5092070.0,53.43
2278,290,2014,,40.0,167.0,10.4,3.8,,,,,,32,8789.0,,
2279,290,2012,,,,9.9,2.97,,,,,,25,8327.0,,
2280,291,2017,3362.0,4.0,36.0,,6.82,26935.0,93.0,6.0,4570.0,42.0,10,,13448.0,34.0
2281,291,2018,3362.0,2.0,16.0,,0.68,,,,,43.0,1,,13446.0,34.0
2282,291,2016,3032.0,3.0,34.0,,16.37,,,,,42.0,24,,15159.0,34.14
2283,291,2015,3035.0,3.0,34.0,0.4,0.0,,,,,41.0,0,62.0,15174.0,32.66
2284,291,2013,3035.0,,,0.3,0.68,,,,,39.0,1,37.0,15174.0,28.84
2285,291,2011,3035.0,,,0.3,0.0,,,,,37.0,0,37.0,15174.0,42.0
2286,291,2014,,3.0,34.0,0.3,1.36,,,,,,2,38.0,,
2287,291,2012,,,,0.2,0.0,,,,,,0,36.0,,
2288,292,2017,15884.0,0.0,0.0,,5.89,28571.0,78.0,9.0,10782.0,49.0,18,,492404.0,49.0
2289,292,2018,17070.0,0.0,0.0,,0.65,,,,,50.0,2,,529174.0,38.0
2290,292,2016,15752.0,0.0,0.0,,1.96,,,,,48.0,6,,488307.0,52.74
2291,292,2015,14632.0,0.0,0.0,1.2,0.0,,,,,46.0,0,362.0,497499.0,49.66
2292,292,2013,13981.0,,,1.3,0.65,,,,,45.0,2,394.0,503325.0,48.86
2293,292,2011,13981.0,,,1.0,6.22,,,,,43.0,19,310.0,503325.0,49.72
2294,292,2014,,0.0,0.0,1.1,0.65,,,,,,2,351.0,,
2295,292,2012,,,,1.1,5.89,,,,,,18,325.0,,
2296,293,2017,7366.0,24.0,86.0,,5.46,38000.0,88.0,14.0,18558.0,57.0,6,,88392.0,47.0
2297,293,2018,7366.0,35.0,124.0,,0.91,,,,,58.0,1,,88387.0,42.0
2298,293,2016,7366.0,25.0,87.0,,0.0,,,,,56.0,0,,88387.0,63.47
2299,293,2015,7366.0,25.0,88.0,0.9,0.0,,,,,55.0,0,101.0,88387.0,65.56
2300,293,2013,7366.0,,,1.0,0.91,,,,,53.0,1,107.0,88387.0,50.71
2301,293,2011,6887.0,,,0.9,1.82,,,,,52.0,2,101.0,89526.0,54.61
2302,293,2014,,25.0,88.0,0.9,0.0,,,,,,0,104.0,,
2303,293,2012,,,,1.0,1.82,,,,,,2,113.0,,
2304,294,2017,22350.0,25.0,120.0,,1.07,25560.0,79.0,6.0,22335.0,40.0,4,,357600.0,51.0
2305,294,2018,22513.0,26.0,124.0,,0.27,,,,,44.0,1,,360200.0,46.0
2306,294,2016,26171.0,28.0,120.0,,0.27,,,,,38.0,1,,444909.0,64.32
2307,294,2015,24824.0,28.0,123.0,1.2,0.27,,,,,38.0,1,441.0,446831.0,59.36
2308,294,2013,24659.0,,,1.3,1.07,,,,,35.0,4,490.0,419196.0,52.31
2309,294,2011,23355.0,,,0.8,0.27,,,,,33.0,1,311.0,420384.0,57.65
2310,294,2014,,28.0,123.0,1.2,1.07,,,,,,4,446.0,,
2311,294,2012,,,,1.3,1.61,,,,,,6,480.0,,
2312,295,2017,2894.0,0.0,0.0,,1.89,22625.0,77.0,3.0,3330.0,34.0,2,,14470.0,43.0
2313,295,2018,2741.0,0.0,0.0,,0.0,,,,,32.0,0,,16448.0,41.0
2314,295,2016,2894.0,0.0,0.0,,0.94,,,,,33.0,1,,14470.0,51.94
2315,295,2015,2741.0,0.0,0.0,0.2,1.89,,,,,29.0,2,22.0,16448.0,47.96
2316,295,2013,2741.0,,,1.6,0.94,,,,,27.0,1,170.0,16448.0,41.48
2317,295,2011,2394.0,,,0.2,4.71,,,,,35.0,5,20.0,14362.0,48.19
2318,295,2014,,0.0,0.0,0.6,1.89,,,,,,2,59.0,,
2319,295,2012,,,,1.4,0.94,,,,,,1,144.0,,
2320,296,2017,495.0,1.0,5.0,,0.13,84722.0,94.0,15.0,17347.0,9.0,1,,495.0,7.0
2321,296,2018,495.0,0.0,0.0,,0.0,,,,,10.0,0,,495.0,5.0
2322,296,2016,495.0,1.0,5.0,,0.0,,,,,8.0,0,,495.0,9.36
2323,296,2015,495.0,1.0,5.0,0.1,0.0,,,,,7.0,0,52.0,495.0,9.36
2324,296,2013,495.0,,,0.1,0.0,,,,,5.0,0,94.0,495.0,6.42
2325,296,2011,495.0,,,0.1,0.13,,,,,3.0,1,49.0,495.0,9.13
2326,296,2014,,0.0,0.0,0.1,0.0,,,,,,0,79.0,,
2327,296,2012,,,,0.1,0.0,,,,,,0,72.0,,
2328,297,2017,4313.0,0.0,0.0,,0.0,176111.0,100.0,0.0,70181.0,28.0,0,,4313.0,0.0
2329,297,2018,4313.0,0.0,0.0,,0.0,,,,,29.0,0,,4313.0,0.0
2330,297,2016,4313.0,0.0,0.0,,0.0,,,,,27.0,0,,4313.0,0.22
2331,297,2015,4313.0,0.0,0.0,1.7,0.0,,,,,26.0,0,174.0,4313.0,0.22
2332,297,2013,4313.0,,,1.7,0.0,,,,,24.0,0,178.0,4313.0,0.0
2333,297,2011,4313.0,,,1.7,0.0,,,,,22.0,0,177.0,4313.0,0.22
2334,297,2014,,0.0,0.0,1.7,0.0,,,,,,0,174.0,,
2335,297,2012,,,,1.5,0.0,,,,,,0,157.0,,
2336,298,2017,24149.0,15.0,120.0,,7.52,41166.0,89.0,30.0,4836.0,25.0,19,,1424791.0,10.0
2337,298,2018,24083.0,15.0,120.0,,7.12,,,,,26.0,18,,1444962.0,6.0
2338,298,2016,23735.0,15.0,120.0,,12.66,,,,,24.0,32,,1424121.0,14.52
2339,298,2015,24038.0,15.0,120.0,8.3,3.96,,,,,23.0,10,2098.0,1442309.0,13.97
2340,298,2013,24390.0,,,9.3,10.29,,,,,22.0,26,2362.0,1439006.0,13.96
2341,298,2011,24333.0,,,8.9,2.77,,,,,20.0,7,2258.0,1411289.0,13.33
2342,298,2014,,15.0,120.0,7.8,7.12,,,,,,18,1975.0,,
2343,298,2012,,,,9.2,12.66,,,,,,32,2316.0,,
2344,299,2017,9491.0,4.0,47.0,,1.25,62104.0,91.0,5.0,7862.0,36.0,6,,113892.0,14.0
2345,299,2018,9491.0,14.0,190.0,,0.63,,,,,37.0,3,,113895.0,11.0
2346,299,2016,9491.0,4.0,45.0,,1.67,,,,,35.0,8,,113895.0,18.55
2347,299,2015,9339.0,4.0,45.0,0.3,0.83,,,,,37.0,4,121.0,102724.0,18.21
2348,299,2013,10328.0,,,0.2,0.83,,,,,35.0,4,105.0,113604.0,15.04
2349,299,2011,10160.0,,,0.3,0.21,,,,,30.0,1,125.0,101599.0,17.16
2350,299,2014,,4.0,44.0,0.3,0.83,,,,,,4,131.0,,
2351,299,2012,,,,0.3,1.25,,,,,,6,125.0,,
2352,300,2017,32447.0,81.0,464.0,,2.56,45772.0,95.0,9.0,15164.0,26.0,12,,2271290.0,9.0
2353,300,2018,32367.0,81.0,464.0,,4.26,,,,,26.0,20,,2330433.0,0.0
2354,300,2016,35187.0,81.0,464.0,,2.77,,,,,25.0,13,,2463123.0,11.16
2355,300,2015,34384.0,81.0,464.0,5.3,3.83,,,,,24.0,18,2477.0,2475672.0,11.24
2356,300,2013,34384.0,,,9.1,7.88,,,,,22.0,37,4263.0,2475672.0,17.22
2357,300,2011,32332.0,,,8.0,11.08,,,,,20.0,52,3762.0,2392538.0,17.65
2358,300,2014,,81.0,464.0,5.5,3.41,,,,,,16,2604.0,,
2359,300,2012,,,,8.7,11.29,,,,,,53,4072.0,,
2360,301,2017,598.0,2.0,16.0,,0.19,74671.0,95.0,4.0,15996.0,4.0,1,,598.0,11.0
2361,301,2018,598.0,2.0,21.0,,0.19,,,,,5.0,1,,598.0,9.0
2362,301,2016,598.0,2.0,15.0,,0.0,,,,,3.0,0,,598.0,12.33
2363,301,2015,598.0,2.0,15.0,0.1,0.19,,,,,2.0,1,37.0,598.0,12.14
2364,301,2013,,,,0.0,0.0,,,,,,0,23.0,,11.74
2365,301,2011,,,,0.0,0.0,,,,,,0,15.0,,12.57
2366,301,2014,,2.0,15.0,0.1,0.0,,,,,,0,31.0,,
2367,301,2012,,,,0.0,0.0,,,,,,0,16.0,,
2368,302,2017,2865.0,22.0,271.0,,0.27,90833.0,95.0,3.0,22944.0,34.0,1,,8595.0,6.0
2369,302,2018,2865.0,23.0,273.0,,0.0,,,,,35.0,0,,8596.0,5.0
2370,302,2016,2865.0,22.0,271.0,,0.81,,,,,33.0,3,,8596.0,7.38
2371,302,2015,2865.0,22.0,271.0,0.4,0.27,,,,,32.0,1,135.0,8596.0,7.38
2372,302,2013,2912.0,,,0.3,1.34,,,,,30.0,5,115.0,8736.0,7.95
2373,302,2011,2912.0,,,0.2,0.54,,,,,28.0,2,60.0,8736.0,7.77
2374,302,2014,,22.0,271.0,0.3,0.0,,,,,,0,121.0,,
2375,302,2012,,,,0.3,0.54,,,,,,2,111.0,,
2376,303,2017,23467.0,100.0,898.0,,15.04,56055.0,98.0,29.0,6750.0,25.0,30,,492807.0,12.0
2377,303,2018,22400.0,100.0,960.0,,4.01,,,,,28.0,8,,492798.0,12.0
2378,303,2016,16464.0,100.0,898.0,,6.01,,,,,27.0,12,,345746.0,14.78
2379,303,2015,16464.0,100.0,898.0,5.9,7.02,,,,,26.0,14,1184.0,345746.0,14.25
2380,303,2013,16454.0,,,5.5,34.58,,,,,24.0,69,1097.0,345536.0,12.27
2381,303,2011,16393.0,,,4.4,3.51,,,,,23.0,7,873.0,344263.0,12.82
2382,303,2014,,100.0,898.0,6.3,5.01,,,,,,10,1261.0,,
2383,303,2012,,,,5.0,4.51,,,,,,9,992.0,,
2384,304,2017,26402.0,98.0,370.0,,1.5,24968.0,75.0,6.0,2957.0,23.0,1,,132010.0,30.0
2385,304,2018,26402.0,98.0,371.0,,6.02,,,,,24.0,4,,132009.0,28.0
2386,304,2016,26402.0,98.0,371.0,,4.51,,,,,22.0,3,,132009.0,39.98
2387,304,2015,21491.0,98.0,371.0,1.7,3.01,,,,,24.0,2,111.0,128945.0,38.51
2388,304,2013,21037.0,,,1.6,3.01,,,,,22.0,2,107.0,126221.0,34.54
2389,304,2011,21037.0,,,2.1,33.09,,,,,20.0,22,139.0,126221.0,71.99
2390,304,2014,,98.0,371.0,1.9,10.53,,,,,,7,126.0,,
2391,304,2012,,,,1.8,43.62,,,,,,29,119.0,,
2392,305,2017,12785.0,40.0,164.0,,0.0,32177.0,86.0,14.0,10168.0,51.0,0,,76710.0,20.0
2393,305,2018,12785.0,40.0,164.0,,0.33,,,,,52.0,1,,76711.0,18.0
2394,305,2016,14589.0,40.0,164.0,,0.67,,,,,46.0,2,,87535.0,30.34
