,NPA,year,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,park_proximate_units,low_birthweight,pharmacy_proximate_units,pharmacy_proximity,public_health_insurance,age_of_death,low_cost_healthcare_proximate_units,low_cost_healthcare_proximity,park_proximity
1248,160,2018,,0.0,,0.0,889.0,,0.0,0.0,,,0.0,0.0,80.0
1249,160,2017,,0.0,,0.0,919.0,,0.0,0.0,35.0,,0.0,0.0,83.0
1250,160,2016,6.7,0.0,46.1,0.0,919.0,18.0,0.0,0.0,,63.0,0.0,0.0,83.0
1251,160,2015,,0.0,,0.0,919.0,,0.0,0.0,40.0,,,,83.0
1252,160,2014,7.8,0.0,61.0,0.0,,14.3,,,30.0,64.0,,,
1253,160,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1254,160,2013,,,,,918.0,,0.0,0.0,,,,,83.0
1255,160,2012,8.6,,60.5,,,13.6,,,,66.0,,,
1256,161,2018,,0.0,,0.0,332.0,,0.0,0.0,,,0.0,0.0,29.0
1257,161,2017,,0.0,,0.0,308.0,,0.0,0.0,17.0,,0.0,0.0,27.0
1258,161,2016,0.0,0.0,62.5,0.0,304.0,5.6,0.0,0.0,,65.0,0.0,0.0,27.0
1259,161,2015,,0.0,,0.0,304.0,,0.0,0.0,22.0,,,,27.0
1260,161,2014,5.7,0.0,61.4,0.0,,8.0,,,14.0,54.0,,,
1261,161,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1262,161,2013,,,,,299.0,,0.0,0.0,,,,,26.0
1263,161,2012,5.7,,75.0,,,11.4,,,,61.0,,,
1264,162,2018,,223.0,,32.0,678.0,,303.0,44.0,,,187.0,27.0,98.0
1265,162,2017,,142.0,,32.0,673.0,,222.0,32.0,25.0,,194.0,28.0,97.0
1266,162,2016,5.2,142.0,56.9,20.0,673.0,12.1,330.0,47.0,,66.0,194.0,28.0,97.0
1267,162,2015,,142.0,,20.0,673.0,,301.0,43.0,33.0,,,,97.0
1268,162,2014,0.0,144.0,68.9,21.0,,8.9,,,25.0,69.0,,,
1269,162,2011,,223.0,,32.0,,,0.0,0.0,,,,,
1270,162,2013,,,,,677.0,,0.0,0.0,,,,,97.0
1271,162,2012,5.3,,77.2,,,7.0,,,,55.0,,,
1272,163,2018,,719.0,,86.0,837.0,,837.0,100.0,,,837.0,100.0,100.0
1273,163,2017,,485.0,,86.0,522.0,,522.0,100.0,15.0,,522.0,100.0,100.0
1274,163,2016,0.0,491.0,86.1,93.0,528.0,11.1,528.0,100.0,,66.0,528.0,100.0,100.0
1275,163,2015,,507.0,,93.0,544.0,,544.0,100.0,21.0,,,,100.0
1276,163,2014,0.0,503.0,83.3,93.0,,13.3,,,22.0,64.0,,,
1277,163,2011,,426.0,,79.0,,,539.0,100.0,,,,,
1278,163,2013,,,,,540.0,,540.0,100.0,,,,,100.0
1279,163,2012,4.5,,72.7,,,13.6,,,,66.0,,,
1280,164,2018,,1648.0,,99.0,1265.0,,1168.0,70.0,,,131.0,8.0,76.0
1281,164,2017,,1740.0,,99.0,1365.0,,986.0,56.0,31.0,,183.0,10.0,77.0
1282,164,2016,8.5,1568.0,44.1,89.0,1368.0,10.6,1225.0,69.0,,52.0,1655.0,94.0,77.0
1283,164,2015,,1538.0,,88.0,1346.0,,1315.0,75.0,38.0,,,,77.0
1284,164,2014,4.6,1623.0,40.7,89.0,,10.8,,,26.0,63.0,,,
1285,164,2011,,1382.0,,76.0,,,1394.0,76.0,,,,,
1286,164,2013,,,,,1417.0,,1385.0,76.0,,,,,78.0
1287,164,2012,3.7,,46.5,,,7.4,,,,57.0,,,
1288,165,2018,,741.0,,82.0,171.0,,776.0,85.0,,,794.0,87.0,19.0
1289,165,2017,,736.0,,82.0,167.0,,790.0,87.0,29.0,,741.0,82.0,18.0
1290,165,2016,6.2,756.0,53.5,83.0,169.0,10.1,791.0,87.0,,24.0,741.0,81.0,19.0
1291,165,2015,,756.0,,83.0,169.0,,768.0,84.0,35.0,,,,19.0
1292,165,2014,3.8,756.0,51.9,83.0,,9.8,,,36.0,34.0,,,
1293,165,2011,,734.0,,80.0,,,770.0,84.0,,,,,
1294,165,2013,,,,,169.0,,768.0,84.0,,,,,19.0
1295,165,2012,8.1,,56.6,,,9.1,,,,46.0,,,
1296,166,2018,,428.0,,80.0,18.0,,463.0,86.0,,,433.0,80.0,3.0
1297,166,2017,,536.0,,80.0,18.0,,499.0,93.0,30.0,,439.0,82.0,3.0
1298,166,2016,2.5,535.0,55.0,100.0,18.0,12.5,452.0,84.0,,60.0,537.0,100.0,3.0
1299,166,2015,,536.0,,100.0,18.0,,350.0,65.0,33.0,,,,3.0
1300,166,2014,5.8,536.0,53.9,100.0,,13.5,,,27.0,37.0,,,
1301,166,2011,,438.0,,81.0,,,47.0,9.0,,,,,
1302,166,2013,,,,,0.0,,0.0,0.0,,,,,0.0
1303,166,2012,0.0,,63.2,,,13.2,,,,70.0,,,
1304,167,2018,,0.0,,0.0,361.0,,260.0,72.0,,,7.0,2.0,100.0
1305,167,2017,,260.0,,0.0,360.0,,260.0,72.0,25.0,,7.0,2.0,100.0
1306,167,2016,6.8,260.0,47.7,72.0,359.0,9.1,260.0,72.0,,61.0,358.0,100.0,100.0
1307,167,2015,,260.0,,72.0,361.0,,0.0,0.0,31.0,,,,100.0
1308,167,2014,0.0,260.0,64.7,72.0,,8.8,,,26.0,71.0,,,
1309,167,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1310,167,2013,,,,,0.0,,0.0,0.0,,,,,0.0
1311,167,2012,10.0,,60.0,,,7.5,,,,68.0,,,
1312,168,2018,,0.0,,0.0,431.0,,91.0,14.0,,,575.0,91.0,68.0
1313,168,2017,,91.0,,0.0,334.0,,101.0,16.0,29.0,,546.0,86.0,53.0
1314,168,2016,6.7,91.0,48.9,14.0,334.0,6.7,101.0,16.0,,65.0,547.0,86.0,53.0
1315,168,2015,,91.0,,14.0,334.0,,101.0,16.0,34.0,,,,53.0
1316,168,2014,2.4,91.0,69.1,14.0,,11.9,,,28.0,62.0,,,
1317,168,2011,,0.0,,0.0,,,101.0,16.0,,,,,
1318,168,2013,,,,,18.0,,101.0,16.0,,,,,3.0
1319,168,2012,5.0,,57.5,,,17.5,,,,68.0,,,
1320,169,2018,,0.0,,0.0,711.0,,180.0,18.0,,,176.0,17.0,70.0
1321,169,2017,,0.0,,0.0,620.0,,89.0,9.0,6.0,,0.0,0.0,66.0
1322,169,2016,0.0,0.0,80.0,0.0,539.0,4.6,11.0,1.0,,52.0,0.0,0.0,63.0
1323,169,2015,,0.0,,0.0,493.0,,11.0,1.0,6.0,,,,62.0
1324,169,2014,0.0,0.0,73.9,0.0,,10.1,,,3.0,57.0,,,
1325,169,2011,,28.0,,4.0,,,11.0,1.0,,,,,
1326,169,2013,,,,,462.0,,11.0,1.0,,,,,59.0
1327,169,2012,1.5,,86.2,,,9.2,,,,,,,
1328,170,2018,,82.0,,13.0,488.0,,80.0,13.0,,,181.0,28.0,76.0
1329,170,2017,,215.0,,13.0,481.0,,220.0,35.0,5.0,,133.0,21.0,76.0
1330,170,2016,8.7,215.0,69.6,34.0,481.0,8.7,215.0,34.0,,74.0,248.0,39.0,76.0
1331,170,2015,,215.0,,34.0,482.0,,215.0,34.0,4.0,,,,76.0
1332,170,2014,0.0,215.0,76.2,34.0,,4.8,,,2.0,66.0,,,
1333,170,2011,,82.0,,13.0,,,215.0,34.0,,,,,
1334,170,2013,,,,,481.0,,215.0,34.0,,,,,76.0
1335,170,2012,0.0,,93.9,,,0.0,,,,65.0,,,
1336,171,2018,,436.0,,86.0,0.0,,451.0,89.0,,,451.0,89.0,0.0
1337,171,2017,,379.0,,86.0,0.0,,432.0,85.0,4.0,,432.0,85.0,0.0
1338,171,2016,0.0,314.0,91.3,71.0,0.0,0.0,367.0,83.0,,76.0,367.0,83.0,0.0
1339,171,2015,,270.0,,68.0,0.0,,323.0,81.0,4.0,,,,0.0
1340,171,2014,4.8,275.0,57.1,68.0,,0.0,,,4.0,84.0,,,
1341,171,2011,,329.0,,82.0,,,328.0,81.0,,,,,
1342,171,2013,,,,,0.0,,328.0,81.0,,,,,0.0
1343,171,2012,0.0,,95.5,,,9.1,,,,,,,
1344,172,2018,,72.0,,6.0,889.0,,309.0,27.0,,,0.0,0.0,78.0
1345,172,2017,,498.0,,6.0,884.0,,429.0,38.0,4.0,,0.0,0.0,78.0
1346,172,2016,0.0,499.0,68.5,44.0,884.0,1.4,430.0,38.0,,58.0,212.0,19.0,78.0
1347,172,2015,,496.0,,44.0,884.0,,427.0,38.0,5.0,,,,78.0
1348,172,2014,1.1,94.0,86.4,8.0,,3.4,,,3.0,67.0,,,
1349,172,2011,,137.0,,13.0,,,369.0,35.0,,,,,
1350,172,2013,,,,,871.0,,412.0,37.0,,,,,78.0
1351,172,2012,0.0,,84.3,,,6.5,,,,74.0,,,
1352,173,2018,,0.0,,0.0,419.0,,0.0,0.0,,,0.0,0.0,98.0
1353,173,2017,,0.0,,0.0,417.0,,0.0,0.0,32.0,,0.0,0.0,98.0
1354,173,2016,3.0,0.0,66.7,0.0,63.0,21.2,74.0,18.0,,57.0,0.0,0.0,15.0
1355,173,2015,,0.0,,0.0,63.0,,60.0,15.0,41.0,,,,16.0
1356,173,2014,3.7,0.0,48.1,0.0,,18.5,,,35.0,67.0,,,
1357,173,2011,,26.0,,7.0,,,0.0,0.0,,,,,
1358,173,2013,,,,,63.0,,0.0,0.0,,,,,16.0
1359,173,2012,10.5,,63.2,,,26.3,,,,70.0,,,
1360,174,2018,,17.0,,3.0,124.0,,181.0,29.0,,,0.0,0.0,20.0
1361,174,2017,,17.0,,3.0,124.0,,181.0,29.0,16.0,,0.0,0.0,20.0
1362,174,2016,0.0,0.0,70.3,0.0,125.0,18.9,181.0,29.0,,75.0,0.0,0.0,20.0
1363,174,2015,,0.0,,0.0,125.0,,164.0,26.0,18.0,,,,20.0
1364,174,2014,0.0,0.0,52.9,0.0,,8.8,,,13.0,73.0,,,
1365,174,2011,,0.0,,0.0,,,164.0,26.0,,,,,
1366,174,2013,,,,,125.0,,164.0,26.0,,,,,20.0
1367,174,2012,0.0,,58.7,,,6.5,,,,71.0,,,
1368,175,2018,,0.0,,0.0,180.0,,0.0,0.0,,,0.0,0.0,26.0
1369,175,2017,,0.0,,0.0,186.0,,0.0,0.0,4.0,,0.0,0.0,27.0
1370,175,2016,0.0,0.0,72.9,0.0,186.0,4.2,0.0,0.0,,77.0,0.0,0.0,27.0
1371,175,2015,,0.0,,0.0,186.0,,0.0,0.0,4.0,,,,27.0
1372,175,2014,0.0,0.0,88.9,0.0,,11.1,,,2.0,72.0,,,
1373,175,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1374,175,2013,,,,,185.0,,0.0,0.0,,,,,27.0
1375,175,2012,0.0,,93.5,,,6.5,,,,66.0,,,
1376,176,2018,,306.0,,26.0,113.0,,287.0,25.0,,,287.0,25.0,10.0
1377,176,2017,,175.0,,26.0,113.0,,286.0,25.0,4.0,,286.0,25.0,10.0
1378,176,2016,0.0,175.0,70.0,15.0,113.0,0.0,326.0,28.0,,76.0,286.0,25.0,10.0
1379,176,2015,,175.0,,15.0,112.0,,326.0,28.0,4.0,,,,10.0
1380,176,2014,0.0,175.0,71.2,15.0,,9.6,,,2.0,71.0,,,
1381,176,2011,,304.0,,26.0,,,326.0,28.0,,,,,
1382,176,2013,,,,,112.0,,326.0,28.0,,,,,10.0
1383,176,2012,0.0,,81.5,,,4.6,,,,72.0,,,
1384,177,2018,,191.0,,20.0,0.0,,191.0,20.0,,,0.0,0.0,0.0
1385,177,2017,,185.0,,20.0,0.0,,185.0,23.0,12.0,,0.0,0.0,0.0
1386,177,2016,0.0,184.0,78.1,23.0,0.0,0.0,184.0,23.0,,81.0,0.0,0.0,0.0
1387,177,2015,,184.0,,23.0,0.0,,184.0,23.0,7.0,,,,0.0
1388,177,2014,0.0,184.0,86.1,23.0,,11.1,,,14.0,84.0,,,
1389,177,2011,,196.0,,28.0,,,184.0,26.0,,,,,
1390,177,2013,,,,,0.0,,184.0,23.0,,,,,0.0
1391,177,2012,3.1,,87.5,,,6.3,,,,80.0,,,
1392,178,2018,,0.0,,0.0,2.0,,287.0,21.0,,,7.0,1.0,0.0
1393,178,2017,,0.0,,0.0,9.0,,284.0,22.0,7.0,,13.0,1.0,1.0
1394,178,2016,0.0,0.0,74.8,0.0,8.0,7.0,287.0,22.0,,,13.0,1.0,1.0
1395,178,2015,,0.0,,0.0,8.0,,152.0,13.0,5.0,,,,1.0
1396,178,2014,1.0,0.0,81.6,0.0,,12.6,,,3.0,65.0,,,
1397,178,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1398,178,2013,,,,,8.0,,0.0,0.0,,,,,1.0
1399,178,2012,0.0,,90.3,,,16.7,,,,,,,
1400,179,2018,,163.0,,21.0,250.0,,163.0,21.0,,,120.0,15.0,32.0
1401,179,2017,,91.0,,21.0,241.0,,153.0,23.0,6.0,,122.0,19.0,37.0
1402,179,2016,0.0,91.0,74.6,14.0,241.0,7.3,158.0,24.0,,82.0,122.0,18.0,37.0
1403,179,2015,,92.0,,14.0,241.0,,210.0,31.0,6.0,,,,36.0
1404,179,2014,1.9,92.0,80.8,14.0,,13.5,,,13.0,78.0,,,
1405,179,2011,,158.0,,24.0,,,157.0,24.0,,,,,
1406,179,2013,,,,,241.0,,158.0,24.0,,,,,36.0
1407,179,2012,0.0,,78.9,,,5.3,,,,80.0,,,
1408,180,2018,,0.0,,0.0,450.0,,15.0,3.0,,,0.0,0.0,85.0
1409,180,2017,,0.0,,0.0,447.0,,22.0,4.0,25.0,,0.0,0.0,84.0
1410,180,2016,2.2,0.0,52.2,0.0,344.0,8.7,22.0,4.0,,75.0,0.0,0.0,66.0
1411,180,2015,,0.0,,0.0,328.0,,22.0,4.0,33.0,,,,65.0
1412,180,2014,2.3,0.0,47.7,0.0,,4.6,,,23.0,78.0,,,
1413,180,2011,,0.0,,0.0,,,21.0,5.0,,,,,
1414,180,2013,,,,,318.0,,22.0,5.0,,,,,66.0
1415,180,2012,12.9,,58.1,,,3.2,,,,68.0,,,
1416,181,2018,,560.0,,44.0,827.0,,559.0,44.0,,,0.0,0.0,65.0
1417,181,2017,,567.0,,44.0,848.0,,568.0,45.0,3.0,,0.0,0.0,67.0
1418,181,2016,0.0,567.0,77.6,45.0,822.0,6.1,574.0,45.0,,79.0,0.0,0.0,65.0
1419,181,2015,,565.0,,45.0,817.0,,572.0,45.0,4.0,,,,65.0
1420,181,2014,0.0,566.0,81.8,46.0,,10.9,,,3.0,83.0,,,
1421,181,2011,,558.0,,46.0,,,548.0,45.0,,,,,
1422,181,2013,,,,,791.0,,548.0,44.0,,,,,64.0
1423,181,2012,0.0,,83.0,,,9.4,,,,75.0,,,
1424,182,2018,,0.0,,0.0,268.0,,0.0,0.0,,,0.0,0.0,100.0
1425,182,2017,,0.0,,0.0,268.0,,0.0,0.0,36.0,,206.0,77.0,100.0
1426,182,2016,11.5,0.0,50.0,0.0,268.0,19.2,0.0,0.0,,66.0,206.0,77.0,100.0
1427,182,2015,,0.0,,0.0,268.0,,0.0,0.0,42.0,,,,100.0
1428,182,2014,8.7,0.0,47.8,0.0,,30.4,,,36.0,64.0,,,
1429,182,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1430,182,2013,,,,,268.0,,0.0,0.0,,,,,100.0
1431,182,2012,13.0,,73.9,,,17.4,,,,57.0,,,
1432,183,2018,,51.0,,15.0,310.0,,58.0,17.0,,,68.0,19.0,88.0
1433,183,2017,,51.0,,15.0,307.0,,51.0,15.0,25.0,,61.0,17.0,87.0
1434,183,2016,4.8,51.0,57.1,15.0,306.0,0.0,57.0,16.0,,74.0,61.0,17.0,87.0
1435,183,2015,,52.0,,15.0,306.0,,61.0,17.0,31.0,,,,87.0
1436,183,2014,3.3,52.0,60.0,15.0,,10.0,,,22.0,65.0,,,
1437,183,2011,,52.0,,15.0,,,0.0,0.0,,,,,
1438,183,2013,,,,,307.0,,0.0,0.0,,,,,87.0
1439,183,2012,6.5,,74.2,,,0.0,,,,70.0,,,
1440,184,2018,,234.0,,34.0,677.0,,598.0,86.0,,,450.0,65.0,97.0
1441,184,2017,,274.0,,34.0,611.0,,582.0,85.0,3.0,,233.0,34.0,89.0
1442,184,2016,0.0,274.0,70.1,40.0,617.0,10.4,586.0,85.0,,75.0,297.0,43.0,90.0
1443,184,2015,,273.0,,40.0,619.0,,587.0,85.0,3.0,,,,90.0
1444,184,2014,0.0,273.0,89.8,40.0,,9.1,,,2.0,73.0,,,
1445,184,2011,,238.0,,27.0,,,379.0,44.0,,,,,
1446,184,2013,,,,,683.0,,280.0,41.0,,,,,99.0
1447,184,2012,0.0,,94.8,,,6.5,,,,73.0,,,
1448,185,2018,,0.0,,0.0,0.0,,694.0,51.0,,,694.0,51.0,0.0
1449,185,2017,,0.0,,0.0,0.0,,1369.0,100.0,17.0,,694.0,51.0,0.0
1450,185,2016,6.0,0.0,51.3,0.0,0.0,12.0,1367.0,100.0,,47.0,694.0,51.0,0.0
1451,185,2015,,0.0,,0.0,0.0,,1366.0,100.0,19.0,,,,0.0
1452,185,2014,2.7,0.0,40.7,0.0,,8.0,,,11.0,61.0,,,
1453,185,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1454,185,2013,,,,,0.0,,1368.0,100.0,,,,,0.0
1455,185,2012,5.5,,65.4,,,7.1,,,,63.0,,,
1456,186,2018,,0.0,,0.0,750.0,,28.0,3.0,,,0.0,0.0,90.0
1457,186,2017,,297.0,,0.0,749.0,,25.0,3.0,22.0,,0.0,0.0,90.0
1458,186,2016,2.9,323.0,54.3,39.0,732.0,10.0,280.0,34.0,,66.0,0.0,0.0,88.0
1459,186,2015,,323.0,,39.0,731.0,,279.0,34.0,30.0,,,,88.0
1460,186,2014,3.5,325.0,58.6,39.0,,10.3,,,23.0,59.0,,,
1461,186,2011,,300.0,,36.0,,,278.0,34.0,,,,,
1462,186,2013,,,,,727.0,,279.0,34.0,,,,,88.0
1463,186,2012,12.5,,62.5,,,8.3,,,,65.0,,,
1464,187,2018,,296.0,,73.0,311.0,,296.0,73.0,,,8.0,2.0,77.0
1465,187,2017,,301.0,,73.0,93.0,,312.0,77.0,5.0,,38.0,9.0,23.0
1466,187,2016,0.0,312.0,77.1,77.0,93.0,2.9,312.0,77.0,,,38.0,9.0,23.0
1467,187,2015,,312.0,,77.0,311.0,,312.0,77.0,9.0,,,,77.0
1468,187,2014,0.0,312.0,87.0,77.0,,4.4,,,4.0,,,,
1469,187,2011,,9.0,,2.0,,,251.0,62.0,,,,,
1470,187,2013,,,,,93.0,,251.0,62.0,,,,,23.0
1471,187,2012,0.0,,78.6,,,0.0,,,,,,,
1472,188,2018,,658.0,,85.0,426.0,,685.0,89.0,,,28.0,4.0,55.0
1473,188,2017,,426.0,,85.0,426.0,,506.0,69.0,4.0,,0.0,0.0,58.0
1474,188,2016,0.0,476.0,72.1,65.0,425.0,9.3,508.0,69.0,,74.0,0.0,0.0,58.0
1475,188,2015,,477.0,,65.0,426.0,,509.0,70.0,5.0,,,,58.0
1476,188,2014,0.0,477.0,87.8,66.0,,9.8,,,3.0,62.0,,,
1477,188,2011,,49.0,,7.0,,,510.0,72.0,,,,,
1478,188,2013,,,,,424.0,,509.0,70.0,,,,,58.0
1479,188,2012,0.0,,92.3,,,5.1,,,,72.0,,,
1480,189,2018,,400.0,,88.0,0.0,,400.0,88.0,,,400.0,88.0,0.0
1481,189,2017,,400.0,,88.0,0.0,,400.0,88.0,7.0,,405.0,89.0,0.0
1482,189,2016,0.0,400.0,54.8,88.0,0.0,3.2,400.0,88.0,,,405.0,89.0,0.0
1483,189,2015,,400.0,,88.0,0.0,,400.0,88.0,9.0,,,,0.0
1484,189,2014,0.0,400.0,80.8,88.0,,7.7,,,6.0,,,,
1485,189,2011,,400.0,,88.0,,,400.0,88.0,,,,,
1486,189,2013,,,,,0.0,,400.0,88.0,,,,,0.0
1487,189,2012,0.0,,66.7,,,4.2,,,,,,,
1488,190,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
1489,190,2017,,0.0,,0.0,0.0,,0.0,0.0,37.0,,0.0,0.0,0.0
1490,190,2016,2.9,0.0,52.9,0.0,0.0,20.6,0.0,0.0,,63.0,0.0,0.0,0.0
1491,190,2015,,0.0,,0.0,0.0,,0.0,0.0,43.0,,,,0.0
1492,190,2014,0.0,0.0,45.5,0.0,,15.2,,,33.0,61.0,,,
1493,190,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1494,190,2013,,,,,0.0,,0.0,0.0,,,,,0.0
1495,190,2012,11.8,,58.8,,,11.8,,,,61.0,,,
1496,191,2018,,338.0,,36.0,0.0,,415.0,44.0,,,0.0,0.0,0.0
1497,191,2017,,435.0,,36.0,0.0,,516.0,55.0,10.0,,0.0,0.0,0.0
1498,191,2016,2.3,433.0,70.5,46.0,0.0,15.9,514.0,54.0,,56.0,0.0,0.0,0.0
1499,191,2015,,433.0,,46.0,0.0,,514.0,54.0,12.0,,,,0.0
1500,191,2014,0.0,435.0,63.6,46.0,,4.6,,,7.0,72.0,,,
1501,191,2011,,342.0,,36.0,,,517.0,55.0,,,,,
1502,191,2013,,,,,0.0,,516.0,55.0,,,,,0.0
1503,191,2012,4.1,,69.4,,,8.2,,,,62.0,,,
1504,192,2018,,389.0,,32.0,761.0,,0.0,0.0,,,0.0,0.0,63.0
1505,192,2017,,337.0,,32.0,389.0,,0.0,0.0,17.0,,0.0,0.0,35.0
1506,192,2016,2.0,302.0,68.4,29.0,359.0,7.1,0.0,0.0,,62.0,621.0,60.0,35.0
1507,192,2015,,247.0,,26.0,691.0,,0.0,0.0,22.0,,,,73.0
1508,192,2014,0.0,224.0,56.6,25.0,,6.0,,,15.0,74.0,,,
1509,192,2011,,191.0,,22.0,,,0.0,0.0,,,,,
1510,192,2013,,,,,678.0,,0.0,0.0,,,,,75.0
1511,192,2012,4.3,,68.1,,,13.0,,,,73.0,,,
1512,193,2018,,335.0,,58.0,206.0,,395.0,69.0,,,375.0,65.0,36.0
1513,193,2017,,292.0,,58.0,206.0,,290.0,51.0,7.0,,387.0,68.0,36.0
1514,193,2016,0.0,294.0,83.7,52.0,206.0,4.7,365.0,64.0,,78.0,412.0,73.0,36.0
1515,193,2015,,293.0,,52.0,206.0,,314.0,55.0,10.0,,,,36.0
1516,193,2014,0.0,293.0,82.6,51.0,,0.0,,,8.0,68.0,,,
1517,193,2011,,346.0,,61.0,,,368.0,65.0,,,,,
1518,193,2013,,,,,207.0,,366.0,64.0,,,,,36.0
1519,193,2012,0.0,,78.4,,,0.0,,,,81.0,,,
1520,194,2018,,41.0,,4.0,408.0,,162.0,15.0,,,152.0,14.0,37.0
1521,194,2017,,18.0,,4.0,392.0,,231.0,22.0,3.0,,212.0,20.0,38.0
1522,194,2016,0.0,41.0,81.6,4.0,380.0,7.9,231.0,23.0,,74.0,212.0,21.0,37.0
1523,194,2015,,41.0,,4.0,376.0,,231.0,23.0,3.0,,,,37.0
1524,194,2014,0.0,41.0,78.9,4.0,,5.3,,,2.0,70.0,,,
1525,194,2011,,43.0,,4.0,,,42.0,4.0,,,,,
1526,194,2013,,,,,373.0,,41.0,4.0,,,,,37.0
1527,194,2012,5.3,,84.2,,,10.5,,,,,,,
1528,195,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
1529,195,2017,,0.0,,0.0,0.0,,0.0,0.0,12.0,,0.0,0.0,0.0
1530,195,2016,1.7,0.0,61.7,0.0,0.0,10.0,0.0,0.0,,70.0,0.0,0.0,0.0
1531,195,2015,,0.0,,0.0,0.0,,0.0,0.0,17.0,,,,0.0
1532,195,2014,1.4,0.0,75.7,0.0,,12.9,,,11.0,70.0,,,
1533,195,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1534,195,2013,,,,,0.0,,0.0,0.0,,,,,0.0
1535,195,2012,2.7,,73.0,,,12.2,,,,65.0,,,
1536,196,2018,,403.0,,54.0,87.0,,307.0,41.0,,,273.0,37.0,12.0
1537,196,2017,,413.0,,54.0,607.0,,300.0,40.0,19.0,,289.0,39.0,81.0
1538,196,2016,9.2,413.0,53.9,56.0,598.0,13.9,300.0,41.0,,63.0,282.0,38.0,81.0
1539,196,2015,,414.0,,57.0,586.0,,300.0,41.0,27.0,,,,81.0
1540,196,2014,2.6,413.0,62.3,57.0,,7.8,,,16.0,57.0,,,
1541,196,2011,,409.0,,57.0,,,303.0,42.0,,,,,
1542,196,2013,,,,,583.0,,300.0,42.0,,,,,81.0
1543,196,2012,6.9,,72.4,,,13.8,,,,63.0,,,
1544,197,2018,,0.0,,0.0,958.0,,2.0,0.0,,,2.0,0.0,96.0
1545,197,2017,,15.0,,0.0,943.0,,3.0,0.0,27.0,,0.0,0.0,95.0
1546,197,2016,8.4,14.0,55.8,1.0,943.0,5.3,3.0,0.0,,63.0,175.0,18.0,95.0
1547,197,2015,,14.0,,1.0,943.0,,3.0,0.0,31.0,,,,95.0
1548,197,2014,5.3,14.0,55.3,1.0,,10.5,,,23.0,70.0,,,
1549,197,2011,,8.0,,1.0,,,3.0,0.0,,,,,
1550,197,2013,,,,,306.0,,3.0,0.0,,,,,31.0
1551,197,2012,9.5,,63.5,,,12.2,,,,58.0,,,
1552,198,2018,,0.0,,0.0,194.0,,0.0,0.0,,,0.0,0.0,24.0
1553,198,2017,,0.0,,0.0,194.0,,0.0,0.0,9.0,,0.0,0.0,24.0
1554,198,2016,0.0,0.0,71.4,0.0,190.0,7.1,0.0,0.0,,87.0,0.0,0.0,23.0
1555,198,2015,,0.0,,0.0,190.0,,0.0,0.0,7.0,,,,23.0
1556,198,2014,0.0,0.0,88.2,0.0,,14.7,,,2.0,88.0,,,
1557,198,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1558,198,2013,,,,,191.0,,0.0,0.0,,,,,24.0
1559,198,2012,0.0,,90.5,,,0.0,,,,87.0,,,
1560,199,2018,,501.0,,39.0,637.0,,0.0,0.0,,,0.0,0.0,49.0
1561,199,2017,,542.0,,39.0,804.0,,0.0,0.0,37.0,,0.0,0.0,62.0
1562,199,2016,8.6,542.0,51.3,42.0,804.0,13.2,0.0,0.0,,53.0,0.0,0.0,62.0
1563,199,2015,,542.0,,42.0,804.0,,0.0,0.0,47.0,,,,62.0
1564,199,2014,5.6,500.0,53.1,40.0,,10.6,,,36.0,56.0,,,
1565,199,2011,,456.0,,37.0,,,0.0,0.0,,,,,
1566,199,2013,,,,,762.0,,0.0,0.0,,,,,61.0
1567,199,2012,10.7,,48.9,,,13.7,,,,63.0,,,
1568,200,2018,,0.0,,0.0,425.0,,0.0,0.0,,,0.0,0.0,100.0
1569,200,2017,,0.0,,0.0,425.0,,0.0,0.0,32.0,,0.0,0.0,100.0
1570,200,2016,3.6,0.0,64.3,0.0,240.0,10.7,0.0,0.0,,,0.0,0.0,100.0
1571,200,2015,,0.0,,0.0,240.0,,0.0,0.0,64.0,,,,100.0
1572,200,2014,0.0,0.0,70.6,0.0,,11.8,,,78.0,,,,
1573,200,2011,,0.0,,0.0,,,0.0,0.0,,,,,
1574,200,2013,,,,,235.0,,0.0,0.0,,,,,100.0
1575,200,2012,5.6,,61.1,,,5.6,,,,37.0,,,
1576,201,2018,,280.0,,24.0,622.0,,302.0,26.0,,,689.0,59.0,53.0
1577,201,2017,,280.0,,24.0,637.0,,282.0,24.0,3.0,,523.0,45.0,55.0
1578,201,2016,2.3,279.0,72.7,24.0,615.0,0.0,281.0,24.0,,74.0,234.0,20.0,53.0
1579,201,2015,,280.0,,24.0,615.0,,283.0,24.0,3.0,,,,53.0
1580,201,2014,0.0,280.0,94.1,24.0,,8.8,,,1.0,74.0,,,
