,NPA,year,commuters_driving_alone,water_consumption_total,impervious_surface_area,electricity_consumption,adopt_a_street_length,recycling_participation,tree_canopy_area,solid_waste_diversion_rate,residential_canopy_area,electricity_consumption_total,impervious_surface,solid_waste,adopt_a_street,tree_canopy,natural_gas_consumption,commuters_driving_alone_moe,recycling_participating_units,adopt_a_stream_length,solid_waste_diverted,natural_gas_consumption_total,solid_waste_total,residential_tree_canopy,water_consumption,adopt_a_stream
266,35.0,2017,94.0,,170.0,,,,,,,,7.5,,,,,18.0,,2.0,,,,,,86.96
267,35.0,2016,,86030.0,144.0,,,,,,,,6.3,,,,,,,2.01,,,,,122.0,86.64
268,35.0,2015,,,141.0,,,,,,,,6.2,,,,,,,2.01,,,,,,86.79
269,35.0,2013,,64949.0,126.0,1472.0,,,,,,1154065.0,5.5,,,,34.0,,,2.01,,15886.0,,,135.0,86.23
270,35.0,2011,,,113.0,,,,,,,,6.4,,,,,,,0.0,,,,,,0.0
271,35.0,2014,,74007.0,,,,,,,,,,,,,,,,,,,,,118.0,
272,36.0,2012,,,,1013.0,,,379.6,,230.4,1032011.0,,,,63.9,,,,,,,,69.3,,
273,36.0,2018,,107593.0,103.0,,,,,,,,17.4,,,,,,,,,,,,136.0,
274,36.0,2017,89.0,,103.0,,0.0,,,,,,17.4,,0.0,,,17.0,,4.2,,,,,,100.0
275,36.0,2016,,116020.0,103.0,,,,,,,,17.4,,,,,,,4.19,,,,,145.0,100.0
276,36.0,2015,,,99.0,,,,,,,,16.7,,,,,,,3.19,,,,,,76.04
277,36.0,2013,,115516.0,92.0,1031.0,,68.0,,34.7,,1050799.0,15.5,8.5,,,48.0,,582.0,3.23,461.0,33362.0,7274.0,,150.0,75.5
278,36.0,2011,,,94.0,,,,,,,,5,,,,,,,3.19,,,,,,74.47
279,36.0,2014,,115969.0,,,,,,,,,,,,,,,,,,,,,146.0,
280,37.0,2012,,,,1060.0,,,116.6,,68.8,741965.0,,,,47.9,,,,,,,,61.4,,
281,37.0,2018,,62701.0,57.0,,,,,,,,23.4,,,,,,,,,,,,101.0,
282,37.0,2017,58.0,,56.0,,4.78,,,,,,23,,30.68,,,13.0,,0.0,,,,,,0.0
283,37.0,2016,,65140.0,56.0,,,,,,,,23,,,,,,,1.16,,,,,111.0,100.0
284,37.0,2015,,,56.0,,,,,,,,23,,,,,,,1.42,,,,,,99.49
285,37.0,2013,,62365.0,57.0,1010.0,,25.6,,20.6,,700146.0,23.4,7.0,,,46.0,,154.0,1.44,160.0,10712.0,4249.0,,116.0,100.0
286,37.0,2011,,,56.0,,,,,,,,15.8,,,,,,,0.29,,,,,,20.01
287,37.0,2014,,62018.0,,,,,,,,,,,,,,,,,,,,,95.0,
288,38.0,2012,,,,1168.0,,,654.0,,172.3,964516.0,,,,34.7,,,,,,,,56.3,,
289,38.0,2018,,119551.0,464.0,,,,,,,,24.8,,,,,,,,,,,,150.0,
290,38.0,2017,83.0,,461.0,,4.42,,,,,,24.6,,23.22,,,17.0,,0.0,,,,,,0.0
291,38.0,2016,,128666.0,456.0,,,,,,,,24.3,,,,,,,0.0,,,,,158.0,0.0
292,38.0,2015,,,455.0,,,,,,,,24.1,,,,,,,0.0,,,,,,0.0
293,38.0,2013,,123941.0,397.0,1080.0,,62.7,,40.2,,887521.0,21,6.0,,,60.0,,499.0,0.0,353.0,47872.0,4812.0,,158.0,0.0
294,38.0,2011,,,399.0,,,,,,,,23,,,,,,,0.0,,,,,,0.0
295,38.0,2014,,125891.0,,,,,,,,,,,,,,,,,,,,,158.0,
296,39.0,2012,,,,1128.0,,,391.1,,246.6,1011839.0,,,,58.5,,,,,,,,59.6,,
297,39.0,2018,,138823.0,78.0,,,,,,,,11.7,,,,,,,,,,,,146.0,
298,39.0,2017,75.0,,78.0,,0.0,,,,,,11.7,,0.0,,,16.0,,0.5,,,,,,27.78
299,39.0,2016,,142192.0,78.0,,,,,,,,11.7,,,,,,,0.49,,,,,146.0,27.22
300,39.0,2015,,,76.0,,,,,,,,11.4,,,,,,,0.49,,,,,,27.25
301,39.0,2013,,131464.0,75.0,1086.0,,41.7,,34.4,,978188.0,11.2,6.9,,,47.0,,385.0,0.49,401.0,35225.0,6372.0,,149.0,27.02
302,39.0,2011,,,77.0,,,,,,,,21.1,,,,,,,0.0,,,,,,0.0
303,39.0,2014,,133236.0,,,,,,,,,,,,,,,,,,,,,142.0,
304,40.0,2012,,,,952.0,,,175.3,,114.4,1054328.0,,,,50.4,,,,,,,,52.7,,
305,40.0,2018,,87455.0,69.0,,,,,,,,19.8,,,,,,,,,,,,123.0,
306,40.0,2017,57.0,,69.0,,0.0,,,,,,19.8,,0.0,,,17.0,,0.0,,,,,,0.0
307,40.0,2016,,90057.0,68.0,,,,,,,,19.5,,,,,,,0.0,,,,,129.0,0.0
308,40.0,2015,,,68.0,,,,,,,,19.5,,,,,,,0.0,,,,,,0.0
309,40.0,2013,,83395.0,67.0,945.0,,25.9,,28.5,,1048136.0,19.3,4.8,,,44.0,,184.0,0.0,177.0,26448.0,3402.0,,127.0,0.0
310,40.0,2011,,,68.0,,,,,,,,11.5,,,,,,,0.0,,,,,,0.0
311,40.0,2014,,86262.0,,,,,,,,,,,,,,,,,,,,,120.0,
312,41.0,2012,,,,1125.0,,,199.4,,127.6,883949.0,,,,63.7,,,,,,,,66.6,,
313,41.0,2018,,49989.0,49.0,,,,,,,,15.7,,,,,,,,,,,,136.0,
314,41.0,2017,94.0,,49.0,,2.55,,,,,,15.7,,22.67,,,25.0,,0.0,,,,,,0.0
315,41.0,2016,,56621.0,49.0,,,,,,,,15.6,,,,,,,0.0,,,,,150.0,0.0
316,41.0,2015,,,49.0,,,,,,,,15.6,,,,,,,2.79,,,,,,100.0
317,41.0,2013,,51633.0,49.0,998.0,,68.9,,47.0,,783147.0,15.6,7.1,,,38.0,,250.0,2.79,222.0,5424.0,2595.0,,141.0,100.0
318,41.0,2011,,,51.0,,,,,,,,19.5,,,,,,,2.79,,,,,,100.0
319,41.0,2014,,52020.0,,,,,,,,,,,,,,,,,,,,,139.0,
320,42.0,2012,,,,1026.0,,,216.5,,175.5,1346409.0,,,,61.5,,,,,,,,64.0,,
321,42.0,2018,,76976.0,83.0,,,,,,,,23.6,,,,,,,,,,,,228.0,
322,42.0,2017,85.0,,83.0,,2.75,,,,,,23.6,,22.21,,,13.0,,0.4,,,,,,16.0
323,42.0,2016,,89453.0,83.0,,,,,,,,23.6,,,,,,,2.43,,,,,262.0,96.05
324,42.0,2015,,,83.0,,,,,,,,23.6,,,,,,,2.53,,,,,,100.0
325,42.0,2013,,78075.0,83.0,1011.0,,70.6,,39.6,,1331425.0,23.6,8.2,,,61.0,,312.0,2.54,263.0,20799.0,3640.0,,231.0,100.0
326,42.0,2011,,,84.0,,,,,,,,16.3,,,,,,,0.0,,,,,,0.0
327,42.0,2014,,79393.0,,,,,,,,,,,,,,,,,,,,,234.0,
328,43.0,2012,,,,1212.0,,,257.5,,211.0,756454.0,,,,71.9,,,,,,,,76.7,,
329,43.0,2018,,73249.0,63.0,,,,,,,,17.6,,,,,,,,,,,,188.0,
330,43.0,2017,69.0,,63.0,,2.27,,,,,,17.6,,15.83,,,27.0,,1.3,,,,,,37.14
331,43.0,2016,,80147.0,62.0,,,,,,,,17.3,,,,,,,3.35,,,,,206.0,97.1
332,43.0,2015,,,61.0,,,,,,,,17,,,,,,,3.45,,,,,,100.0
333,43.0,2013,,72519.0,61.0,1165.0,,68.0,,46.1,,731750.0,17,9.4,,,69.0,,253.0,3.47,294.0,25351.0,3501.0,,188.0,100.0
334,43.0,2011,,,62.0,,,,,,,,23.8,,,,,,,0.0,,,,,,0.0
335,43.0,2014,,72779.0,,,,,,,,,,,,,,,,,,,,,187.0,
336,44.0,2012,,,,1388.0,,,133.5,,98.7,593981.0,,,,59.8,,,,,,,,68.8,,
337,44.0,2018,,45774.0,47.0,,,,,,,,21.1,,,,,,,,,,,,291.0,
338,44.0,2017,87.0,,46.0,,2.85,,,,,,20.6,,28.8,,,31.0,,,,,,,,
339,44.0,2016,,51210.0,46.0,,,,,,,,20.6,,,,,,,,,,,,330.0,
340,44.0,2015,,,44.0,,,,,,,,19.7,,,,,,,,,,,,,
341,44.0,2013,,39605.0,43.0,1354.0,,76.1,,41.8,,583399.0,19.3,10.1,,,82.0,,110.0,,111.0,11136.0,1454.0,,275.0,
342,44.0,2011,,,42.0,,,,,,,,17.3,,,,,,,,,,,,,
343,44.0,2014,,43790.0,,,,,,,,,,,,,,,,,,,,,284.0,
344,45.0,2012,,,,1160.0,,,404.6,,81.3,1091431.0,,,,42.5,,,,,,,,25.3,,
345,45.0,2018,,226855.0,174.0,,,,,,,,18,,,,,,,,,,,,155.0,
346,45.0,2017,88.0,,155.0,,1.89,,,,,,16.1,,9.52,,,13.0,,2.0,,,,,,100.0
347,45.0,2016,,213688.0,138.0,,,,,,,,14.3,,,,,,,0.0,,,,,183.0,0.0
348,45.0,2015,,,120.0,,,,,,,,12.6,,,,,,,0.0,,,,,,0.0
349,45.0,2013,,170268.0,78.0,1083.0,,65.9,,26.5,,1083415.0,8.2,6.9,,,49.0,,592.0,0.0,299.0,50422.0,6185.0,,166.0,0.0
350,45.0,2011,,,53.0,,,,,,,,18.8,,,,,,,0.0,,,,,,0.0
351,45.0,2014,,189135.0,,,,,,,,,,,,,,,,,,,,,167.0,
352,46.0,2012,,,,1660.0,,,102.1,,86.6,1542199.0,,,,35.6,,,,,,,,43.7,,
353,46.0,2018,,62992.0,54.0,,,,,,,,18.9,,,,,,,,,,,,156.0,
354,46.0,2017,81.0,,54.0,,1.06,,,,,,18.9,,11.33,,,20.0,,,,,,,,
355,46.0,2016,,64564.0,54.0,,,,,,,,18.8,,,,,,,,,,,,154.0,
356,46.0,2015,,,54.0,,,,,,,,18.8,,,,,,,,,,,,,
357,46.0,2013,,64521.0,54.0,3085.0,,36.4,,30.2,,2875641.0,18.8,7.0,,,45.0,,147.0,,155.0,6382.0,2810.0,,161.0,
358,46.0,2011,,,56.0,,,,,,,,5.6,,,,,,,,,,,,,
359,46.0,2014,,63861.0,,,,,,,,,,,,,,,,,,,,,157.0,
360,47.0,2012,,,,763.0,,,62.8,,43.3,440984.0,,,,45.0,,,,,,,,49.5,,
361,47.0,2018,,4427.0,55.0,,,,,,,,39.4,,,,,,,,,,,,201.0,
362,47.0,2017,83.0,,55.0,,0.0,,,,,,39.4,,0.0,,,26.0,,0.0,,,,,,0.0
363,47.0,2016,,4607.0,55.0,,,,,,,,39.4,,,,,,,1.1,,,,,207.0,100.0
364,47.0,2015,,,54.0,,,,,,,,38.7,,,,,,,1.1,,,,,,100.0
365,47.0,2013,,3988.0,54.0,758.0,,36.1,,41.0,,472109.0,38.7,7.4,,,30.0,,7.0,1.1,10.0,12084.0,140.0,,200.0,100.0
366,47.0,2011,,,55.0,,,,,,,,19.5,,,,,,,1.1,,,,,,99.36
367,47.0,2014,,3584.0,,,,,,,,,,,,,,,,,,,,,199.0,
368,48.0,2012,,,,1101.0,,,1346.7,,153.1,983469.0,,,,71.0,,,,,,,,50.4,,
369,48.0,2018,,62727.0,82.0,,,,,,,,4.3,,,,,,,,,,,,142.0,
370,48.0,2017,86.0,,81.0,,0.0,,,,,,4.3,,0.0,,,13.0,,0.0,,,,,,0.0
371,48.0,2016,,69193.0,81.0,,,,,,,,4.3,,,,,,,3.09,,,,,152.0,100.0
372,48.0,2015,,,80.0,,,,,,,,4.2,,,,,,,3.09,,,,,,100.0
373,48.0,2013,,59842.0,74.0,975.0,,57.6,,34.0,,872308.0,3.9,7.8,,,42.0,,14.0,1.4,12.0,17250.0,194.0,,140.0,44.74
374,48.0,2011,,,76.0,,,,,,,,39.4,,,,,,,0.0,,,,,,0.0
375,48.0,2014,,61236.0,,,,,,,,,,,,,,,,,,,,,138.0,
376,49.0,2012,,,,1137.0,,,624.8,,342.9,929950.0,,,,51.9,,,,,,,,55.8,,
377,49.0,2018,,112368.0,76.0,,,,,,,,6.3,,,,,,,,,,,,139.0,
378,49.0,2017,93.0,,76.0,,3.14,,,,,,6.3,,28.96,,,46.0,,0.0,,,,,,0.0
379,49.0,2016,,113487.0,75.0,,,,,,,,6.2,,,,,,,0.0,,,,,138.0,0.0
380,49.0,2015,,,75.0,,,,,,,,6.2,,,,,,,0.0,,,,,,0.0
381,49.0,2013,,104247.0,74.0,1066.0,,55.7,,25.8,,946438.0,6.1,5.2,,,53.0,,203.0,0.0,90.0,38514.0,1907.0,,137.0,0.0
382,49.0,2011,,,76.0,,,,,,,,4,,,,,,,0.0,,,,,,0.0
383,49.0,2014,,100226.0,,,,,,,,,,,,,,,,,,,,,123.0,
384,50.0,2012,,,,1204.0,,,146.0,,117.0,1161528.0,,,,54.5,,,,,,,,59.6,,
385,50.0,2018,,68576.0,61.0,,,,,,,,22.8,,,,,,,,,,,,157.0,
386,50.0,2017,62.0,,61.0,,0.59,,,,,,22.8,,5.19,,,19.0,,0.0,,,,,,0.0
387,50.0,2016,,66631.0,61.0,,,,,,,,22.8,,,,,,,0.0,,,,,151.0,0.0
388,50.0,2015,,,61.0,,,,,,,,22.8,,,,,,,2.37,,,,,,100.0
389,50.0,2013,,66117.0,60.0,1282.0,,51.2,,43.8,,1238459.0,22.4,7.4,,,48.0,,243.0,2.37,279.0,10516.0,3494.0,,155.0,100.0
390,50.0,2011,,,62.0,,,,,,,,6.3,,,,,,,0.0,,,,,,0.0
391,50.0,2014,,68088.0,,,,,,,,,,,,,,,,,,,,,154.0,
392,51.0,2012,,,,890.0,,,97.2,,47.2,809512.0,,,,34.5,,,,,,,,46.2,,
393,51.0,2018,,44304.0,85.0,,,,,,,,30.2,,,,,,,,,,,,117.0,
394,51.0,2017,86.0,,84.0,,4.29,,,,,,29.8,,34.6,,,16.0,,1.1,,,,,,100.0
395,51.0,2016,,46466.0,82.0,,,,,,,,29.1,,,,,,,1.09,,,,,121.0,100.0
396,51.0,2015,,,81.0,,,,,,,,28.7,,,,,,,0.0,,,,,,0.0
397,51.0,2013,,43140.0,81.0,820.0,,35.8,,24.1,,751899.0,28.7,5.7,,,44.0,,167.0,0.0,117.0,20778.0,2662.0,,118.0,0.0
398,51.0,2011,,,74.0,,,,,,,,23.2,,,,,,,1.08,,,,,,98.81
399,51.0,2014,,42603.0,,,,,,,,,,,,,,,,,,,,,108.0,
400,52.0,2012,,,,1261.0,,,167.4,,62.9,1041281.0,,,,33.4,,,,,,,,53.0,,
401,52.0,2018,,21686.0,121.0,,,,,,,,24.1,,,,,,,,,,,,114.0,
402,52.0,2017,51.0,,130.0,,2.73,,,,,,25.9,,28.26,,,15.0,,,,,,,,
403,52.0,2016,,21405.0,128.0,,,,,,,,25.5,,,,,,,,,,,,113.0,
404,52.0,2015,,,125.0,,,,,,,,24.9,,,,,,,,,,,,,
405,52.0,2013,,20503.0,142.0,921.0,,45.5,,47.9,,767155.0,28.3,8.3,,,46.0,,84.0,,134.0,6395.0,1533.0,,112.0,
406,52.0,2011,,,142.0,,,,,,,,26.3,,,,,,,,,,,,,
407,52.0,2014,,19436.0,,,,,,,,,,,,,,,,,,,,,102.0,
408,53.0,2012,,,,1161.0,,,194.0,,119.4,1165806.0,,,,44.4,,,,,,,,53.9,,
409,53.0,2018,,78118.0,84.0,,,,,,,,19.2,,,,,,,,,,,,150.0,
410,53.0,2017,70.0,,86.0,,0.0,,,,,,19.7,,0.0,,,13.0,,0.0,,,,,,0.0
411,53.0,2016,,82305.0,86.0,,,,,,,,19.7,,,,,,,0.0,,,,,156.0,0.0
412,53.0,2015,,,85.0,,,,,,,,19.5,,,,,,,0.0,,,,,,0.0
413,53.0,2013,,76227.0,89.0,1108.0,,50.1,,25.7,,1177086.0,20.4,8.3,,,47.0,,261.0,0.0,203.0,10880.0,4330.0,,158.0,0.0
414,53.0,2011,,,86.0,,,,,,,,28.3,,,,,,,0.0,,,,,,0.0
415,53.0,2014,,84315.0,,,,,,,,,,,,,,,,,,,,,164.0,
416,54.0,2012,,,,1009.0,,,504.6,,124.8,550052.0,,,,60.5,,,,,,,,65.8,,
417,54.0,2018,,82403.0,107.0,,,,,,,,12.8,,,,,,,,,,,,152.0,
418,54.0,2017,34.0,,107.0,,0.0,,,,,,12.8,,0.0,,,17.0,,0.0,,,,,,0.0
419,54.0,2016,,78567.0,101.0,,,,,,,,12.1,,,,,,,0.0,,,,,152.0,0.0
420,54.0,2015,,,100.0,,,,,,,,12,,,,,,,0.0,,,,,,0.0
421,54.0,2013,,75054.0,100.0,958.0,,43.8,,25.9,,521922.0,12,7.7,,,45.0,,239.0,0.0,199.0,16601.0,4206.0,,146.0,0.0
422,54.0,2011,,,99.0,,,,,,,,19.7,,,,,,,0.01,,,,,,0.39
423,54.0,2014,,83969.0,,,,,,,,,,,,,,,,,,,,,148.0,
424,55.0,2012,,,,1473.0,,,317.0,,212.3,1165094.0,,,,57.4,,,,,,,,64.0,,
425,55.0,2018,,111040.0,107.0,,,,,,,,19.4,,,,,,,,,,,,163.0,
426,55.0,2017,98.0,,106.0,,1.4,,,,,,19.2,,6.8,,,25.0,,1.6,,,,,,100.0
427,55.0,2016,,124646.0,106.0,,,,,,,,19.2,,,,,,,1.56,,,,,181.0,100.0
428,55.0,2015,,,106.0,,,,,,,,19.2,,,,,,,1.56,,,,,,100.0
429,55.0,2013,,115010.0,106.0,1305.0,,75.3,,44.4,,1040459.0,19.2,8.4,,,51.0,,577.0,1.56,519.0,18305.0,6408.0,,172.0,100.0
430,55.0,2011,,,106.0,,,,,,,,11.9,,,,,,,0.0,,,,,,0.0
431,55.0,2014,,115190.0,,,,,,,,,,,,,,,,,,,,,169.0,
432,56.0,2012,,,,1220.0,,,145.9,,65.2,430497.0,,,,49.7,,,,,,,,64.0,,
433,56.0,2018,,18948.0,84.0,,,,,,,,28.6,,,,,,,,,,,,189.0,
434,56.0,2017,90.0,,84.0,,0.0,,,,,,28.6,,0.0,,,30.0,,1.5,,,,,,100.0
435,56.0,2016,,20239.0,84.0,,,,,,,,28.6,,,,,,,1.47,,,,,200.0,100.0
436,56.0,2015,,,83.0,,,,,,,,28.3,,,,,,,1.47,,,,,,100.0
437,56.0,2013,,18997.0,83.0,1134.0,,61.5,,46.9,,401593.0,28.3,8.9,,,61.0,,105.0,1.47,129.0,11465.0,1505.0,,191.0,99.27
438,56.0,2011,,,84.0,,,,,,,,19.2,,,,,,,1.47,,,,,,98.65
439,56.0,2014,,19028.0,,,,,,,,,,,,,,,,,,,,,190.0,
440,57.0,2012,,,,912.0,,,43.4,,23.2,420264.0,,,,25.9,,,,,,,,36.6,,
441,57.0,2018,,14980.0,81.0,,,,,,,,48.3,,,,,,,,,,,,107.0,
442,57.0,2017,60.0,,78.0,,0.0,,,,,,46.5,,0.0,,,20.0,,,,,,,,
443,57.0,2016,,10070.0,78.0,,,,,,,,46.5,,,,,,,,,,,,137.0,
444,57.0,2015,,,79.0,,,,,,,,47.1,,,,,,,,,,,,,
445,57.0,2013,,11484.0,91.0,789.0,,54.5,,43.3,,428505.0,54.3,8.8,,,52.0,,48.0,,61.0,4318.0,777.0,,155.0,
446,57.0,2011,,,86.0,,,,,,,,28.6,,,,,,,,,,,,,
447,57.0,2014,,10874.0,,,,,,,,,,,,,,,,,,,,,143.0,
448,58.0,2012,,,,1104.0,,,108.9,,69.6,509107.0,,,,49.8,,,,,,,,54.9,,
449,58.0,2018,,39369.0,50.0,,,,,,,,22.9,,,,,,,,,,,,158.0,
450,58.0,2017,50.0,,50.0,,0.0,,,,,,22.9,,0.0,,,24.0,,0.0,,,,,,0.0
451,58.0,2016,,41945.0,50.0,,,,,,,,22.9,,,,,,,1.08,,,,,166.0,55.38
452,58.0,2015,,,50.0,,,,,,,,22.9,,,,,,,1.08,,,,,,55.55
453,58.0,2013,,39730.0,50.0,1017.0,,61.4,,35.2,,471891.0,22.9,8.2,,,58.0,,157.0,1.08,134.0,12675.0,2081.0,,161.0,55.34
454,58.0,2011,,,50.0,,,,,,,,51.3,,,,,,,1.08,,,,,,55.31
455,58.0,2014,,40068.0,,,,,,,,,,,,,,,,,,,,,160.0,
456,59.0,2012,,,,947.0,,,165.9,,111.5,1002960.0,,,,48.1,,,,,,,,51.6,,
457,59.0,2018,,54151.0,67.0,,,,,,,,19.5,,,,,,,,,,,,141.0,
458,59.0,2017,82.0,,67.0,,0.0,,,,,,19.5,,0.0,,,15.0,,,,,,,,
459,59.0,2016,,55409.0,67.0,,,,,,,,19.4,,,,,,,,,,,,142.0,
460,59.0,2015,,,67.0,,,,,,,,19.4,,,,,,,,,,,,,
461,59.0,2013,,45901.0,65.0,840.0,,50.6,,33.8,,902489.0,18.9,7.6,,,41.0,,203.0,,188.0,18152.0,3051.0,,144.0,
462,59.0,2011,,,66.0,,,,,,,,22.9,,,,,,,,,,,,,
463,59.0,2014,,57410.0,,,,,,,,,,,,,,,,,,,,,148.0,
464,60.0,2012,,,,1268.0,,,350.2,,45.1,1476641.0,,,,43.7,,,,,,,,32.2,,
465,60.0,2018,,,100.0,,,,,,,,12.5,,,,,,,,,,,,,
466,60.0,2017,81.0,,100.0,,2.93,,,,,,12.5,,74.07,,,23.0,,2.3,,,,,,82.14
467,60.0,2016,,,100.0,,,,,,,,12.5,,,,,,,2.27,,,,,,80.5
468,60.0,2015,,,99.0,,,,,,,,12.4,,,,,,,2.27,,,,,,76.97
469,60.0,2013,,,72.0,1199.0,,44.2,,37.0,,1410630.0,9,7.1,,,,,86.0,2.31,93.0,,1382.0,,,76.71
470,60.0,2011,,,73.0,,,,,,,,19.2,,,,,,,2.82,,,,,,93.49
471,60.0,2014,,,,,,,,,,,,,,,,,,,,,,,,
472,61.0,2012,,,,1356.0,,,93.5,,41.0,603418.0,,,,31.0,,,,,,,,36.0,,
473,61.0,2018,,38755.0,39.0,,,,,,,,13,,,,,,,,,,,,142.0,
474,61.0,2017,93.0,,39.0,,2.76,,,,,,13,,36.13,,,43.0,,0.3,,,,,,60.0
475,61.0,2016,,44685.0,39.0,,,,,,,,12.9,,,,,,,0.28,,,,,150.0,52.83
476,61.0,2015,,,38.0,,,,,,,,12.6,,,,,,,0.0,,,,,,0.0
477,61.0,2013,,40738.0,39.0,1720.0,,43.3,,30.6,,768749.0,12.9,6.3,,,48.0,,116.0,0.0,94.0,11405.0,1685.0,,154.0,0.0
478,61.0,2011,,,39.0,,,,,,,,9.1,,,,,,,0.28,,,,,,39.52
479,61.0,2014,,41661.0,,,,,,,,,,,,,,,,,,,,,151.0,
480,62.0,2012,,,,,,,94.0,,,,,,,32.3,,,,,,,,,,
481,62.0,2018,,,131.0,,,,,,,,45,,,,,,,,,,,,,
482,62.0,2017,46.0,,131.0,,0.35,,,,,,45,,98.41,,,13.0,,,,,,,,
483,62.0,2016,,,130.0,,,,,,,,44.7,,,,,,,,,,,,,
484,62.0,2015,,,128.0,,,,,,,,44,,,,,,,,,,,,,
485,62.0,2013,,,124.0,,,,,,,,42.6,,,,,,,,,,,,,
486,62.0,2011,,,126.0,,,,,,,,12.9,,,,,,,,,,,,,
487,62.0,2014,,,,,,,,,,,,,,,,,,,,,,,,
488,64.0,2012,,,,1076.0,,,148.8,,100.5,819154.0,,,,39.0,,,,,,,,45.5,,
489,64.0,2018,,22495.0,118.0,,,,,,,,30.9,,,,,,,,,,,,147.0,
490,64.0,2017,92.0,,115.0,,2.17,,,,,,30.1,,32.89,,,26.0,,,,,,,,
491,64.0,2016,,37388.0,117.0,,,,,,,,30.7,,,,,,,,,,,,151.0,
492,64.0,2015,,,116.0,,,,,,,,30.4,,,,,,,,,,,,,
493,64.0,2013,,35263.0,105.0,945.0,,58.8,,30.3,,722881.0,27.5,7.9,,,46.0,,150.0,,111.0,7232.0,2013.0,,149.0,
494,64.0,2011,,,49.0,,,,,,,,43.3,,,,,,,,,,,,,
495,64.0,2014,,34428.0,,,,,,,,,,,,,,,,,,,,,145.0,
496,65.0,2012,,,,817.0,,,191.2,,38.9,897050.0,,,,53.0,,,,,,,,28.1,,
497,65.0,2018,,,60.0,,,,,,,,16.6,,,,,,,,,,,,,
498,65.0,2017,87.0,,60.0,,0.0,,,,,,16.6,,0.0,,,22.0,,1.9,,,,,,100.0
499,65.0,2016,,,57.0,,,,,,,,15.8,,,,,,,1.91,,,,,,100.0
500,65.0,2015,,,56.0,,,,,,,,15.5,,,,,,,1.91,,,,,,100.0
501,65.0,2013,,1658.0,56.0,736.0,,,,,,868588.0,15.5,,,,,,,1.93,,,,,154.0,100.0
502,65.0,2011,,,54.0,,,,,,,,12.8,,,,,,,1.85,,,,,,96.01
503,65.0,2014,,,,,,,,,,,,,,,,,,,,,,,,
504,66.0,2012,,,,913.0,,,84.0,,34.1,1150263.0,,,,23.0,,,,,,,,36.5,,
505,66.0,2018,,,156.0,,,,,,,,42.4,,,,,,,,,,,,,
506,66.0,2017,71.0,,154.0,,0.0,,,,,,41.9,,0.0,,,19.0,,1.9,,,,,,100.0
507,66.0,2016,,,156.0,,,,,,,,42.4,,,,,,,1.9,,,,,,100.0
508,66.0,2015,,,153.0,,,,,,,,41.9,,,,,,,1.9,,,,,,100.0
509,66.0,2013,,,151.0,870.0,,72.8,,83.0,,1113353.0,41.3,6.1,,,30.0,,26.0,1.91,33.0,13261.0,218.0,,,100.0
510,66.0,2011,,,151.0,,,,,,,,15,,,,,,,1.84,,,,,,96.29
511,66.0,2014,,,,,,,,,,,,,,,,,,,,,,,,
512,67.0,2012,,,,1077.0,,,29.7,,9.8,370428.0,,,,30.0,,,,,,,,29.9,,
513,67.0,2018,,,31.0,,,,,,,,31.3,,,,,,,,,,,,,
514,67.0,2017,84.0,,31.0,,0.0,,,,,,31.3,,0.0,,,42.0,,,,,,,,
515,67.0,2016,,,31.0,,,,,,,,31.3,,,,,,,,,,,,,
516,67.0,2015,,,31.0,,,,,,,,31.3,,,,,,,,,,,,,
517,67.0,2013,,,22.0,1000.0,,,,,,345077.0,22.2,,,,,,,,,,,,,
518,67.0,2011,,,22.0,,,,,,,,41.3,,,,,,,,,,,,,
519,67.0,2014,,,,,,,,,,,,,,,,,,,,,,,,
520,68.0,2012,,,,1188.0,,,527.4,,101.7,1546915.0,,,,41.6,,,,,,,,36.9,,
521,68.0,2018,,49263.0,325.0,,,,,,,,25.7,,,,,,,,,,,,144.0,
522,68.0,2017,87.0,,306.0,,0.0,,,,,,24.2,,0.0,,,19.0,,1.9,,,,,,95.0
523,68.0,2016,,50550.0,301.0,,,,,,,,23.8,,,,,,,2.0,,,,,158.0,100.0
524,68.0,2015,,,295.0,,,,,,,,23.2,,,,,,,2.0,,,,,,100.0
525,68.0,2013,,54573.0,289.0,1929.0,,70.2,,28.9,,2511382.0,22.8,6.3,,,39.0,,297.0,0.15,141.0,20616.0,2667.0,,162.0,7.56
526,68.0,2011,,,287.0,,,,,,,,22.2,,,,,,,0.0,,,,,,0.0
527,68.0,2014,,56487.0,,,,,,,,,,,,,,,,,,,,,165.0,
528,69.0,2012,,,,1614.0,,,191.1,,129.0,1249176.0,,,,50.3,,,,,,,,64.5,,
529,69.0,2018,,67045.0,71.0,,,,,,,,18.7,,,,,,,,,,,,272.0,
530,69.0,2017,87.0,,70.0,,4.96,,,,,,18.4,,42.49,,,25.0,,0.3,,,,,,100.0
531,69.0,2016,,75202.0,66.0,,,,,,,,17.4,,,,,,,0.26,,,,,303.0,100.0
532,69.0,2015,,,69.0,,,,,,,,18.2,,,,,,,0.26,,,,,,100.0
533,69.0,2013,,66619.0,71.0,3511.0,,70.9,,51.7,,2724444.0,18.7,11.0,,,80.0,,172.0,0.26,252.0,22399.0,2673.0,,271.0,20.28
534,69.0,2011,,,71.0,,,,,,,,22.6,,,,,,,0.02,,,,,,1.89
