,Unnamed: 0,NPA,year,Petitioner,FromZone,ToZone,Type,SPA,INNOV,Acres,Water,Sewer,CityLimit,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Received,Approved,Decision,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,low_birthweight,public_health_insurance,age_of_death,impervious_surface,water_consumption,neighborhood_school_attendance,highschool_graduation_rate,proficiency_elementary_school,proficiency_middle_school,proficiency_high_school,student_absenteeism,voters_participating,neighborhood_organizations,voter_participation,vacant_land,population_density,population,transit_ridership,street_connectivity,bicycle_friendliness
729,729,116,2019,City of Charlotte,B-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
730,730,116,2019,City of Charlotte,O-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Wedge,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
731,731,116,2019,City of Charlotte,I-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
732,732,116,2019,City of Charlotte,B-2,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
733,733,116,2019,City of Charlotte,B-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
734,734,116,2019,City of Charlotte,I-2(CD),TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
735,735,116,2019,City of Charlotte,B-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
736,736,116,2019,City of Charlotte,B-2(CD),TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
737,737,116,2019,City of Charlotte,I-1,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
738,738,116,2019,City of Charlotte,TOD-CC,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
739,739,116,2018,James M Howel ,R-4,R-8(CD),CD,no,NO,12.0,CMUD,CMUD,YES,Corridor,South,Kent Main,Grant Meacci,John Kinley,2018/12/14 16:00:24+00,,Wd,-1.0,1017.0,-1.0,74.0,-1.0,23.666666666666668,-1.0,17.0,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,1025.0,-1.0,58.0,25.3,1.0,4199.0,782.0,1.3,1.4
740,740,116,2019,City of Charlotte,R-17MF,TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
741,741,116,2019,City of Charlotte,B-D,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
742,742,117,2014,"Dominion Investments Properties, LLC",I-1,I-2(CD),CD,no,NO,2.92,CMUD,CMUD,YES,Corridor,Northeast,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2014/03/24 00:00:00+00,2014/07/21 00:00:00+00,App,1.5,318.0,60.9,23.0,14.5,20.0,57.0,-1.0,131.0,73.78,90.0,40.0,25.423728813559322,44.1860465116279,10.451612903225808,854.0,2.0,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
743,743,119,2018,"Clarius Partners, LLC",R-3,I-1(CD),CD,no,NO,34.63,CMUD,CMUD,NO,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2018/09/18 00:00:00+00,2019/01/22 10:36:22+00,App,-1.0,127.0,-1.0,27.0,-1.0,-1.0,-1.0,9.7,143.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,401.0,-1.0,60.0,12.0,1.0,1360.0,-1.0,1.25,1.4
744,744,120,2014,City of Charlotte,R-5,NS,CD,no,,5.18,CMUD,CMUD,YES,Corridor,Southwest,Gonzalez_Alberto,Goodwin_Alan,Lyte-Graham_Claire,2014/02/24 00:00:00+00,2014/06/16 00:00:00+00,App,8.3,0.0,50.0,0.0,10.0,50.0,74.0,-1.0,120.0,68.56,64.0,27.118644067796605,23.4375,10.0,18.661971830985923,343.0,2.0,44.0,-1.0,-1.0,-1.0,79.0,-1.0,-1.0
745,745,120,2014,City of Charlotte,O-1(CD),NS,CD,no,NO,3.5,CMUD,CMUD,YES,Corridor,Southwest,Gonzalez_Alberto,Goodwin_Alan,Lyte-Graham_Claire,2014/02/24 00:00:00+00,2014/06/16 00:00:00+00,App,8.3,0.0,50.0,0.0,10.0,50.0,74.0,-1.0,120.0,68.56,64.0,27.118644067796605,23.4375,10.0,18.661971830985923,343.0,2.0,44.0,-1.0,-1.0,-1.0,79.0,-1.0,-1.0
746,746,121,2016,QuikTrip Corporation,CC,CC,CD,SPA,NO,1.82,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/08/19 00:00:00+00,,Wd,1.2,1.0,57.3,0.0,8.5,31.5,63.0,16.0,149.0,69.3,86.0,31.13,17.5,55.6,15.0,784.0,2.0,68.0,8.4,5.0,2281.0,59.333333333333336,1.18,1.5
747,747,121,2015,Pavilion Development Company,CC,CC,CD,SPA,NO,1.79,CMUD,CMUD,YES,,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/07/27 00:00:00+00,,Den,1.54,1.0,57.44,0.0,8.82,36.0,62.8,15.8,147.33333333333334,69.87,71.0,24.2718446601942,23.08,31.58,17.121588089329997,124.0,2.0,13.0,8.4,5.0,2275.0,55.0,1.18,1.5
748,748,121,2016,QuikTrip Corporation,BD(CD),BD(CD),CD,SPA,NO,1.82,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/08/19 00:00:00+00,,Wd,1.2,1.0,57.3,0.0,8.5,31.5,63.0,16.0,149.0,69.3,86.0,31.13,17.5,55.6,15.0,784.0,2.0,68.0,8.4,5.0,2281.0,59.333333333333336,1.18,1.5
749,749,121,2018,US DEVELOPMENT  INC,R-4,R-12MF(CD),CD,no,NO,1.43,CMUD,CMUD,YES,Wedger,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/07/13 00:00:00+00,2018/12/17 00:00:00+00,App,1.54,38.0,57.44,5.0,8.82,31.5,62.8,15.8,141.0,69.9875,81.0,29.686370255957637,19.545,44.64236842105264,15.491839808402151,512.0,2.0,52.0,8.4,5.0,2295.0,59.333333333333336,1.18,1.6
750,750,121,2014,Pavilion Development Company,CC,CC,CD,SPA,NO,1.79,CMUD,CMUD,YES,Corridor,Southwest,,Goodwin_Alan,,2014/07/28 00:00:00+00,,Wd,2.9,1.0,58.0,0.0,10.1,24.0,62.0,15.924999999999999,147.0,71.96,71.0,35.22727272727273,25.0,31.578947368421048,11.691542288557216,416.0,2.0,46.0,8.4,5.0,2281.375,68.0,1.18,1.5125
751,751,121,2017,"Enviro-Master International Franchise, LLC",MUDD-O,MUDD-O,CD,SPA,NO,1.793,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/06/23 00:00:00+00,,Wd,1.54,1.0,57.44,5.0,8.82,30.0,62.8,16.0,147.33333333333334,71.0,91.0,29.2,15.2,40.0,18.0,192.0,2.0,14.0,8.4,5.0,2282.0,59.333333333333336,1.18,1.5
752,752,121,2019,"The 6125 Company, LLC",MUDD-O,MUDD-O,CD,SPA,NO,1.793,CMUD,CMUD,YES,Corridor,West,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/12/17 00:00:00+00,2019/06/17 00:00:00+00,App,1.54,5.111111111111111,57.44,1.1111111111111112,8.82,31.5,62.8,15.924999999999999,147.33333333333334,69.9875,81.0,29.686370255957637,19.545,44.64236842105264,15.491839808402151,500.44444444444446,2.0,45.55555555555556,8.4,5.0,2281.375,59.333333333333336,1.18,1.5125
753,753,121,2015,Pavilion Development Company,CC,CC,CD,SPA,NO,1.79,CMUD,CMUD,YES,,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/07/27 00:00:00+00,,Den,1.54,1.0,57.44,0.0,8.82,36.0,62.8,15.8,147.33333333333334,69.87,71.0,24.2718446601942,23.08,31.58,17.121588089329997,124.0,2.0,13.0,8.4,5.0,2275.0,55.0,1.18,1.5
754,754,121,2016,Michael Adams,CC,MUDD-O,CD,no,NO,1.79,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,1.2,1.0,57.3,0.0,8.5,31.5,63.0,16.0,149.0,69.3,86.0,31.13,17.5,55.6,15.0,784.0,2.0,68.0,8.4,5.0,2281.0,59.333333333333336,1.18,1.5
755,755,121,2016,"Eastern Hospitality NC, LLC",CC,CC,CD,SPA,NO,7.1,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/09/28 00:00:00+00,2016/02/15 00:00:00+00,App,1.2,1.0,57.3,0.0,8.5,31.5,63.0,16.0,149.0,69.3,86.0,31.13,17.5,55.6,15.0,784.0,2.0,68.0,8.4,5.0,2281.0,59.333333333333336,1.18,1.5
756,756,124,2015,"Murphy Oil USA, Inc.",CC,CC,CD,SPA,NO,0.81,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/06/19 00:00:00+00,2015/10/19 00:00:00+00,App,-1.0,828.0,-1.0,93.0,-1.0,41.0,-1.0,34.5,-1.0,72.02,81.0,18.965517241379303,16.67,30.0,11.6279069767442,137.0,3.0,12.0,11.7,3.0,2070.0,112.0,1.32,1.8
757,757,125,2019,"Sankofa Development, LLC",R-4,NS,CD,no,NO,1.25,CMUD,CMUD,YES,Corridor,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/05/03 09:23:10+00,2019/10/21 08:57:25+00,App,0.0,90.42857142857143,50.6,8.571428571428571,23.600000000000005,39.0,53.0,19.142857142857142,142.0,67.476,88.0,36.13894964028776,24.607999999999997,40.24399999999999,12.046416382252561,856.0,2.0,46.857142857142854,13.171428571428573,3.0,3082.1428571428573,66.0,1.1928571428571426,1.5
758,758,125,2020,SunCap Property Group,R-4,I-1(CD),CD,no,NO,26.32,CMUD,CMUD,YES,Corridor,,,,,2020/01/03 09:22:22+00,2020/07/20 00:00:00+00,App,0.0,90.42857142857143,50.6,8.571428571428571,23.600000000000005,39.0,53.0,19.142857142857142,142.0,67.476,88.0,36.13894964028776,24.607999999999997,40.24399999999999,12.046416382252561,856.0,2.0,46.857142857142854,13.171428571428573,3.0,3082.1428571428573,66.0,1.1928571428571426,1.5
759,759,125,2019,"Sankofa Development, LLC",B-2,NS,CD,no,NO,1.25,CMUD,CMUD,YES,Corridor,North,Charlotte Lamb,Grant Meacci,Michael Russell,2019/05/03 09:23:10+00,2019/10/21 08:57:17+00,App,0.0,90.42857142857143,50.6,8.571428571428571,23.600000000000005,39.0,53.0,19.142857142857142,142.0,67.476,88.0,36.13894964028776,24.607999999999997,40.24399999999999,12.046416382252561,856.0,2.0,46.857142857142854,13.171428571428573,3.0,3082.1428571428573,66.0,1.1928571428571426,1.5
760,760,125,2020,SunCap Property Group,CC,I-1(CD),CD,no,NO,26.32,CMUD,CMUD,YES,Corridor,,,,,2020/01/03 09:22:22+00,2020/07/20 00:00:00+00,App,0.0,90.42857142857143,50.6,8.571428571428571,23.600000000000005,39.0,53.0,19.142857142857142,142.0,67.476,88.0,36.13894964028776,24.607999999999997,40.24399999999999,12.046416382252561,856.0,2.0,46.857142857142854,13.171428571428573,3.0,3082.1428571428573,66.0,1.1928571428571426,1.5
761,761,125,2015,"Charlotte-Mecklenburg Housing Partnership, Inc.",R-4,UR-2(CD),CD,no,NO,64.33,CMUD,CMUD,YES,Corridor,Northwest,Cornett_Kathy,Goodwin_Alan,Lyte-Graham_Claire,2015/04/27 00:00:00+00,2015/10/19 00:00:00+00,App,0.0,0.0,50.6,0.0,23.600000000000005,39.0,53.0,18.8,142.0,70.74,85.0,34.5323741007194,24.62,47.06,12.116040955631401,178.0,2.0,10.0,13.1,3.0,2939.0,66.0,1.19,1.5
762,762,125,2016,Robert Keziah,R-4,I-2,NC,no,NO,7.75,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/12/15 00:00:00+00,2016/04/18 00:00:00+00,App,0.0,211.0,50.6,20.0,23.6,39.0,53.0,19.4,144.0,65.3,90.0,37.21,24.6,35.7,12.0,1292.0,2.0,66.0,13.2,3.0,2967.0,66.0,1.19,1.5
763,763,125,2018,NVR Inc.,R-4,UR-2(CD),CD,no,NO,66.5,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2018/01/22 00:00:00+00,2018/05/21 00:00:00+00,App,0.0,0.0,50.6,0.0,23.600000000000005,39.0,53.0,19.1,139.0,67.476,88.0,36.13894964028776,24.607999999999997,40.24399999999999,12.046416382252561,880.0,2.0,55.0,13.2,3.0,3398.0,66.0,1.2,1.5
764,764,125,2015,"Charlotte-Mecklenburg Housing Partnership, Inc.",B-2(CD),UR-2(CD),CD,no,NO,64.33,CMUD,CMUD,YES,Corridor,Northwest,Cornett_Kathy,Goodwin_Alan,Lyte-Graham_Claire,2015/04/27 00:00:00+00,2015/10/19 00:00:00+00,App,0.0,0.0,50.6,0.0,23.600000000000005,39.0,53.0,18.8,142.0,70.74,85.0,34.5323741007194,24.62,47.06,12.116040955631401,178.0,2.0,10.0,13.1,3.0,2939.0,66.0,1.19,1.5
765,765,125,2016,"Charlotte-Mecklenburg Housing Partnership, Inc.",R-4,UR-2(CD),CD,no,NO,5.824,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/28 00:00:00+00,2016/09/19 00:00:00+00,App,0.0,211.0,50.6,20.0,23.6,39.0,53.0,19.4,144.0,65.3,90.0,37.21,24.6,35.7,12.0,1292.0,2.0,66.0,13.2,3.0,2967.0,66.0,1.19,1.5
766,766,125,2016,"Charlotte-Mecklenburg housing Partnership, Inc.",MX-1(NNOV),UR-2(CD),CD,no,YES,5.824,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/28 00:00:00+00,2016/09/19 00:00:00+00,App,0.0,211.0,50.6,20.0,23.6,39.0,53.0,19.4,144.0,65.3,90.0,37.21,24.6,35.7,12.0,1292.0,2.0,66.0,13.2,3.0,2967.0,66.0,1.19,1.5
767,767,125,2018,NVR Inc.,UR-2(CD),UR-2(CD),CD,SPA,NO,66.5,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2018/01/22 00:00:00+00,2018/05/21 00:00:00+00,App,0.0,0.0,50.6,0.0,23.600000000000005,39.0,53.0,19.1,139.0,67.476,88.0,36.13894964028776,24.607999999999997,40.24399999999999,12.046416382252561,880.0,2.0,55.0,13.2,3.0,3398.0,66.0,1.2,1.5
768,768,126,2017,Charlotte Mecklenburg Housing Partnership,R-22MF,UR-2(CD),CD,no,NO,3.804,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/11/28 00:00:00+00,2017/03/20 00:00:00+00,App,0.0,0.0,53.9,0.0,15.4,45.0,-1.0,18.5,64.66666666666667,49.0,60.0,41.2,16.7,-1.0,22.0,128.0,0.0,19.0,80.6,5.0,741.0,157.0,1.32,1.4
769,769,126,2017,Charlotte Mecklenburg Housing Partnership,UR-2(CD),NS,CD,no,NO,3.804,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/11/28 00:00:00+00,2017/03/20 00:00:00+00,App,0.0,0.0,53.9,0.0,15.4,45.0,-1.0,18.5,64.66666666666667,49.0,60.0,41.2,16.7,-1.0,22.0,128.0,0.0,19.0,80.6,5.0,741.0,157.0,1.32,1.4
770,770,126,2014,The Housing Partnership,R-22MF,UR-2(CD),CD,no,NO,3.38,CMUD,CMUD,,Corridor,Central,Gonzalez_Alberto,Goodwin_Alan,Lyte-Graham_Claire,2014/03/24 00:00:00+00,2014/07/21 00:00:00+00,App,0.0,0.0,53.9,0.0,15.4,72.0,-1.0,18.85,53.0,40.85,60.0,33.33333333333333,7.142857142857142,-1.0,10.810810810810812,126.0,0.0,49.0,80.6,5.25,782.0,157.0,1.32,1.4
771,771,126,2017,Charlotte Mecklenburg Housing Partnership,R-22MF,NS,CD,no,NO,3.804,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/11/28 00:00:00+00,2017/03/20 00:00:00+00,App,0.0,0.0,53.9,0.0,15.4,45.0,-1.0,18.5,64.66666666666667,49.0,60.0,41.2,16.7,-1.0,22.0,128.0,0.0,19.0,80.6,5.0,741.0,157.0,1.32,1.4
772,772,126,2014,The Housing Partnership,R-22MF,UR-2(CD),CD,no,NO,3.38,CMUD,CMUD,,Corridor,Central,Gonzalez_Alberto,Goodwin_Alan,Lyte-Graham_Claire,2014/03/24 00:00:00+00,2014/07/21 00:00:00+00,App,0.0,0.0,53.9,0.0,15.4,72.0,-1.0,18.85,53.0,40.85,60.0,33.33333333333333,7.142857142857142,-1.0,10.810810810810812,126.0,0.0,49.0,80.6,5.25,782.0,157.0,1.32,1.4
773,773,126,2018,"Novant Health, Inc",R-22MF,O-1(CD),CD,no,NO,1.52,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,2018/03/22 00:00:00+00,2018/09/24 00:00:00+00,App,0.0,1.0,53.9,0.0,15.4,55.8,-1.0,19.9,88.0,45.739999999999995,60.0,38.05333333333333,12.877142857142857,-1.0,17.524324324324322,395.0,0.0,64.0,80.6,6.0,905.0,157.0,1.32,1.4
774,774,127,2020,City of Charlotte & Crosland Southeast,B-1S(CD),MX-2(INNOV),CD,no,YES,78.0,CMUD,CMUD,YES,Mixed Use Activity Center,East,Erin Brooks,Grant Meacci,Will Linville,2020/01/27 11:02:12+00,2020/06/15 00:00:00+00,App,4.8,650.0,51.650000000000006,66.0,8.9,29.0,81.0,29.2,152.5,71.695,78.5,48.703987341772155,32.963114754098356,23.790909090909093,10.507246376811594,569.0,3.0,53.0,26.399999999999995,5.0,2400.0,476.0,1.08,1.3999999999999997
775,775,127,2014,QuikTrip,B-1,B-1(CD),CD,no,NO,2.28,CMUD,CMUD,YES,Mixed Use Activity Center,East,Osborne_Alysia,Dixon_Bridget,Fortune_Solomon,2014/04/28 00:00:00+00,2014/09/15 00:00:00+00,App,6.3,650.0,54.5,66.0,8.9,29.0,84.0,29.2,148.0,75.99,64.0,43.03797468354431,34.42622950819672,18.181818181818183,11.014492753623188,405.0,3.0,45.0,26.399999999999995,5.0,2400.0,476.0,1.08,1.3999999999999997
776,776,127,2016,City of Charlotte,O-15(CD),R-4,NC,no,NO,12.5,CMUD,CMUD,YES,Mixed Use Activity Center,East,,,Sanders_Sonja,2015/10/21 00:00:00+00,2016/04/25 00:00:00+00,App,3.3,650.0,48.8,66.0,8.9,29.0,78.0,29.2,157.0,67.4,93.0,54.37,31.5,29.4,10.0,733.0,3.0,61.0,26.4,5.0,2400.0,476.0,1.08,1.4
777,777,127,2020,City of Charlotte & Crosland Southeast,B-1S(CD),MUDD-O,CD,no,NO,78.0,CMUD,CMUD,YES,Mixed Use Activity Center,East,Erin Brooks,Grant Meacci,Will Linville,2020/01/27 11:02:12+00,,App,4.8,650.0,51.650000000000006,66.0,8.9,29.0,81.0,29.2,152.5,71.695,78.5,48.703987341772155,32.963114754098356,23.790909090909093,10.507246376811594,569.0,3.0,53.0,26.399999999999995,5.0,2400.0,476.0,1.08,1.3999999999999997
778,778,127,2020,City of Charlotte & Crosland Southeast,B-1(CD),MUDD-O,CD,no,NO,78.0,CMUD,CMUD,NO,Mixed Use Activity Center,East,Erin Brooks,Grant Meacci,Will Linville,2020/01/27 11:02:12+00,,App,4.8,650.0,51.650000000000006,66.0,8.9,29.0,81.0,29.2,152.5,71.695,78.5,48.703987341772155,32.963114754098356,23.790909090909093,10.507246376811594,569.0,3.0,53.0,26.399999999999995,5.0,2400.0,476.0,1.08,1.3999999999999997
779,779,127,2019,Movement Resources,B-1 SCD,MUDD-O,CD,no,NO,4.19,CMUD,CMUD,YES,Mixed Use Activity Center,East,Amanda Avari,Grant Meacci,Sonja Sanders,2019/03/28 17:01:01+00,2019/09/16 08:37:17+00,App,4.8,650.0,51.650000000000006,66.0,8.9,29.0,81.0,29.2,152.5,71.695,78.5,48.703987341772155,32.963114754098356,23.790909090909093,10.507246376811594,569.0,3.0,53.0,26.399999999999995,5.0,2400.0,476.0,1.08,1.3999999999999997
780,780,127,2014,QuikTrip,B-1SCD,B-1(CD),CD,no,NO,2.28,CMUD,CMUD,YES,Mixed Use Activity Center,East,Osborne_Alysia,Dixon_Bridget,Fortune_Solomon,2014/04/28 00:00:00+00,2014/09/15 00:00:00+00,App,6.3,650.0,54.5,66.0,8.9,29.0,84.0,29.2,148.0,75.99,64.0,43.03797468354431,34.42622950819672,18.181818181818183,11.014492753623188,405.0,3.0,45.0,26.399999999999995,5.0,2400.0,476.0,1.08,1.3999999999999997
781,781,127,2020,City of Charlotte & Crosland Southeast,MUDD-O,MUDD-O,CD,no,NO,78.0,CMUD,CMUD,YES,Mixed Use Activity Center,East,Erin Brooks,Grant Meacci,Will Linville,2020/01/27 11:02:12+00,,App,4.8,650.0,51.650000000000006,66.0,8.9,29.0,81.0,29.2,152.5,71.695,78.5,48.703987341772155,32.963114754098356,23.790909090909093,10.507246376811594,569.0,3.0,53.0,26.399999999999995,5.0,2400.0,476.0,1.08,1.3999999999999997
782,782,127,2016,"Ministerio Internacional Nueva Vida, Inc.",R-3,INST(CD),CD,no,NO,20.0,CMUD,CMUD,YES,Wedge,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/02/18 00:00:00+00,,Wd,3.3,650.0,48.8,66.0,8.9,29.0,78.0,29.2,157.0,67.4,93.0,54.37,31.5,29.4,10.0,733.0,3.0,61.0,26.4,5.0,2400.0,476.0,1.08,1.4
783,783,127,2020,City of Charlotte & Crosland Southeast,CC,MX-2(INNOV),CD,no,YES,78.0,CMUD,CMUD,YES,Mixed Use Activity Center,East,Erin Brooks,Grant Meacci,Will Linville,2020/01/27 11:02:12+00,,App,4.8,650.0,51.650000000000006,66.0,8.9,29.0,81.0,29.2,152.5,71.695,78.5,48.703987341772155,32.963114754098356,23.790909090909093,10.507246376811594,569.0,3.0,53.0,26.399999999999995,5.0,2400.0,476.0,1.08,1.3999999999999997
